task,H,B,query_ordinal,condition,mode,record_id,success,primitive_steps,decisions,predictor_calls,prediction_blocks,optimizer_seed,prelude,elapsed_seconds,variant,planned_actions_per_decision,maximum_executed_actions_per_decision
pusht,140,280,82,prefix_a,released_raw,ap-fresh-pusht-082,False,280,56,8400,2520000,26173331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",92.0902,LeWM (5-action replanning),25,5
pusht,140,280,82,prefix_b,released_raw,ap-fresh-pusht-082,False,280,56,8400,2520000,26173331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",91.0782,LeWM (5-action replanning),25,5
pusht,140,280,83,clean,released_raw,ap-fresh-pusht-083,False,280,56,8400,2520000,26174331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.7974,LeWM (5-action replanning),25,5
pusht,140,280,83,prefix_a,released_raw,ap-fresh-pusht-083,False,280,56,8400,2520000,26174331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.8452,LeWM (5-action replanning),25,5
pusht,140,280,83,prefix_b,released_raw,ap-fresh-pusht-083,False,280,56,8400,2520000,26174331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",91.0824,LeWM (5-action replanning),25,5
pusht,140,280,84,clean,released_raw,ap-fresh-pusht-084,False,280,56,8400,2520000,26175331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",95.1007,LeWM (5-action replanning),25,5
pusht,140,280,84,prefix_a,released_raw,ap-fresh-pusht-084,False,280,56,8400,2520000,26175331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.6329,LeWM (5-action replanning),25,5
pusht,140,280,84,prefix_b,released_raw,ap-fresh-pusht-084,False,280,56,8400,2520000,26175331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.2498,LeWM (5-action replanning),25,5
pusht,140,280,85,clean,released_raw,ap-fresh-pusht-085,False,280,56,8400,2520000,26176331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.5973,LeWM (5-action replanning),25,5
pusht,140,280,85,prefix_a,released_raw,ap-fresh-pusht-085,False,280,56,8400,2520000,26176331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.4669,LeWM (5-action replanning),25,5
pusht,140,280,85,prefix_b,released_raw,ap-fresh-pusht-085,False,280,56,8400,2520000,26176331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.5782,LeWM (5-action replanning),25,5
pusht,140,280,86,clean,released_raw,ap-fresh-pusht-086,False,280,56,8400,2520000,26177331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.6199,LeWM (5-action replanning),25,5
pusht,140,280,86,prefix_a,released_raw,ap-fresh-pusht-086,False,280,56,8400,2520000,26177331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.5293,LeWM (5-action replanning),25,5
pusht,140,280,86,prefix_b,released_raw,ap-fresh-pusht-086,False,280,56,8400,2520000,26177331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.6633,LeWM (5-action replanning),25,5
pusht,140,280,87,clean,released_raw,ap-fresh-pusht-087,False,280,56,8400,2520000,26178331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.6009,LeWM (5-action replanning),25,5
pusht,140,280,87,prefix_a,released_raw,ap-fresh-pusht-087,False,280,56,8400,2520000,26178331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.7781,LeWM (5-action replanning),25,5
pusht,140,280,87,prefix_b,released_raw,ap-fresh-pusht-087,False,280,56,8400,2520000,26178331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.7601,LeWM (5-action replanning),25,5
pusht,140,280,88,clean,released_raw,ap-fresh-pusht-088,False,280,56,8400,2520000,26179331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.7913,LeWM (5-action replanning),25,5
pusht,140,280,88,prefix_a,released_raw,ap-fresh-pusht-088,False,280,56,8400,2520000,26179331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.8652,LeWM (5-action replanning),25,5
pusht,140,280,88,prefix_b,released_raw,ap-fresh-pusht-088,False,280,56,8400,2520000,26179331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.7352,LeWM (5-action replanning),25,5
pusht,140,280,89,clean,released_raw,ap-fresh-pusht-089,False,280,56,8400,2520000,26180331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.3566,LeWM (5-action replanning),25,5
pusht,140,280,89,prefix_a,released_raw,ap-fresh-pusht-089,False,280,56,8400,2520000,26180331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.6474,LeWM (5-action replanning),25,5
pusht,140,280,89,prefix_b,released_raw,ap-fresh-pusht-089,False,280,56,8400,2520000,26180331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.7144,LeWM (5-action replanning),25,5
pusht,140,280,90,clean,released_raw,ap-fresh-pusht-090,False,280,56,8400,2520000,26181331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.8911,LeWM (5-action replanning),25,5
pusht,140,280,90,prefix_a,released_raw,ap-fresh-pusht-090,False,280,56,8400,2520000,26181331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",92.7231,LeWM (5-action replanning),25,5
pusht,140,280,90,prefix_b,released_raw,ap-fresh-pusht-090,False,280,56,8400,2520000,26181331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",108.2245,LeWM (5-action replanning),25,5
pusht,140,280,91,clean,released_raw,ap-fresh-pusht-091,False,280,56,8400,2520000,26182331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",91.0515,LeWM (5-action replanning),25,5
pusht,140,280,91,prefix_a,released_raw,ap-fresh-pusht-091,False,280,56,8400,2520000,26182331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.6033,LeWM (5-action replanning),25,5
pusht,140,280,91,prefix_b,released_raw,ap-fresh-pusht-091,False,280,56,8400,2520000,26182331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.646,LeWM (5-action replanning),25,5
pusht,140,280,92,clean,released_raw,ap-fresh-pusht-092,False,280,56,8400,2520000,26183331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.3715,LeWM (5-action replanning),25,5
pusht,140,280,92,prefix_a,released_raw,ap-fresh-pusht-092,False,280,56,8400,2520000,26183331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.3002,LeWM (5-action replanning),25,5
pusht,140,280,92,prefix_b,released_raw,ap-fresh-pusht-092,False,280,56,8400,2520000,26183331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.3275,LeWM (5-action replanning),25,5
pusht,140,280,93,clean,released_raw,ap-fresh-pusht-093,False,280,56,8400,2520000,26184331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.2693,LeWM (5-action replanning),25,5
pusht,140,280,93,prefix_a,released_raw,ap-fresh-pusht-093,False,280,56,8400,2520000,26184331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.2855,LeWM (5-action replanning),25,5
pusht,140,280,93,prefix_b,released_raw,ap-fresh-pusht-093,False,280,56,8400,2520000,26184331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",89.9461,LeWM (5-action replanning),25,5
pusht,140,280,94,clean,released_raw,ap-fresh-pusht-094,False,280,56,8400,2520000,26185331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.2919,LeWM (5-action replanning),25,5
pusht,140,280,94,prefix_a,released_raw,ap-fresh-pusht-094,False,280,56,8400,2520000,26185331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.2131,LeWM (5-action replanning),25,5
pusht,140,280,94,prefix_b,released_raw,ap-fresh-pusht-094,False,280,56,8400,2520000,26185331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.2134,LeWM (5-action replanning),25,5
pusht,140,280,95,clean,released_raw,ap-fresh-pusht-095,False,280,56,8400,2520000,26186331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.2718,LeWM (5-action replanning),25,5
pusht,140,280,95,prefix_a,released_raw,ap-fresh-pusht-095,False,280,56,8400,2520000,26186331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.2729,LeWM (5-action replanning),25,5
pusht,140,280,95,prefix_b,released_raw,ap-fresh-pusht-095,False,280,56,8400,2520000,26186331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",89.9622,LeWM (5-action replanning),25,5
pusht,140,280,96,clean,released_raw,ap-fresh-pusht-096,False,280,56,8400,2520000,26187331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.5128,LeWM (5-action replanning),25,5
pusht,140,280,96,prefix_a,released_raw,ap-fresh-pusht-096,False,280,56,8400,2520000,26187331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.3465,LeWM (5-action replanning),25,5
pusht,140,280,96,prefix_b,released_raw,ap-fresh-pusht-096,False,280,56,8400,2520000,26187331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.2956,LeWM (5-action replanning),25,5
pusht,140,280,97,clean,released_raw,ap-fresh-pusht-097,False,280,56,8400,2520000,26188331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.3625,LeWM (5-action replanning),25,5
pusht,140,280,97,prefix_a,released_raw,ap-fresh-pusht-097,False,280,56,8400,2520000,26188331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.3872,LeWM (5-action replanning),25,5
pusht,140,280,97,prefix_b,released_raw,ap-fresh-pusht-097,False,280,56,8400,2520000,26188331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",89.6756,LeWM (5-action replanning),25,5
pusht,140,280,98,clean,released_raw,ap-fresh-pusht-098,False,280,56,8400,2520000,26189331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.4832,LeWM (5-action replanning),25,5
pusht,140,280,98,prefix_a,released_raw,ap-fresh-pusht-098,False,280,56,8400,2520000,26189331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.0433,LeWM (5-action replanning),25,5
pusht,140,280,98,prefix_b,released_raw,ap-fresh-pusht-098,False,280,56,8400,2520000,26189331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.4282,LeWM (5-action replanning),25,5
pusht,140,280,99,clean,released_raw,ap-fresh-pusht-099,False,280,56,8400,2520000,26190331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.3234,LeWM (5-action replanning),25,5
pusht,140,280,99,prefix_a,released_raw,ap-fresh-pusht-099,False,280,56,8400,2520000,26190331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.3889,LeWM (5-action replanning),25,5
pusht,140,280,99,prefix_b,released_raw,ap-fresh-pusht-099,False,280,56,8400,2520000,26190331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",89.4293,LeWM (5-action replanning),25,5
pusht,140,280,100,clean,released_raw,ap-fresh-pusht-100,False,280,56,8400,2520000,26191331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",88.8539,LeWM (5-action replanning),25,5
pusht,140,280,100,prefix_a,released_raw,ap-fresh-pusht-100,True,244,49,7350,2205000,26191331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",92.3364,LeWM (5-action replanning),25,5
pusht,140,280,100,prefix_b,released_raw,ap-fresh-pusht-100,False,280,56,8400,2520000,26191331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",106.6351,LeWM (5-action replanning),25,5
pusht,140,280,101,clean,released_raw,ap-fresh-pusht-101,False,280,56,8400,2520000,26192331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",115.7665,LeWM (5-action replanning),25,5
pusht,140,280,101,prefix_a,released_raw,ap-fresh-pusht-101,False,280,56,8400,2520000,26192331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",111.8577,LeWM (5-action replanning),25,5
pusht,140,280,101,prefix_b,released_raw,ap-fresh-pusht-101,False,280,56,8400,2520000,26192331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",94.1813,LeWM (5-action replanning),25,5
pusht,140,280,102,clean,released_raw,ap-fresh-pusht-102,False,280,56,8400,2520000,26193331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",89.1117,LeWM (5-action replanning),25,5
pusht,140,280,102,prefix_a,released_raw,ap-fresh-pusht-102,False,280,56,8400,2520000,26193331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",89.4896,LeWM (5-action replanning),25,5
pusht,140,280,102,prefix_b,released_raw,ap-fresh-pusht-102,False,280,56,8400,2520000,26193331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",110.4351,LeWM (5-action replanning),25,5
pusht,140,280,103,clean,released_raw,ap-fresh-pusht-103,False,280,56,8400,2520000,26194331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",104.9598,LeWM (5-action replanning),25,5
pusht,140,280,103,prefix_a,released_raw,ap-fresh-pusht-103,False,280,56,8400,2520000,26194331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",106.2645,LeWM (5-action replanning),25,5
pusht,140,280,103,prefix_b,released_raw,ap-fresh-pusht-103,True,56,12,1800,540000,26194331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",25.9328,LeWM (5-action replanning),25,5
pusht,140,280,104,clean,released_raw,ap-fresh-pusht-104,False,280,56,8400,2520000,26195331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",104.6779,LeWM (5-action replanning),25,5
pusht,140,280,104,prefix_a,released_raw,ap-fresh-pusht-104,False,280,56,8400,2520000,26195331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",105.4405,LeWM (5-action replanning),25,5
pusht,140,280,104,prefix_b,released_raw,ap-fresh-pusht-104,True,56,12,1800,540000,26195331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",26.8106,LeWM (5-action replanning),25,5
pusht,140,280,105,clean,released_raw,ap-fresh-pusht-105,False,280,56,8400,2520000,26196331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",105.0083,LeWM (5-action replanning),25,5
pusht,140,280,105,prefix_a,released_raw,ap-fresh-pusht-105,False,280,56,8400,2520000,26196331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",105.0967,LeWM (5-action replanning),25,5
pusht,140,280,105,prefix_b,released_raw,ap-fresh-pusht-105,False,280,56,8400,2520000,26196331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",110.985,LeWM (5-action replanning),25,5
pusht,140,280,106,clean,released_raw,ap-fresh-pusht-106,False,280,56,8400,2520000,26197331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",109.0964,LeWM (5-action replanning),25,5
pusht,140,280,106,prefix_a,released_raw,ap-fresh-pusht-106,False,280,56,8400,2520000,26197331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",110.7642,LeWM (5-action replanning),25,5
pusht,140,280,106,prefix_b,released_raw,ap-fresh-pusht-106,False,280,56,8400,2520000,26197331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",107.4682,LeWM (5-action replanning),25,5
pusht,140,280,107,clean,released_raw,ap-fresh-pusht-107,False,280,56,8400,2520000,26198331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",109.753,LeWM (5-action replanning),25,5
pusht,140,280,107,prefix_a,released_raw,ap-fresh-pusht-107,False,280,56,8400,2520000,26198331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",108.3066,LeWM (5-action replanning),25,5
pusht,140,280,107,prefix_b,released_raw,ap-fresh-pusht-107,False,280,56,8400,2520000,26198331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",109.3155,LeWM (5-action replanning),25,5
pusht,140,280,108,clean,released_raw,ap-fresh-pusht-108,False,280,56,8400,2520000,26199331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",110.3569,LeWM (5-action replanning),25,5
pusht,140,280,108,prefix_a,released_raw,ap-fresh-pusht-108,True,185,37,5550,1665000,26199331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",72.6258,LeWM (5-action replanning),25,5
pusht,140,280,108,prefix_b,released_raw,ap-fresh-pusht-108,False,280,56,8400,2520000,26199331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",107.4616,LeWM (5-action replanning),25,5
pusht,140,280,109,clean,released_raw,ap-fresh-pusht-109,False,280,56,8400,2520000,26200331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",93.5013,LeWM (5-action replanning),25,5
pusht,140,280,109,prefix_a,released_raw,ap-fresh-pusht-109,False,280,56,8400,2520000,26200331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",92.5356,LeWM (5-action replanning),25,5
pusht,140,280,109,prefix_b,released_raw,ap-fresh-pusht-109,False,280,56,8400,2520000,26200331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.7119,LeWM (5-action replanning),25,5
pusht,140,280,110,clean,released_raw,ap-fresh-pusht-110,False,280,56,8400,2520000,26201331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",91.1919,LeWM (5-action replanning),25,5
pusht,140,280,110,prefix_a,released_raw,ap-fresh-pusht-110,False,280,56,8400,2520000,26201331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.656,LeWM (5-action replanning),25,5
pusht,140,280,110,prefix_b,released_raw,ap-fresh-pusht-110,False,280,56,8400,2520000,26201331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.5822,LeWM (5-action replanning),25,5
pusht,140,280,111,clean,released_raw,ap-fresh-pusht-111,False,280,56,8400,2520000,26202331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.7595,LeWM (5-action replanning),25,5
pusht,140,280,111,prefix_a,released_raw,ap-fresh-pusht-111,False,280,56,8400,2520000,26202331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.7286,LeWM (5-action replanning),25,5
pusht,140,280,111,prefix_b,released_raw,ap-fresh-pusht-111,False,280,56,8400,2520000,26202331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",93.4569,LeWM (5-action replanning),25,5
pusht,140,280,112,clean,released_raw,ap-fresh-pusht-112,False,280,56,8400,2520000,26203331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",91.8334,LeWM (5-action replanning),25,5
pusht,140,280,112,prefix_a,released_raw,ap-fresh-pusht-112,False,280,56,8400,2520000,26203331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.6395,LeWM (5-action replanning),25,5
pusht,140,280,112,prefix_b,released_raw,ap-fresh-pusht-112,False,280,56,8400,2520000,26203331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.6328,LeWM (5-action replanning),25,5
pusht,140,280,113,clean,released_raw,ap-fresh-pusht-113,False,280,56,8400,2520000,26204331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.5912,LeWM (5-action replanning),25,5
pusht,140,280,113,prefix_a,released_raw,ap-fresh-pusht-113,False,280,56,8400,2520000,26204331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.6461,LeWM (5-action replanning),25,5
pusht,140,280,113,prefix_b,released_raw,ap-fresh-pusht-113,False,280,56,8400,2520000,26204331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.6889,LeWM (5-action replanning),25,5
pusht,140,280,114,clean,released_raw,ap-fresh-pusht-114,False,280,56,8400,2520000,26205331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.6289,LeWM (5-action replanning),25,5
pusht,140,280,114,prefix_a,released_raw,ap-fresh-pusht-114,False,280,56,8400,2520000,26205331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.6541,LeWM (5-action replanning),25,5
pusht,140,280,114,prefix_b,released_raw,ap-fresh-pusht-114,False,280,56,8400,2520000,26205331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.6829,LeWM (5-action replanning),25,5
pusht,140,280,115,clean,released_raw,ap-fresh-pusht-115,True,20,4,600,180000,26206331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",6.4828,LeWM (5-action replanning),25,5
pusht,140,280,115,prefix_a,released_raw,ap-fresh-pusht-115,False,280,56,8400,2520000,26206331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.5537,LeWM (5-action replanning),25,5
pusht,140,280,115,prefix_b,released_raw,ap-fresh-pusht-115,True,28,6,900,270000,26206331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",9.665,LeWM (5-action replanning),25,5
pusht,140,280,116,clean,released_raw,ap-fresh-pusht-116,False,280,56,8400,2520000,26207331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.698,LeWM (5-action replanning),25,5
pusht,140,280,116,prefix_a,released_raw,ap-fresh-pusht-116,False,280,56,8400,2520000,26207331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.5935,LeWM (5-action replanning),25,5
pusht,140,280,116,prefix_b,released_raw,ap-fresh-pusht-116,False,280,56,8400,2520000,26207331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.1644,LeWM (5-action replanning),25,5
pusht,140,280,117,clean,released_raw,ap-fresh-pusht-117,False,280,56,8400,2520000,26208331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",90.5964,LeWM (5-action replanning),25,5
pusht,140,280,117,prefix_a,released_raw,ap-fresh-pusht-117,False,280,56,8400,2520000,26208331,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",90.4873,LeWM (5-action replanning),25,5
