task,H,B,query_ordinal,condition,mode,record_id,success,primitive_steps,decisions,predictor_calls,prediction_blocks,optimizer_seed,prelude,elapsed_seconds,variant,planned_actions_per_decision,maximum_executed_actions_per_decision
cube,150,150,62,clean,released_raw,ap-fresh-cube-062,False,150,30,4500,1350000,26153351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.9225,LeWM (5-action replanning),25,5
cube,150,150,62,prefix_a,released_raw,ap-fresh-cube-062,False,150,30,4500,1350000,26153351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.533,LeWM (5-action replanning),25,5
cube,150,150,62,prefix_b,released_raw,ap-fresh-cube-062,False,150,30,4500,1350000,26153351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.8039,LeWM (5-action replanning),25,5
cube,150,150,63,clean,released_raw,ap-fresh-cube-063,True,15,3,450,135000,26154351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",5.4077,LeWM (5-action replanning),25,5
cube,150,150,63,prefix_a,released_raw,ap-fresh-cube-063,False,150,30,4500,1350000,26154351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.9264,LeWM (5-action replanning),25,5
cube,150,150,63,prefix_b,released_raw,ap-fresh-cube-063,True,13,3,450,135000,26154351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",5.3757,LeWM (5-action replanning),25,5
cube,150,150,64,clean,released_raw,ap-fresh-cube-064,False,150,30,4500,1350000,26155351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.653,LeWM (5-action replanning),25,5
cube,150,150,64,prefix_a,released_raw,ap-fresh-cube-064,False,150,30,4500,1350000,26155351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.1302,LeWM (5-action replanning),25,5
cube,150,150,64,prefix_b,released_raw,ap-fresh-cube-064,True,14,3,450,135000,26155351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",5.364,LeWM (5-action replanning),25,5
cube,150,150,65,clean,released_raw,ap-fresh-cube-065,False,150,30,4500,1350000,26156351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",52.9028,LeWM (5-action replanning),25,5
cube,150,150,65,prefix_a,released_raw,ap-fresh-cube-065,False,150,30,4500,1350000,26156351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.31,LeWM (5-action replanning),25,5
cube,150,150,65,prefix_b,released_raw,ap-fresh-cube-065,False,150,30,4500,1350000,26156351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.3404,LeWM (5-action replanning),25,5
cube,150,150,66,clean,released_raw,ap-fresh-cube-066,False,150,30,4500,1350000,26157351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.2033,LeWM (5-action replanning),25,5
cube,150,150,66,prefix_a,released_raw,ap-fresh-cube-066,False,150,30,4500,1350000,26157351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.823,LeWM (5-action replanning),25,5
cube,150,150,66,prefix_b,released_raw,ap-fresh-cube-066,False,150,30,4500,1350000,26157351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.2499,LeWM (5-action replanning),25,5
cube,150,150,67,clean,released_raw,ap-fresh-cube-067,False,150,30,4500,1350000,26158351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.0547,LeWM (5-action replanning),25,5
cube,150,150,67,prefix_a,released_raw,ap-fresh-cube-067,False,150,30,4500,1350000,26158351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.4109,LeWM (5-action replanning),25,5
cube,150,150,67,prefix_b,released_raw,ap-fresh-cube-067,False,150,30,4500,1350000,26158351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.7377,LeWM (5-action replanning),25,5
cube,150,150,68,clean,released_raw,ap-fresh-cube-068,False,150,30,4500,1350000,26159351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.5478,LeWM (5-action replanning),25,5
cube,150,150,68,prefix_a,released_raw,ap-fresh-cube-068,False,150,30,4500,1350000,26159351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.0751,LeWM (5-action replanning),25,5
cube,150,150,68,prefix_b,released_raw,ap-fresh-cube-068,True,16,4,600,180000,26159351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",7.1555,LeWM (5-action replanning),25,5
cube,150,150,69,clean,released_raw,ap-fresh-cube-069,False,150,30,4500,1350000,26160351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.5177,LeWM (5-action replanning),25,5
cube,150,150,69,prefix_a,released_raw,ap-fresh-cube-069,False,150,30,4500,1350000,26160351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.428,LeWM (5-action replanning),25,5
cube,150,150,69,prefix_b,released_raw,ap-fresh-cube-069,False,150,30,4500,1350000,26160351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.4893,LeWM (5-action replanning),25,5
cube,150,150,70,clean,released_raw,ap-fresh-cube-070,False,150,30,4500,1350000,26161351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",52.9688,LeWM (5-action replanning),25,5
cube,150,150,70,prefix_a,released_raw,ap-fresh-cube-070,False,150,30,4500,1350000,26161351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.941,LeWM (5-action replanning),25,5
cube,150,150,70,prefix_b,released_raw,ap-fresh-cube-070,False,150,30,4500,1350000,26161351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.4306,LeWM (5-action replanning),25,5
cube,150,150,71,clean,released_raw,ap-fresh-cube-071,False,150,30,4500,1350000,26162351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.3452,LeWM (5-action replanning),25,5
cube,150,150,71,prefix_a,released_raw,ap-fresh-cube-071,False,150,30,4500,1350000,26162351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.554,LeWM (5-action replanning),25,5
cube,150,150,71,prefix_b,released_raw,ap-fresh-cube-071,False,150,30,4500,1350000,26162351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.9484,LeWM (5-action replanning),25,5
cube,150,150,72,clean,released_raw,ap-fresh-cube-072,False,150,30,4500,1350000,26163351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.4982,LeWM (5-action replanning),25,5
cube,150,150,72,prefix_a,released_raw,ap-fresh-cube-072,False,150,30,4500,1350000,26163351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.3159,LeWM (5-action replanning),25,5
cube,150,150,72,prefix_b,released_raw,ap-fresh-cube-072,False,150,30,4500,1350000,26163351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.0183,LeWM (5-action replanning),25,5
cube,150,150,73,clean,released_raw,ap-fresh-cube-073,False,150,30,4500,1350000,26164351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.1256,LeWM (5-action replanning),25,5
cube,150,150,73,prefix_a,released_raw,ap-fresh-cube-073,False,150,30,4500,1350000,26164351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.2892,LeWM (5-action replanning),25,5
cube,150,150,73,prefix_b,released_raw,ap-fresh-cube-073,False,150,30,4500,1350000,26164351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.441,LeWM (5-action replanning),25,5
cube,150,150,74,clean,released_raw,ap-fresh-cube-074,False,150,30,4500,1350000,26165351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.7895,LeWM (5-action replanning),25,5
cube,150,150,74,prefix_a,released_raw,ap-fresh-cube-074,False,150,30,4500,1350000,26165351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.5882,LeWM (5-action replanning),25,5
cube,150,150,74,prefix_b,released_raw,ap-fresh-cube-074,False,150,30,4500,1350000,26165351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.6386,LeWM (5-action replanning),25,5
cube,150,150,75,clean,released_raw,ap-fresh-cube-075,False,150,30,4500,1350000,26166351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.4743,LeWM (5-action replanning),25,5
cube,150,150,75,prefix_a,released_raw,ap-fresh-cube-075,False,150,30,4500,1350000,26166351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.1733,LeWM (5-action replanning),25,5
cube,150,150,75,prefix_b,released_raw,ap-fresh-cube-075,False,150,30,4500,1350000,26166351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.7495,LeWM (5-action replanning),25,5
cube,150,150,76,clean,released_raw,ap-fresh-cube-076,False,150,30,4500,1350000,26167351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",52.4573,LeWM (5-action replanning),25,5
cube,150,150,76,prefix_a,released_raw,ap-fresh-cube-076,False,150,30,4500,1350000,26167351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.4374,LeWM (5-action replanning),25,5
cube,150,150,76,prefix_b,released_raw,ap-fresh-cube-076,False,150,30,4500,1350000,26167351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.3543,LeWM (5-action replanning),25,5
cube,150,150,77,clean,released_raw,ap-fresh-cube-077,False,150,30,4500,1350000,26168351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.4903,LeWM (5-action replanning),25,5
cube,150,150,77,prefix_a,released_raw,ap-fresh-cube-077,False,150,30,4500,1350000,26168351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.0201,LeWM (5-action replanning),25,5
cube,150,150,77,prefix_b,released_raw,ap-fresh-cube-077,False,150,30,4500,1350000,26168351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.4493,LeWM (5-action replanning),25,5
cube,150,150,78,clean,released_raw,ap-fresh-cube-078,True,8,2,300,90000,26169351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",3.5899,LeWM (5-action replanning),25,5
cube,150,150,78,prefix_a,released_raw,ap-fresh-cube-078,False,150,30,4500,1350000,26169351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.685,LeWM (5-action replanning),25,5
cube,150,150,78,prefix_b,released_raw,ap-fresh-cube-078,False,150,30,4500,1350000,26169351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.6332,LeWM (5-action replanning),25,5
cube,150,150,79,clean,released_raw,ap-fresh-cube-079,False,150,30,4500,1350000,26170351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",54.2305,LeWM (5-action replanning),25,5
cube,150,150,79,prefix_a,released_raw,ap-fresh-cube-079,False,150,30,4500,1350000,26170351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.5074,LeWM (5-action replanning),25,5
cube,150,150,79,prefix_b,released_raw,ap-fresh-cube-079,False,150,30,4500,1350000,26170351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.72,LeWM (5-action replanning),25,5
cube,150,150,80,clean,released_raw,ap-fresh-cube-080,False,150,30,4500,1350000,26171351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.2489,LeWM (5-action replanning),25,5
cube,150,150,80,prefix_a,released_raw,ap-fresh-cube-080,False,150,30,4500,1350000,26171351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.2833,LeWM (5-action replanning),25,5
cube,150,150,80,prefix_b,released_raw,ap-fresh-cube-080,False,150,30,4500,1350000,26171351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.6904,LeWM (5-action replanning),25,5
cube,150,150,81,clean,released_raw,ap-fresh-cube-081,False,150,30,4500,1350000,26172351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",52.9997,LeWM (5-action replanning),25,5
cube,150,150,81,prefix_a,released_raw,ap-fresh-cube-081,False,150,30,4500,1350000,26172351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.0642,LeWM (5-action replanning),25,5
cube,150,150,81,prefix_b,released_raw,ap-fresh-cube-081,False,150,30,4500,1350000,26172351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.1167,LeWM (5-action replanning),25,5
cube,150,150,82,clean,released_raw,ap-fresh-cube-082,False,150,30,4500,1350000,26173351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.3785,LeWM (5-action replanning),25,5
cube,150,150,82,prefix_a,released_raw,ap-fresh-cube-082,False,150,30,4500,1350000,26173351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.2885,LeWM (5-action replanning),25,5
cube,150,150,82,prefix_b,released_raw,ap-fresh-cube-082,False,150,30,4500,1350000,26173351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.5031,LeWM (5-action replanning),25,5
cube,150,150,83,clean,released_raw,ap-fresh-cube-083,True,13,3,450,135000,26174351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",5.394,LeWM (5-action replanning),25,5
cube,150,150,83,prefix_a,released_raw,ap-fresh-cube-083,True,14,3,450,135000,26174351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",5.4025,LeWM (5-action replanning),25,5
cube,150,150,83,prefix_b,released_raw,ap-fresh-cube-083,True,14,3,450,135000,26174351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",5.3335,LeWM (5-action replanning),25,5
cube,150,150,84,clean,released_raw,ap-fresh-cube-084,False,150,30,4500,1350000,26175351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.362,LeWM (5-action replanning),25,5
cube,150,150,84,prefix_a,released_raw,ap-fresh-cube-084,False,150,30,4500,1350000,26175351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.9743,LeWM (5-action replanning),25,5
cube,150,150,84,prefix_b,released_raw,ap-fresh-cube-084,False,150,30,4500,1350000,26175351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.1663,LeWM (5-action replanning),25,5
cube,150,150,85,clean,released_raw,ap-fresh-cube-085,False,150,30,4500,1350000,26176351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.9715,LeWM (5-action replanning),25,5
cube,150,150,85,prefix_a,released_raw,ap-fresh-cube-085,False,150,30,4500,1350000,26176351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.3583,LeWM (5-action replanning),25,5
cube,150,150,85,prefix_b,released_raw,ap-fresh-cube-085,False,150,30,4500,1350000,26176351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.6104,LeWM (5-action replanning),25,5
cube,150,150,86,clean,released_raw,ap-fresh-cube-086,False,150,30,4500,1350000,26177351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",52.9366,LeWM (5-action replanning),25,5
cube,150,150,86,prefix_a,released_raw,ap-fresh-cube-086,False,150,30,4500,1350000,26177351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.5813,LeWM (5-action replanning),25,5
cube,150,150,86,prefix_b,released_raw,ap-fresh-cube-086,False,150,30,4500,1350000,26177351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.6758,LeWM (5-action replanning),25,5
cube,150,150,87,clean,released_raw,ap-fresh-cube-087,False,150,30,4500,1350000,26178351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.2933,LeWM (5-action replanning),25,5
cube,150,150,87,prefix_a,released_raw,ap-fresh-cube-087,False,150,30,4500,1350000,26178351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.2075,LeWM (5-action replanning),25,5
cube,150,150,87,prefix_b,released_raw,ap-fresh-cube-087,False,150,30,4500,1350000,26178351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.0308,LeWM (5-action replanning),25,5
cube,150,150,88,clean,released_raw,ap-fresh-cube-088,False,150,30,4500,1350000,26179351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.6334,LeWM (5-action replanning),25,5
cube,150,150,88,prefix_a,released_raw,ap-fresh-cube-088,False,150,30,4500,1350000,26179351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.0155,LeWM (5-action replanning),25,5
cube,150,150,88,prefix_b,released_raw,ap-fresh-cube-088,False,150,30,4500,1350000,26179351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",53.986,LeWM (5-action replanning),25,5
cube,150,150,89,clean,released_raw,ap-fresh-cube-089,False,150,30,4500,1350000,26180351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",54.1912,LeWM (5-action replanning),25,5
cube,150,150,89,prefix_a,released_raw,ap-fresh-cube-089,False,150,30,4500,1350000,26180351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.7319,LeWM (5-action replanning),25,5
cube,150,150,89,prefix_b,released_raw,ap-fresh-cube-089,True,13,3,450,135000,26180351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",5.4783,LeWM (5-action replanning),25,5
cube,150,150,90,clean,released_raw,ap-fresh-cube-090,False,150,30,4500,1350000,26181351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",54.7121,LeWM (5-action replanning),25,5
cube,150,150,90,prefix_a,released_raw,ap-fresh-cube-090,False,150,30,4500,1350000,26181351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.6058,LeWM (5-action replanning),25,5
cube,150,150,90,prefix_b,released_raw,ap-fresh-cube-090,False,150,30,4500,1350000,26181351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.0682,LeWM (5-action replanning),25,5
cube,150,150,91,clean,released_raw,ap-fresh-cube-091,True,14,3,450,135000,26182351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",5.4691,LeWM (5-action replanning),25,5
cube,150,150,91,prefix_a,released_raw,ap-fresh-cube-091,True,10,2,300,90000,26182351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",3.6326,LeWM (5-action replanning),25,5
cube,150,150,91,prefix_b,released_raw,ap-fresh-cube-091,True,11,3,450,135000,26182351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",5.4627,LeWM (5-action replanning),25,5
cube,150,150,92,clean,released_raw,ap-fresh-cube-092,False,150,30,4500,1350000,26183351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",54.123,LeWM (5-action replanning),25,5
cube,150,150,92,prefix_a,released_raw,ap-fresh-cube-092,True,11,3,450,135000,26183351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",5.4179,LeWM (5-action replanning),25,5
cube,150,150,92,prefix_b,released_raw,ap-fresh-cube-092,False,150,30,4500,1350000,26183351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.0734,LeWM (5-action replanning),25,5
cube,150,150,93,clean,released_raw,ap-fresh-cube-093,False,150,30,4500,1350000,26184351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",54.1811,LeWM (5-action replanning),25,5
cube,150,150,93,prefix_a,released_raw,ap-fresh-cube-093,False,150,30,4500,1350000,26184351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.4502,LeWM (5-action replanning),25,5
cube,150,150,93,prefix_b,released_raw,ap-fresh-cube-093,False,150,30,4500,1350000,26184351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.5788,LeWM (5-action replanning),25,5
cube,150,150,94,clean,released_raw,ap-fresh-cube-094,False,150,30,4500,1350000,26185351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.7416,LeWM (5-action replanning),25,5
cube,150,150,94,prefix_a,released_raw,ap-fresh-cube-094,False,150,30,4500,1350000,26185351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",54.1711,LeWM (5-action replanning),25,5
cube,150,150,94,prefix_b,released_raw,ap-fresh-cube-094,True,4,1,150,45000,26185351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",1.8514,LeWM (5-action replanning),25,5
cube,150,150,95,clean,released_raw,ap-fresh-cube-095,False,150,30,4500,1350000,26186351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",53.2955,LeWM (5-action replanning),25,5
cube,150,150,95,prefix_a,released_raw,ap-fresh-cube-095,False,150,30,4500,1350000,26186351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.8929,LeWM (5-action replanning),25,5
cube,150,150,95,prefix_b,released_raw,ap-fresh-cube-095,False,150,30,4500,1350000,26186351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",52.538,LeWM (5-action replanning),25,5
cube,150,150,96,clean,released_raw,ap-fresh-cube-096,False,150,30,4500,1350000,26187351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",55.9626,LeWM (5-action replanning),25,5
cube,150,150,96,prefix_a,released_raw,ap-fresh-cube-096,False,150,30,4500,1350000,26187351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",55.5641,LeWM (5-action replanning),25,5
cube,150,150,96,prefix_b,released_raw,ap-fresh-cube-096,False,150,30,4500,1350000,26187351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",55.4136,LeWM (5-action replanning),25,5
cube,150,150,97,clean,released_raw,ap-fresh-cube-097,False,150,30,4500,1350000,26188351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 0}",55.5161,LeWM (5-action replanning),25,5
cube,150,150,97,prefix_a,released_raw,ap-fresh-cube-097,False,150,30,4500,1350000,26188351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",55.9524,LeWM (5-action replanning),25,5
cube,150,150,97,prefix_b,released_raw,ap-fresh-cube-097,False,150,30,4500,1350000,26188351,"{""initial_success"": false, ""success"": false, ""terminal_without_success"": false, ""category"": ""policy_entered"", ""primitive_steps"": 5}",55.6529,LeWM (5-action replanning),25,5
