task,H,B,query_ordinal,condition,mode,record_id,success,primitive_steps,decisions,predictor_calls,prediction_blocks,optimizer_seed,prelude,elapsed_seconds
reacher,25,50,112,prefix_b,released_raw,ap-fresh-reacher-112,True,19,1,150,45000,27203351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.3458
reacher,25,50,113,clean,released_raw,ap-fresh-reacher-113,True,44,2,300,90000,27204351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",18.8844
reacher,25,50,113,prefix_a,released_raw,ap-fresh-reacher-113,True,14,1,150,45000,27204351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.2874
reacher,25,50,113,prefix_b,released_raw,ap-fresh-reacher-113,True,23,1,150,45000,27204351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",7.1015
reacher,25,50,114,clean,released_raw,ap-fresh-reacher-114,True,19,1,150,45000,27205351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",7.5803
reacher,25,50,114,prefix_a,released_raw,ap-fresh-reacher-114,False,50,2,300,90000,27205351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",15.6712
reacher,25,50,114,prefix_b,released_raw,ap-fresh-reacher-114,True,28,2,300,90000,27205351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",23.8815
reacher,25,50,115,clean,released_raw,ap-fresh-reacher-115,True,14,1,150,45000,27206351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",6.5428
reacher,25,50,115,prefix_a,released_raw,ap-fresh-reacher-115,True,19,1,150,45000,27206351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",6.8157
reacher,25,50,115,prefix_b,released_raw,ap-fresh-reacher-115,False,50,2,300,90000,27206351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",15.7776
reacher,25,50,116,clean,released_raw,ap-fresh-reacher-116,False,50,2,300,90000,27207351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",19.2309
reacher,25,50,116,prefix_a,released_raw,ap-fresh-reacher-116,True,25,1,150,45000,27207351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.3567
reacher,25,50,116,prefix_b,released_raw,ap-fresh-reacher-116,True,0,0,0,0,27207351,"{'initial_success': False, 'success': True, 'terminal_without_success': False, 'category': 'prelude_success', 'primitive_steps': 1}",0.0075
reacher,25,50,117,clean,released_raw,ap-fresh-reacher-117,True,24,1,150,45000,27208351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.2586
reacher,25,50,117,prefix_a,released_raw,ap-fresh-reacher-117,True,41,2,300,90000,27208351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",18.9327
reacher,25,50,117,prefix_b,released_raw,ap-fresh-reacher-117,True,28,2,300,90000,27208351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.0785
reacher,25,50,118,clean,released_raw,ap-fresh-reacher-118,True,27,2,300,90000,27209351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",17.6587
reacher,25,50,118,prefix_a,released_raw,ap-fresh-reacher-118,False,50,2,300,90000,27209351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.0482
reacher,25,50,118,prefix_b,released_raw,ap-fresh-reacher-118,False,50,2,300,90000,27209351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",17.2073
reacher,25,50,119,clean,released_raw,ap-fresh-reacher-119,False,50,2,300,90000,27210351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",17.7804
reacher,25,50,119,prefix_a,released_raw,ap-fresh-reacher-119,True,44,2,300,90000,27210351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.0787
reacher,25,50,119,prefix_b,released_raw,ap-fresh-reacher-119,True,27,2,300,90000,27210351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.2824
reacher,25,50,120,clean,released_raw,ap-fresh-reacher-120,True,16,1,150,45000,27211351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.4897
reacher,25,50,120,prefix_a,released_raw,ap-fresh-reacher-120,True,50,2,300,90000,27211351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.1209
reacher,25,50,120,prefix_b,released_raw,ap-fresh-reacher-120,False,50,2,300,90000,27211351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",18.8425
reacher,25,50,121,clean,released_raw,ap-fresh-reacher-121,False,50,2,300,90000,27212351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",18.3347
reacher,25,50,121,prefix_a,released_raw,ap-fresh-reacher-121,True,7,1,150,45000,27212351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.1148
reacher,25,50,121,prefix_b,released_raw,ap-fresh-reacher-121,True,49,2,300,90000,27212351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",16.3626
reacher,25,50,122,clean,released_raw,ap-fresh-reacher-122,True,18,1,150,45000,27213351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",8.3912
reacher,25,50,122,prefix_a,released_raw,ap-fresh-reacher-122,True,25,1,150,45000,27213351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.9383
reacher,25,50,122,prefix_b,released_raw,ap-fresh-reacher-122,True,17,1,150,45000,27213351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.0607
reacher,25,50,123,clean,released_raw,ap-fresh-reacher-123,True,19,1,150,45000,27214351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.5581
reacher,25,50,123,prefix_a,released_raw,ap-fresh-reacher-123,True,0,0,0,0,27214351,"{'initial_success': False, 'success': True, 'terminal_without_success': False, 'category': 'prelude_success', 'primitive_steps': 5}",0.0056
reacher,25,50,123,prefix_b,released_raw,ap-fresh-reacher-123,False,50,2,300,90000,27214351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",15.971
reacher,25,50,124,clean,released_raw,ap-fresh-reacher-124,True,17,1,150,45000,27215351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",7.644
reacher,25,50,124,prefix_a,released_raw,ap-fresh-reacher-124,False,50,2,300,90000,27215351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",16.6819
reacher,25,50,124,prefix_b,released_raw,ap-fresh-reacher-124,True,29,2,300,90000,27215351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",18.3054
reacher,25,50,125,clean,released_raw,ap-fresh-reacher-125,True,6,1,150,45000,27216351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.1495
reacher,25,50,125,prefix_a,released_raw,ap-fresh-reacher-125,True,4,1,150,45000,27216351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.735
reacher,25,50,125,prefix_b,released_raw,ap-fresh-reacher-125,True,23,1,150,45000,27216351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.4006
reacher,25,50,126,clean,released_raw,ap-fresh-reacher-126,True,20,1,150,45000,27217351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",7.6338
reacher,25,50,126,prefix_a,released_raw,ap-fresh-reacher-126,False,50,2,300,90000,27217351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",16.0349
reacher,25,50,126,prefix_b,released_raw,ap-fresh-reacher-126,False,50,2,300,90000,27217351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",16.7284
reacher,25,50,127,clean,released_raw,ap-fresh-reacher-127,False,50,2,300,90000,27218351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",15.0969
reacher,25,50,127,prefix_a,released_raw,ap-fresh-reacher-127,True,41,2,300,90000,27218351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",15.3293
reacher,25,50,127,prefix_b,released_raw,ap-fresh-reacher-127,True,28,2,300,90000,27218351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",15.7163
reacher,50,100,0,clean,released_raw,ap-fresh-reacher-000,True,21,1,150,45000,27091351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",7.7161
reacher,50,100,0,prefix_a,released_raw,ap-fresh-reacher-000,True,61,3,450,135000,27091351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",25.6319
reacher,50,100,0,prefix_b,released_raw,ap-fresh-reacher-000,True,30,2,300,90000,27091351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",21.7729
reacher,50,100,1,clean,released_raw,ap-fresh-reacher-001,True,28,2,300,90000,27092351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",19.8444
reacher,50,100,1,prefix_a,released_raw,ap-fresh-reacher-001,True,44,2,300,90000,27092351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",24.5594
reacher,50,100,1,prefix_b,released_raw,ap-fresh-reacher-001,True,35,2,300,90000,27092351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",23.2033
reacher,50,100,2,clean,released_raw,ap-fresh-reacher-002,True,31,2,300,90000,27093351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",20.6713
reacher,50,100,2,prefix_a,released_raw,ap-fresh-reacher-002,True,56,3,450,135000,27093351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",30.7842
reacher,50,100,2,prefix_b,released_raw,ap-fresh-reacher-002,True,100,4,600,180000,27093351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",39.3629
reacher,50,100,3,clean,released_raw,ap-fresh-reacher-003,True,22,1,150,45000,27094351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",8.9037
reacher,50,100,3,prefix_a,released_raw,ap-fresh-reacher-003,True,24,1,150,45000,27094351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.1766
reacher,50,100,3,prefix_b,released_raw,ap-fresh-reacher-003,True,25,1,150,45000,27094351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.845
reacher,50,100,4,clean,released_raw,ap-fresh-reacher-004,True,50,2,300,90000,27095351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",19.6988
reacher,50,100,4,prefix_a,released_raw,ap-fresh-reacher-004,True,26,2,300,90000,27095351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",18.7729
reacher,50,100,4,prefix_b,released_raw,ap-fresh-reacher-004,True,50,2,300,90000,27095351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.576
reacher,50,100,5,clean,released_raw,ap-fresh-reacher-005,True,32,2,300,90000,27096351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",20.1138
reacher,50,100,5,prefix_a,released_raw,ap-fresh-reacher-005,True,49,2,300,90000,27096351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",18.1852
reacher,50,100,5,prefix_b,released_raw,ap-fresh-reacher-005,True,92,4,600,180000,27096351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",39.4805
reacher,50,100,6,clean,released_raw,ap-fresh-reacher-006,True,32,2,300,90000,27097351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",20.7227
reacher,50,100,6,prefix_a,released_raw,ap-fresh-reacher-006,True,21,1,150,45000,27097351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",11.213
reacher,50,100,6,prefix_b,released_raw,ap-fresh-reacher-006,True,45,2,300,90000,27097351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",20.983
reacher,50,100,7,clean,released_raw,ap-fresh-reacher-007,True,94,4,600,180000,27098351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",40.6278
reacher,50,100,7,prefix_a,released_raw,ap-fresh-reacher-007,True,30,2,300,90000,27098351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",18.6845
reacher,50,100,7,prefix_b,released_raw,ap-fresh-reacher-007,True,77,4,600,180000,27098351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",36.1956
reacher,50,100,8,clean,released_raw,ap-fresh-reacher-008,True,70,3,450,135000,27099351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",22.64
reacher,50,100,8,prefix_a,released_raw,ap-fresh-reacher-008,True,17,1,150,45000,27099351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.1048
reacher,50,100,8,prefix_b,released_raw,ap-fresh-reacher-008,True,30,2,300,90000,27099351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",15.5962
reacher,50,100,9,clean,released_raw,ap-fresh-reacher-009,True,19,1,150,45000,27100351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",7.4881
reacher,50,100,9,prefix_a,released_raw,ap-fresh-reacher-009,True,47,2,300,90000,27100351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",15.0634
reacher,50,100,9,prefix_b,released_raw,ap-fresh-reacher-009,True,70,3,450,135000,27100351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",23.9758
reacher,50,100,10,clean,released_raw,ap-fresh-reacher-010,True,75,3,450,135000,27101351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",26.4395
reacher,50,100,10,prefix_a,released_raw,ap-fresh-reacher-010,True,56,3,450,135000,27101351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",24.3956
reacher,50,100,10,prefix_b,released_raw,ap-fresh-reacher-010,True,28,2,300,90000,27101351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",18.6393
reacher,50,100,11,clean,released_raw,ap-fresh-reacher-011,True,18,1,150,45000,27102351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.6671
reacher,50,100,11,prefix_a,released_raw,ap-fresh-reacher-011,True,46,2,300,90000,27102351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.3246
reacher,50,100,11,prefix_b,released_raw,ap-fresh-reacher-011,True,48,2,300,90000,27102351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.2375
reacher,50,100,12,clean,released_raw,ap-fresh-reacher-012,False,100,4,600,180000,27103351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",39.8508
reacher,50,100,12,prefix_a,released_raw,ap-fresh-reacher-012,False,100,4,600,180000,27103351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",41.2003
reacher,50,100,12,prefix_b,released_raw,ap-fresh-reacher-012,True,19,1,150,45000,27103351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.8232
reacher,50,100,13,clean,released_raw,ap-fresh-reacher-013,True,22,1,150,45000,27104351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.46
reacher,50,100,13,prefix_a,released_raw,ap-fresh-reacher-013,True,52,3,450,135000,27104351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",30.4295
reacher,50,100,13,prefix_b,released_raw,ap-fresh-reacher-013,True,58,3,450,135000,27104351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",30.3917
reacher,50,100,14,clean,released_raw,ap-fresh-reacher-014,True,50,2,300,90000,27105351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",21.4596
reacher,50,100,14,prefix_a,released_raw,ap-fresh-reacher-014,True,50,2,300,90000,27105351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",22.2187
reacher,50,100,14,prefix_b,released_raw,ap-fresh-reacher-014,True,25,1,150,45000,27105351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.6809
reacher,50,100,15,clean,released_raw,ap-fresh-reacher-015,True,46,2,300,90000,27106351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",20.6637
reacher,50,100,15,prefix_a,released_raw,ap-fresh-reacher-015,False,100,4,600,180000,27106351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",38.097
reacher,50,100,15,prefix_b,released_raw,ap-fresh-reacher-015,True,21,1,150,45000,27106351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.7024
reacher,50,100,16,clean,released_raw,ap-fresh-reacher-016,True,27,2,300,90000,27107351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",15.2831
reacher,50,100,16,prefix_a,released_raw,ap-fresh-reacher-016,True,29,2,300,90000,27107351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",15.8943
reacher,50,100,16,prefix_b,released_raw,ap-fresh-reacher-016,True,99,4,600,180000,27107351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.0941
reacher,50,100,17,clean,released_raw,ap-fresh-reacher-017,True,29,2,300,90000,27108351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",22.3208
reacher,50,100,17,prefix_a,released_raw,ap-fresh-reacher-017,True,71,3,450,135000,27108351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",26.2946
reacher,50,100,17,prefix_b,released_raw,ap-fresh-reacher-017,True,77,4,600,180000,27108351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",38.4021
reacher,50,100,18,clean,released_raw,ap-fresh-reacher-018,True,19,1,150,45000,27109351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",8.5816
reacher,50,100,18,prefix_a,released_raw,ap-fresh-reacher-018,False,100,4,600,180000,27109351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",32.0262
reacher,50,100,18,prefix_b,released_raw,ap-fresh-reacher-018,True,66,3,450,135000,27109351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",26.1781
reacher,50,100,19,clean,released_raw,ap-fresh-reacher-019,True,20,1,150,45000,27110351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.1127
reacher,50,100,19,prefix_a,released_raw,ap-fresh-reacher-019,True,72,3,450,135000,27110351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",27.2279
reacher,50,100,19,prefix_b,released_raw,ap-fresh-reacher-019,True,22,1,150,45000,27110351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.2752
reacher,50,100,20,clean,released_raw,ap-fresh-reacher-020,True,8,1,150,45000,27111351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",8.2781
reacher,50,100,20,prefix_a,released_raw,ap-fresh-reacher-020,True,26,2,300,90000,27111351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",18.3376
reacher,50,100,20,prefix_b,released_raw,ap-fresh-reacher-020,True,17,1,150,45000,27111351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.737
reacher,50,100,21,clean,released_raw,ap-fresh-reacher-021,True,25,1,150,45000,27112351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.8552
reacher,50,100,21,prefix_a,released_raw,ap-fresh-reacher-021,True,80,4,600,180000,27112351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",39.8331
reacher,50,100,21,prefix_b,released_raw,ap-fresh-reacher-021,True,44,2,300,90000,27112351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",20.5972
reacher,50,100,22,clean,released_raw,ap-fresh-reacher-022,True,26,2,300,90000,27113351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",20.3747
reacher,50,100,22,prefix_a,released_raw,ap-fresh-reacher-022,True,94,4,600,180000,27113351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",42.0313
reacher,50,100,22,prefix_b,released_raw,ap-fresh-reacher-022,False,100,4,600,180000,27113351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.9484
reacher,50,100,23,clean,released_raw,ap-fresh-reacher-023,True,95,4,600,180000,27114351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",37.7228
reacher,50,100,23,prefix_a,released_raw,ap-fresh-reacher-023,True,51,3,450,135000,27114351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",30.511
reacher,50,100,23,prefix_b,released_raw,ap-fresh-reacher-023,True,23,1,150,45000,27114351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.7924
reacher,50,100,24,clean,released_raw,ap-fresh-reacher-024,True,24,1,150,45000,27115351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.8607
reacher,50,100,24,prefix_a,released_raw,ap-fresh-reacher-024,True,41,2,300,90000,27115351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.7407
reacher,50,100,24,prefix_b,released_raw,ap-fresh-reacher-024,True,75,3,450,135000,27115351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",28.3226
reacher,50,100,25,clean,released_raw,ap-fresh-reacher-025,True,16,1,150,45000,27116351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.322
reacher,50,100,25,prefix_a,released_raw,ap-fresh-reacher-025,True,18,1,150,45000,27116351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.958
reacher,50,100,25,prefix_b,released_raw,ap-fresh-reacher-025,True,37,2,300,90000,27116351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.6418
reacher,50,100,26,clean,released_raw,ap-fresh-reacher-026,True,99,4,600,180000,27117351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",40.0758
reacher,50,100,26,prefix_a,released_raw,ap-fresh-reacher-026,True,9,1,150,45000,27117351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.2238
reacher,50,100,26,prefix_b,released_raw,ap-fresh-reacher-026,True,34,2,300,90000,27117351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",20.0078
reacher,50,100,27,clean,released_raw,ap-fresh-reacher-027,True,24,1,150,45000,27118351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.8324
reacher,50,100,27,prefix_a,released_raw,ap-fresh-reacher-027,True,80,4,600,180000,27118351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.723
reacher,50,100,27,prefix_b,released_raw,ap-fresh-reacher-027,True,18,1,150,45000,27118351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.9515
reacher,50,100,28,clean,released_raw,ap-fresh-reacher-028,True,89,4,600,180000,27119351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",42.6124
