task,H,B,query_ordinal,condition,mode,record_id,success,primitive_steps,decisions,predictor_calls,prediction_blocks,optimizer_seed,prelude,elapsed_seconds
cube,50,50,111,clean,released_raw,ap-fresh-cube-111,False,50,2,300,90000,26202351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",22.3013
cube,50,50,111,prefix_a,released_raw,ap-fresh-cube-111,False,50,2,300,90000,26202351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",21.7197
cube,50,50,111,prefix_b,released_raw,ap-fresh-cube-111,False,50,2,300,90000,26202351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",22.4263
cube,50,50,112,clean,released_raw,ap-fresh-cube-112,False,50,2,300,90000,26203351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",20.025
cube,50,50,112,prefix_a,released_raw,ap-fresh-cube-112,False,50,2,300,90000,26203351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",20.2698
cube,50,50,112,prefix_b,released_raw,ap-fresh-cube-112,False,50,2,300,90000,26203351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.7675
cube,50,50,113,clean,released_raw,ap-fresh-cube-113,False,50,2,300,90000,26204351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",19.9259
cube,50,50,113,prefix_a,released_raw,ap-fresh-cube-113,False,50,2,300,90000,26204351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.6736
cube,50,50,113,prefix_b,released_raw,ap-fresh-cube-113,False,50,2,300,90000,26204351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",17.2436
cube,50,50,114,clean,released_raw,ap-fresh-cube-114,False,50,2,300,90000,26205351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",20.0815
cube,50,50,114,prefix_a,released_raw,ap-fresh-cube-114,False,50,2,300,90000,26205351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",20.0621
cube,50,50,114,prefix_b,released_raw,ap-fresh-cube-114,False,50,2,300,90000,26205351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",18.0722
cube,50,50,115,clean,released_raw,ap-fresh-cube-115,False,50,2,300,90000,26206351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",18.6342
cube,50,50,115,prefix_a,released_raw,ap-fresh-cube-115,False,50,2,300,90000,26206351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",18.8862
cube,50,50,115,prefix_b,released_raw,ap-fresh-cube-115,False,50,2,300,90000,26206351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",20.9643
cube,50,50,116,clean,released_raw,ap-fresh-cube-116,False,50,2,300,90000,26207351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",17.2736
cube,50,50,116,prefix_a,released_raw,ap-fresh-cube-116,False,50,2,300,90000,26207351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",16.3861
cube,50,50,116,prefix_b,released_raw,ap-fresh-cube-116,False,50,2,300,90000,26207351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",17.4782
cube,50,50,117,clean,released_raw,ap-fresh-cube-117,False,50,2,300,90000,26208351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",19.8881
cube,50,50,117,prefix_a,released_raw,ap-fresh-cube-117,False,50,2,300,90000,26208351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",21.0215
cube,50,50,117,prefix_b,released_raw,ap-fresh-cube-117,False,50,2,300,90000,26208351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.9108
cube,50,50,118,clean,released_raw,ap-fresh-cube-118,False,50,2,300,90000,26209351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",20.7182
cube,50,50,118,prefix_a,released_raw,ap-fresh-cube-118,False,50,2,300,90000,26209351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",21.0199
cube,50,50,118,prefix_b,released_raw,ap-fresh-cube-118,False,50,2,300,90000,26209351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.8201
cube,50,50,119,clean,released_raw,ap-fresh-cube-119,False,50,2,300,90000,26210351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",19.9794
cube,50,50,119,prefix_a,released_raw,ap-fresh-cube-119,False,50,2,300,90000,26210351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",20.9258
cube,50,50,119,prefix_b,released_raw,ap-fresh-cube-119,False,50,2,300,90000,26210351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",18.509
cube,50,50,120,clean,released_raw,ap-fresh-cube-120,False,50,2,300,90000,26211351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",16.6579
cube,50,50,120,prefix_a,released_raw,ap-fresh-cube-120,False,50,2,300,90000,26211351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",16.4726
cube,50,50,120,prefix_b,released_raw,ap-fresh-cube-120,False,50,2,300,90000,26211351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",17.2426
cube,50,50,121,clean,released_raw,ap-fresh-cube-121,False,50,2,300,90000,26212351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",18.9203
cube,50,50,121,prefix_a,released_raw,ap-fresh-cube-121,False,50,2,300,90000,26212351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",20.2851
cube,50,50,121,prefix_b,released_raw,ap-fresh-cube-121,False,50,2,300,90000,26212351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",22.0602
cube,50,50,122,clean,released_raw,ap-fresh-cube-122,False,50,2,300,90000,26213351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",21.2107
cube,50,50,122,prefix_a,released_raw,ap-fresh-cube-122,False,50,2,300,90000,26213351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",22.9193
cube,50,50,122,prefix_b,released_raw,ap-fresh-cube-122,False,50,2,300,90000,26213351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",21.0586
cube,50,50,123,clean,released_raw,ap-fresh-cube-123,False,50,2,300,90000,26214351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",21.6834
cube,50,50,123,prefix_a,released_raw,ap-fresh-cube-123,False,50,2,300,90000,26214351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",16.8047
cube,50,50,123,prefix_b,released_raw,ap-fresh-cube-123,True,24,1,150,45000,26214351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.9776
cube,50,50,124,clean,released_raw,ap-fresh-cube-124,False,50,2,300,90000,26215351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",15.5937
cube,50,50,124,prefix_a,released_raw,ap-fresh-cube-124,False,50,2,300,90000,26215351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",17.3085
cube,50,50,124,prefix_b,released_raw,ap-fresh-cube-124,False,50,2,300,90000,26215351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",20.7949
cube,50,50,125,clean,released_raw,ap-fresh-cube-125,False,50,2,300,90000,26216351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",18.4591
cube,50,50,125,prefix_a,released_raw,ap-fresh-cube-125,False,50,2,300,90000,26216351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.3575
cube,50,50,125,prefix_b,released_raw,ap-fresh-cube-125,False,50,2,300,90000,26216351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",20.0033
cube,50,50,126,clean,released_raw,ap-fresh-cube-126,False,50,2,300,90000,26217351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",20.4812
cube,50,50,126,prefix_a,released_raw,ap-fresh-cube-126,False,50,2,300,90000,26217351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.6505
cube,50,50,126,prefix_b,released_raw,ap-fresh-cube-126,False,50,2,300,90000,26217351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",19.9035
cube,50,50,127,clean,released_raw,ap-fresh-cube-127,False,50,2,300,90000,26218351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",17.6297
cube,50,50,127,prefix_a,released_raw,ap-fresh-cube-127,False,50,2,300,90000,26218351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",16.5496
cube,50,50,127,prefix_b,released_raw,ap-fresh-cube-127,False,50,2,300,90000,26218351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",17.6603
cube,100,100,0,clean,released_raw,ap-fresh-cube-000,True,20,1,150,45000,26091351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.9931
cube,100,100,0,prefix_a,released_raw,ap-fresh-cube-000,False,100,4,600,180000,26091351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",41.6547
cube,100,100,0,prefix_b,released_raw,ap-fresh-cube-000,True,22,1,150,45000,26091351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.1971
cube,100,100,1,clean,released_raw,ap-fresh-cube-001,False,100,4,600,180000,26092351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",36.4384
cube,100,100,1,prefix_a,released_raw,ap-fresh-cube-001,False,100,4,600,180000,26092351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",37.4186
cube,100,100,1,prefix_b,released_raw,ap-fresh-cube-001,False,100,4,600,180000,26092351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",38.7985
cube,100,100,2,clean,released_raw,ap-fresh-cube-002,False,100,4,600,180000,26093351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",34.1533
cube,100,100,2,prefix_a,released_raw,ap-fresh-cube-002,False,100,4,600,180000,26093351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",34.7362
cube,100,100,2,prefix_b,released_raw,ap-fresh-cube-002,False,100,4,600,180000,26093351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",39.8332
cube,100,100,3,clean,released_raw,ap-fresh-cube-003,False,100,4,600,180000,26094351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",39.3649
cube,100,100,3,prefix_a,released_raw,ap-fresh-cube-003,False,100,4,600,180000,26094351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.366
cube,100,100,3,prefix_b,released_raw,ap-fresh-cube-003,False,100,4,600,180000,26094351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",39.5036
cube,100,100,4,clean,released_raw,ap-fresh-cube-004,True,18,1,150,45000,26095351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.0744
cube,100,100,4,prefix_a,released_raw,ap-fresh-cube-004,False,100,4,600,180000,26095351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",35.1391
cube,100,100,4,prefix_b,released_raw,ap-fresh-cube-004,False,100,4,600,180000,26095351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",36.2481
cube,100,100,5,clean,released_raw,ap-fresh-cube-005,False,100,4,600,180000,26096351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",36.4306
cube,100,100,5,prefix_a,released_raw,ap-fresh-cube-005,False,100,4,600,180000,26096351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",38.2385
cube,100,100,5,prefix_b,released_raw,ap-fresh-cube-005,False,100,4,600,180000,26096351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",36.3254
cube,100,100,6,clean,released_raw,ap-fresh-cube-006,False,100,4,600,180000,26097351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",37.0174
cube,100,100,6,prefix_a,released_raw,ap-fresh-cube-006,False,100,4,600,180000,26097351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",36.8693
cube,100,100,6,prefix_b,released_raw,ap-fresh-cube-006,False,100,4,600,180000,26097351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",41.2863
cube,100,100,7,clean,released_raw,ap-fresh-cube-007,True,22,1,150,45000,26098351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",10.4691
cube,100,100,7,prefix_a,released_raw,ap-fresh-cube-007,True,25,1,150,45000,26098351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.2485
cube,100,100,7,prefix_b,released_raw,ap-fresh-cube-007,True,22,1,150,45000,26098351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.4624
cube,100,100,8,clean,released_raw,ap-fresh-cube-008,False,100,4,600,180000,26099351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",40.6201
cube,100,100,8,prefix_a,released_raw,ap-fresh-cube-008,False,100,4,600,180000,26099351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.0691
cube,100,100,8,prefix_b,released_raw,ap-fresh-cube-008,False,100,4,600,180000,26099351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.1756
cube,100,100,9,clean,released_raw,ap-fresh-cube-009,False,100,4,600,180000,26100351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",39.427
cube,100,100,9,prefix_a,released_raw,ap-fresh-cube-009,False,100,4,600,180000,26100351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",41.7028
cube,100,100,9,prefix_b,released_raw,ap-fresh-cube-009,False,100,4,600,180000,26100351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",38.1591
cube,100,100,10,clean,released_raw,ap-fresh-cube-010,False,100,4,600,180000,26101351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",39.2192
cube,100,100,10,prefix_a,released_raw,ap-fresh-cube-010,False,100,4,600,180000,26101351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.3651
cube,100,100,10,prefix_b,released_raw,ap-fresh-cube-010,False,100,4,600,180000,26101351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",41.3371
cube,100,100,11,clean,released_raw,ap-fresh-cube-011,False,100,4,600,180000,26102351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",33.7734
cube,100,100,11,prefix_a,released_raw,ap-fresh-cube-011,False,100,4,600,180000,26102351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",32.2691
cube,100,100,11,prefix_b,released_raw,ap-fresh-cube-011,True,22,1,150,45000,26102351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",8.7888
cube,100,100,12,clean,released_raw,ap-fresh-cube-012,False,100,4,600,180000,26103351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",33.6287
cube,100,100,12,prefix_a,released_raw,ap-fresh-cube-012,False,100,4,600,180000,26103351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",34.9354
cube,100,100,12,prefix_b,released_raw,ap-fresh-cube-012,False,100,4,600,180000,26103351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.2553
cube,100,100,13,clean,released_raw,ap-fresh-cube-013,False,100,4,600,180000,26104351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",40.9767
cube,100,100,13,prefix_a,released_raw,ap-fresh-cube-013,False,100,4,600,180000,26104351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",34.9398
cube,100,100,13,prefix_b,released_raw,ap-fresh-cube-013,False,100,4,600,180000,26104351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",34.1583
cube,100,100,14,clean,released_raw,ap-fresh-cube-014,True,23,1,150,45000,26105351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.3312
cube,100,100,14,prefix_a,released_raw,ap-fresh-cube-014,False,100,4,600,180000,26105351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",41.6718
cube,100,100,14,prefix_b,released_raw,ap-fresh-cube-014,True,24,1,150,45000,26105351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.2064
cube,100,100,15,clean,released_raw,ap-fresh-cube-015,False,100,4,600,180000,26106351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",41.3584
cube,100,100,15,prefix_a,released_raw,ap-fresh-cube-015,False,100,4,600,180000,26106351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.0585
cube,100,100,15,prefix_b,released_raw,ap-fresh-cube-015,False,100,4,600,180000,26106351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",37.6957
cube,100,100,16,clean,released_raw,ap-fresh-cube-016,False,100,4,600,180000,26107351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",36.6927
cube,100,100,16,prefix_a,released_raw,ap-fresh-cube-016,False,100,4,600,180000,26107351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",38.4443
cube,100,100,16,prefix_b,released_raw,ap-fresh-cube-016,False,100,4,600,180000,26107351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.8941
cube,100,100,17,clean,released_raw,ap-fresh-cube-017,False,100,4,600,180000,26108351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",41.7078
cube,100,100,17,prefix_a,released_raw,ap-fresh-cube-017,False,100,4,600,180000,26108351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",41.1021
cube,100,100,17,prefix_b,released_raw,ap-fresh-cube-017,False,100,4,600,180000,26108351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",39.4496
cube,100,100,18,clean,released_raw,ap-fresh-cube-018,False,100,4,600,180000,26109351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",41.7629
cube,100,100,18,prefix_a,released_raw,ap-fresh-cube-018,False,100,4,600,180000,26109351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",32.5994
cube,100,100,18,prefix_b,released_raw,ap-fresh-cube-018,False,100,4,600,180000,26109351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",32.4719
cube,100,100,19,clean,released_raw,ap-fresh-cube-019,False,100,4,600,180000,26110351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",39.0235
cube,100,100,19,prefix_a,released_raw,ap-fresh-cube-019,False,100,4,600,180000,26110351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.6462
cube,100,100,19,prefix_b,released_raw,ap-fresh-cube-019,False,100,4,600,180000,26110351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.1279
cube,100,100,20,clean,released_raw,ap-fresh-cube-020,False,100,4,600,180000,26111351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",39.4578
cube,100,100,20,prefix_a,released_raw,ap-fresh-cube-020,False,100,4,600,180000,26111351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.4458
cube,100,100,20,prefix_b,released_raw,ap-fresh-cube-020,False,100,4,600,180000,26111351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.2964
cube,100,100,21,clean,released_raw,ap-fresh-cube-021,False,100,4,600,180000,26112351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",35.2073
cube,100,100,21,prefix_a,released_raw,ap-fresh-cube-021,False,100,4,600,180000,26112351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",42.8405
cube,100,100,21,prefix_b,released_raw,ap-fresh-cube-021,False,100,4,600,180000,26112351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",41.058
cube,100,100,22,clean,released_raw,ap-fresh-cube-022,True,25,1,150,45000,26113351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",9.9114
cube,100,100,22,prefix_a,released_raw,ap-fresh-cube-022,True,23,1,150,45000,26113351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",9.6852
cube,100,100,22,prefix_b,released_raw,ap-fresh-cube-022,True,20,1,150,45000,26113351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.3573
cube,100,100,23,clean,released_raw,ap-fresh-cube-023,False,100,4,600,180000,26114351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",40.5242
cube,100,100,23,prefix_a,released_raw,ap-fresh-cube-023,False,100,4,600,180000,26114351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",39.4441
cube,100,100,23,prefix_b,released_raw,ap-fresh-cube-023,False,100,4,600,180000,26114351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.817
cube,100,100,24,clean,released_raw,ap-fresh-cube-024,False,100,4,600,180000,26115351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",40.4984
cube,100,100,24,prefix_a,released_raw,ap-fresh-cube-024,False,100,4,600,180000,26115351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",37.9732
cube,100,100,24,prefix_b,released_raw,ap-fresh-cube-024,False,100,4,600,180000,26115351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.0735
cube,100,100,25,clean,released_raw,ap-fresh-cube-025,False,100,4,600,180000,26116351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",42.4042
cube,100,100,25,prefix_a,released_raw,ap-fresh-cube-025,True,22,1,150,45000,26116351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.4005
cube,100,100,25,prefix_b,released_raw,ap-fresh-cube-025,True,20,1,150,45000,26116351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",10.625
cube,100,100,26,clean,released_raw,ap-fresh-cube-026,False,100,4,600,180000,26117351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",33.3425
cube,100,100,26,prefix_a,released_raw,ap-fresh-cube-026,False,100,4,600,180000,26117351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",33.9634
cube,100,100,26,prefix_b,released_raw,ap-fresh-cube-026,False,100,4,600,180000,26117351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",41.1445
cube,100,100,27,clean,released_raw,ap-fresh-cube-027,False,100,4,600,180000,26118351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 0}",39.2915
cube,100,100,27,prefix_a,released_raw,ap-fresh-cube-027,False,100,4,600,180000,26118351,"{'initial_success': False, 'success': False, 'terminal_without_success': False, 'category': 'policy_entered', 'primitive_steps': 5}",40.7375
