task,query_ordinal,condition,predictor_error,displacement_error,predictor_regret,displacement_regret,direct_regret
cube,57,prefix_a,28.226924896240234,74.0038833618164,0.0,0.0,2.3876595497131348
cube,57,prefix_b,32.51425552368164,74.15061950683594,0.0,1.9238166809082031,1.4950504302978516
cube,58,clean,1.051622748374939,6.708963394165039,0.0,4.694580078125,19.375564575195312
cube,58,prefix_a,40.55454635620117,78.44940185546875,120.46039581298828,145.60735321044922,4.998649597167969
cube,58,prefix_b,0.7686066627502441,3.980487585067749,0.0,0.0,3.9797134399414062
cube,59,clean,4.024044990539551,10.230232238769531,0.0,7.058450698852539,14.701349258422852
cube,59,prefix_a,1.112352967262268,33.23988723754883,6.910823822021484,1.9806556701660156,13.152839660644531
cube,59,prefix_b,1.1458888053894043,33.973201751708984,0.0,0.0,9.37405014038086
cube,60,clean,44.60221481323242,33.68878173828125,0.0,0.283538818359375,0.283538818359375
cube,60,prefix_a,4.088674545288086,18.20651626586914,0.0,2.735027313232422,11.503971099853516
cube,60,prefix_b,0.7974854707717896,14.928953170776367,0.9374427795410156,0.9374427795410156,13.30636215209961
cube,61,clean,0.45679759979248047,3.9724419116973877,1.8029632568359375,0.6980438232421875,1.1603851318359375
cube,61,prefix_a,0.971776008605957,8.281610488891602,0.0,0.0,9.29803466796875
cube,61,prefix_b,4.073836326599121,5.889472484588623,0.0,5.133720397949219,5.133720397949219
cube,62,clean,1.7037041187286377,4.931731224060059,1.748779296875,4.768775939941406,0.0
cube,62,prefix_a,5.491536617279053,9.43203067779541,0.0,9.719078063964844,0.5138320922851562
cube,62,prefix_b,1.057077407836914,3.6066794395446777,1.6891555786132812,1.6891555786132812,3.6424713134765625
cube,63,clean,1.2760610580444336,14.91714859008789,0.0,0.0,0.0
cube,63,prefix_a,7.831777572631836,8.504572868347168,0.0,0.0,19.74279022216797
cube,63,prefix_b,2.0964810848236084,4.768203258514404,0.0,0.0,9.360321998596191
cube,64,clean,4.151153087615967,12.202101707458496,0.0,0.0,4.139892578125
cube,64,prefix_a,206.37721252441406,215.3035888671875,68.14163208007812,68.14163208007812,68.14163208007812
cube,64,prefix_b,2.7408602237701416,21.286968231201172,0.0,0.0,8.829742431640625
cube,65,clean,20.677967071533203,140.70343017578125,0.0,0.0,0.0
cube,65,prefix_a,3.1817479133605957,76.4247817993164,0.0,0.0,0.0
cube,65,prefix_b,15.762040138244629,156.61392211914062,0.0,0.0,0.0
cube,66,clean,5.775031089782715,43.154605865478516,0.0,0.0,0.0
cube,66,prefix_a,338.6805725097656,433.40802001953125,20.9444580078125,19.573822021484375,19.573822021484375
cube,66,prefix_b,7.562556743621826,194.3667449951172,0.0,0.0,0.0
cube,67,clean,2.120576858520508,93.8921890258789,0.0,0.0,0.0
cube,67,prefix_a,6.266415596008301,76.31798553466797,0.0,0.0,0.0
cube,67,prefix_b,4.45189094543457,13.06814193725586,0.0,12.191291809082031,0.0
cube,68,clean,5.087278366088867,19.406524658203125,0.0,19.65969467163086,13.78439712524414
cube,68,prefix_a,5.5527544021606445,27.55722427368164,0.0,0.0,27.07854461669922
cube,68,prefix_b,4.069069862365723,49.68196105957031,0.0,0.0,27.255447387695312
cube,69,clean,1.8670144081115723,7.683783054351807,0.0,4.2820892333984375,1.8992900848388672
cube,69,prefix_a,4.218690395355225,8.792129516601562,0.0,2.0246543884277344,11.502494812011719
cube,69,prefix_b,9.66026496887207,17.249305725097656,2.2183303833007812,2.2183303833007812,24.432220458984375
cube,70,clean,2.776028633117676,34.700233459472656,2.1712722778320312,0.0,0.0
cube,70,prefix_a,1.4467891454696655,4.576547145843506,1.0518455505371094,0.0,3.8665084838867188
cube,70,prefix_b,7.808352470397949,21.10087013244629,0.0,0.0,0.0
cube,71,clean,1.4085676670074463,82.9969711303711,0.0,4.975480556488037,4.975480556488037
cube,71,prefix_a,279.7187805175781,278.1121520996094,0.0,2.929473876953125,4.077606201171875
cube,71,prefix_b,9.276768684387207,136.59852600097656,2.1306686401367188,2.1306686401367188,2.1306686401367188
cube,72,clean,0.7518501281738281,4.772025108337402,0.0,0.0,5.2798919677734375
cube,72,prefix_a,2.8301525115966797,5.977056503295898,1.801361083984375,0.0,16.271255493164062
cube,72,prefix_b,4.0829243659973145,7.1483941078186035,0.0,3.7580223083496094,3.7580223083496094
cube,73,clean,2.9043188095092773,9.117815017700195,0.0,0.0,29.65212631225586
cube,73,prefix_a,56.907264709472656,66.80827331542969,47.67510986328125,47.67510986328125,18.20269775390625
cube,73,prefix_b,7.833225727081299,8.82672119140625,0.0,0.0,7.770027160644531
