task,controller,query_ordinal,condition,success,primitive_steps,prediction_blocks
cube,Rank (final goal),79,prefix_b,0,150,240
cube,Rank (final goal),80,clean,1,57,96
cube,Rank (final goal),80,prefix_a,0,150,240
cube,Rank (final goal),80,prefix_b,0,150,240
cube,Rank (final goal),81,clean,0,150,240
cube,Rank (final goal),81,prefix_a,0,150,240
cube,Rank (final goal),81,prefix_b,0,150,240
cube,Rank (final goal),82,clean,0,150,240
cube,Rank (final goal),82,prefix_a,0,150,240
cube,Rank (final goal),82,prefix_b,0,150,240
cube,Rank (final goal),83,clean,1,30,48
cube,Rank (final goal),83,prefix_a,1,30,48
cube,Rank (final goal),83,prefix_b,1,25,40
cube,Rank (final goal),84,clean,0,150,240
cube,Rank (final goal),84,prefix_a,0,150,240
cube,Rank (final goal),84,prefix_b,0,150,240
cube,Rank (final goal),85,clean,0,150,240
cube,Rank (final goal),85,prefix_a,0,150,240
cube,Rank (final goal),85,prefix_b,0,150,240
cube,Rank (final goal),86,clean,1,22,40
cube,Rank (final goal),86,prefix_a,0,150,240
cube,Rank (final goal),86,prefix_b,1,25,40
cube,Rank (final goal),87,clean,0,150,240
cube,Rank (final goal),87,prefix_a,0,150,240
cube,Rank (final goal),87,prefix_b,0,150,240
cube,Rank (final goal),88,clean,0,150,240
cube,Rank (final goal),88,prefix_a,0,150,240
cube,Rank (final goal),88,prefix_b,0,150,240
cube,Rank (final goal),89,clean,1,9,16
cube,Rank (final goal),89,prefix_a,0,150,240
cube,Rank (final goal),89,prefix_b,1,9,16
cube,Rank (final goal),90,clean,1,38,64
cube,Rank (final goal),90,prefix_a,0,150,240
cube,Rank (final goal),90,prefix_b,0,150,240
cube,Rank (final goal),91,clean,1,26,48
cube,Rank (final goal),91,prefix_a,1,26,48
cube,Rank (final goal),91,prefix_b,1,23,40
cube,Rank (final goal),92,clean,1,19,32
cube,Rank (final goal),92,prefix_a,1,21,40
cube,Rank (final goal),92,prefix_b,1,19,32
cube,Rank (final goal),93,clean,0,150,240
cube,Rank (final goal),93,prefix_a,0,150,240
cube,Rank (final goal),93,prefix_b,0,150,240
cube,Rank (final goal),94,clean,1,26,48
cube,Rank (final goal),94,prefix_a,0,150,240
cube,Rank (final goal),94,prefix_b,1,24,40
cube,Rank (final goal),95,clean,0,150,240
cube,Rank (final goal),95,prefix_a,0,150,240
cube,Rank (final goal),95,prefix_b,0,150,240
cube,Rank (final goal),96,clean,1,31,56
cube,Rank (final goal),96,prefix_a,0,150,240
cube,Rank (final goal),96,prefix_b,1,33,56
cube,Rank (final goal),97,clean,1,21,40
cube,Rank (final goal),97,prefix_a,1,18,32
cube,Rank (final goal),97,prefix_b,0,150,240
cube,Rank (final goal),98,clean,1,15,24
cube,Rank (final goal),98,prefix_a,1,10,16
cube,Rank (final goal),98,prefix_b,0,150,240
cube,Rank (final goal),99,clean,1,39,64
cube,Rank (final goal),99,prefix_a,0,150,240
cube,Rank (final goal),99,prefix_b,0,150,240
cube,Rank (final goal),100,clean,1,26,48
cube,Rank (final goal),100,prefix_a,1,30,48
cube,Rank (final goal),100,prefix_b,1,24,40
cube,Rank (final goal),101,clean,0,150,240
cube,Rank (final goal),101,prefix_a,1,27,48
cube,Rank (final goal),101,prefix_b,0,150,240
cube,Rank (final goal),102,clean,1,37,64
cube,Rank (final goal),102,prefix_a,0,150,240
cube,Rank (final goal),102,prefix_b,1,26,48
cube,Rank (final goal),103,clean,0,150,240
cube,Rank (final goal),103,prefix_a,0,150,240
cube,Rank (final goal),103,prefix_b,1,33,56
cube,Rank (final goal),104,clean,1,15,24
cube,Rank (final goal),104,prefix_a,0,150,240
cube,Rank (final goal),104,prefix_b,0,150,240
cube,Rank (final goal),105,clean,0,150,240
cube,Rank (final goal),105,prefix_a,0,150,240
cube,Rank (final goal),105,prefix_b,0,150,240
cube,Rank (final goal),106,clean,1,21,40
cube,Rank (final goal),106,prefix_a,1,23,40
cube,Rank (final goal),106,prefix_b,1,23,40
cube,Rank (final goal),107,clean,1,13,24
cube,Rank (final goal),107,prefix_a,0,150,240
cube,Rank (final goal),107,prefix_b,1,11,24
cube,Rank (final goal),108,clean,1,27,48
cube,Rank (final goal),108,prefix_a,0,150,240
cube,Rank (final goal),108,prefix_b,1,40,64
cube,Rank (final goal),109,clean,1,19,32
cube,Rank (final goal),109,prefix_a,0,150,240
cube,Rank (final goal),109,prefix_b,1,20,32
cube,Rank (final goal),110,clean,1,20,32
cube,Rank (final goal),110,prefix_a,1,26,48
cube,Rank (final goal),110,prefix_b,1,27,48
cube,Rank (final goal),111,clean,1,28,48
cube,Rank (final goal),111,prefix_a,1,24,40
cube,Rank (final goal),111,prefix_b,0,150,240
cube,Rank (final goal),112,clean,0,150,240
cube,Rank (final goal),112,prefix_a,1,41,72
cube,Rank (final goal),112,prefix_b,0,150,240
cube,Rank (final goal),113,clean,0,150,240
cube,Rank (final goal),113,prefix_a,0,150,240
cube,Rank (final goal),113,prefix_b,0,150,240
cube,Rank (final goal),114,clean,1,21,40
cube,Rank (final goal),114,prefix_a,1,28,48
cube,Rank (final goal),114,prefix_b,1,31,56
cube,Rank (final goal),115,clean,0,150,240
cube,Rank (final goal),115,prefix_a,0,150,240
cube,Rank (final goal),115,prefix_b,0,150,240
cube,Rank (final goal),116,clean,0,150,240
cube,Rank (final goal),116,prefix_a,0,150,240
cube,Rank (final goal),116,prefix_b,0,150,240
cube,Rank (final goal),117,clean,1,23,40
cube,Rank (final goal),117,prefix_a,1,28,48
cube,Rank (final goal),117,prefix_b,1,23,40
cube,Rank (final goal),118,clean,1,34,56
cube,Rank (final goal),118,prefix_a,1,25,40
cube,Rank (final goal),118,prefix_b,1,25,40
cube,Rank (final goal),119,clean,0,150,240
cube,Rank (final goal),119,prefix_a,0,150,240
cube,Rank (final goal),119,prefix_b,0,150,240
cube,Rank (final goal),120,clean,0,150,240
cube,Rank (final goal),120,prefix_a,0,150,240
cube,Rank (final goal),120,prefix_b,0,150,240
cube,Rank (final goal),121,clean,0,150,240
cube,Rank (final goal),121,prefix_a,0,150,240
cube,Rank (final goal),121,prefix_b,0,150,240
cube,Rank (final goal),122,clean,0,150,240
cube,Rank (final goal),122,prefix_a,0,150,240
cube,Rank (final goal),122,prefix_b,0,150,240
cube,Rank (final goal),123,clean,1,38,64
cube,Rank (final goal),123,prefix_a,0,150,240
cube,Rank (final goal),123,prefix_b,1,30,48
cube,Rank (final goal),124,clean,1,17,32
cube,Rank (final goal),124,prefix_a,1,24,40
cube,Rank (final goal),124,prefix_b,1,24,40
cube,Rank (final goal),125,clean,1,33,56
cube,Rank (final goal),125,prefix_a,1,39,64
cube,Rank (final goal),125,prefix_b,0,150,240
cube,Rank (final goal),126,clean,1,43,72
cube,Rank (final goal),126,prefix_a,0,150,240
cube,Rank (final goal),126,prefix_b,0,150,240
cube,Rank (final goal),127,clean,1,27,48
cube,Rank (final goal),127,prefix_a,1,27,48
cube,Rank (final goal),127,prefix_b,1,34,56
cube,Rank (learned target),0,clean,1,21,40
cube,Rank (learned target),0,prefix_a,1,25,40
cube,Rank (learned target),0,prefix_b,1,26,48
cube,Rank (learned target),1,clean,1,46,80
cube,Rank (learned target),1,prefix_a,1,41,72
cube,Rank (learned target),1,prefix_b,1,43,72
cube,Rank (learned target),2,clean,1,50,80
cube,Rank (learned target),2,prefix_a,1,44,72
cube,Rank (learned target),2,prefix_b,1,38,64
cube,Rank (learned target),3,clean,1,55,88
cube,Rank (learned target),3,prefix_a,0,150,240
cube,Rank (learned target),3,prefix_b,1,60,96
cube,Rank (learned target),4,clean,1,15,24
cube,Rank (learned target),4,prefix_a,1,18,32
cube,Rank (learned target),4,prefix_b,0,150,240
cube,Rank (learned target),5,clean,1,50,80
cube,Rank (learned target),5,prefix_a,1,42,72
cube,Rank (learned target),5,prefix_b,0,150,240
cube,Rank (learned target),6,clean,1,57,96
cube,Rank (learned target),6,prefix_a,0,150,240
cube,Rank (learned target),6,prefix_b,0,150,240
cube,Rank (learned target),7,clean,1,35,56
cube,Rank (learned target),7,prefix_a,1,39,64
cube,Rank (learned target),7,prefix_b,1,42,72
cube,Rank (learned target),8,clean,1,29,48
cube,Rank (learned target),8,prefix_a,0,150,240
cube,Rank (learned target),8,prefix_b,1,30,48
cube,Rank (learned target),9,clean,1,49,80
cube,Rank (learned target),9,prefix_a,1,44,72
cube,Rank (learned target),9,prefix_b,1,39,64
cube,Rank (learned target),10,clean,1,42,72
cube,Rank (learned target),10,prefix_a,0,150,240
cube,Rank (learned target),10,prefix_b,0,150,240
cube,Rank (learned target),11,clean,1,38,64
cube,Rank (learned target),11,prefix_a,0,150,240
cube,Rank (learned target),11,prefix_b,1,18,32
cube,Rank (learned target),12,clean,1,16,32
cube,Rank (learned target),12,prefix_a,0,150,240
cube,Rank (learned target),12,prefix_b,1,21,40
cube,Rank (learned target),13,clean,1,49,80
cube,Rank (learned target),13,prefix_a,1,47,80
cube,Rank (learned target),13,prefix_b,1,43,72
cube,Rank (learned target),14,clean,1,19,32
cube,Rank (learned target),14,prefix_a,0,150,240
cube,Rank (learned target),14,prefix_b,1,26,48
cube,Rank (learned target),15,clean,1,49,80
cube,Rank (learned target),15,prefix_a,0,150,240
cube,Rank (learned target),15,prefix_b,0,150,240
cube,Rank (learned target),16,clean,1,26,48
cube,Rank (learned target),16,prefix_a,0,150,240
cube,Rank (learned target),16,prefix_b,1,24,40
cube,Rank (learned target),17,clean,1,46,80
cube,Rank (learned target),17,prefix_a,0,150,240
cube,Rank (learned target),17,prefix_b,0,150,240
cube,Rank (learned target),18,clean,1,42,72
cube,Rank (learned target),18,prefix_a,1,35,56
cube,Rank (learned target),18,prefix_b,1,37,64
cube,Rank (learned target),19,clean,1,13,24
cube,Rank (learned target),19,prefix_a,1,20,32
cube,Rank (learned target),19,prefix_b,1,17,32
cube,Rank (learned target),20,clean,0,150,240
cube,Rank (learned target),20,prefix_a,0,150,240
cube,Rank (learned target),20,prefix_b,0,150,240
cube,Rank (learned target),21,clean,1,57,96
cube,Rank (learned target),21,prefix_a,1,56,96
cube,Rank (learned target),21,prefix_b,0,150,240
cube,Rank (learned target),22,clean,1,34,56
cube,Rank (learned target),22,prefix_a,1,34,56
cube,Rank (learned target),22,prefix_b,1,32,56
cube,Rank (learned target),23,clean,1,55,88
cube,Rank (learned target),23,prefix_a,0,150,240
cube,Rank (learned target),23,prefix_b,0,150,240
cube,Rank (learned target),24,clean,1,49,80
cube,Rank (learned target),24,prefix_a,0,150,240
cube,Rank (learned target),24,prefix_b,0,150,240
cube,Rank (learned target),25,clean,1,32,56
cube,Rank (learned target),25,prefix_a,1,32,56
cube,Rank (learned target),25,prefix_b,1,24,40
cube,Rank (learned target),26,clean,1,26,48
cube,Rank (learned target),26,prefix_a,0,150,240
cube,Rank (learned target),26,prefix_b,0,150,240
cube,Rank (learned target),27,clean,1,52,88
cube,Rank (learned target),27,prefix_a,0,150,240
cube,Rank (learned target),27,prefix_b,1,47,80
cube,Rank (learned target),28,clean,1,19,32
cube,Rank (learned target),28,prefix_a,0,150,240
cube,Rank (learned target),28,prefix_b,0,150,240
cube,Rank (learned target),29,clean,1,53,88
cube,Rank (learned target),29,prefix_a,0,150,240
cube,Rank (learned target),29,prefix_b,0,150,240
cube,Rank (learned target),30,clean,1,58,96
cube,Rank (learned target),30,prefix_a,0,150,240
cube,Rank (learned target),30,prefix_b,0,150,240
cube,Rank (learned target),31,clean,1,25,40
cube,Rank (learned target),31,prefix_a,1,28,48
cube,Rank (learned target),31,prefix_b,0,150,240
cube,Rank (learned target),32,clean,1,22,40
cube,Rank (learned target),32,prefix_a,1,27,48
cube,Rank (learned target),32,prefix_b,1,26,48
cube,Rank (learned target),33,clean,1,17,32
cube,Rank (learned target),33,prefix_a,1,16,32
cube,Rank (learned target),33,prefix_b,1,50,80
cube,Rank (learned target),34,clean,1,18,32
cube,Rank (learned target),34,prefix_a,1,17,32
cube,Rank (learned target),34,prefix_b,1,16,32
cube,Rank (learned target),35,clean,1,43,72
cube,Rank (learned target),35,prefix_a,1,38,64
cube,Rank (learned target),35,prefix_b,1,38,64
cube,Rank (learned target),36,clean,1,20,32
cube,Rank (learned target),36,prefix_a,1,23,40
cube,Rank (learned target),36,prefix_b,0,150,240
cube,Rank (learned target),37,clean,1,34,56
cube,Rank (learned target),37,prefix_a,0,150,240
cube,Rank (learned target),37,prefix_b,1,26,48
cube,Rank (learned target),38,clean,1,41,72
cube,Rank (learned target),38,prefix_a,1,28,48
cube,Rank (learned target),38,prefix_b,1,38,64
cube,Rank (learned target),39,clean,1,57,96
cube,Rank (learned target),39,prefix_a,0,150,240
cube,Rank (learned target),39,prefix_b,1,146,240
cube,Rank (learned target),40,clean,1,38,64
cube,Rank (learned target),40,prefix_a,1,35,56
cube,Rank (learned target),40,prefix_b,0,150,240
cube,Rank (learned target),41,clean,1,36,64
cube,Rank (learned target),41,prefix_a,0,150,240
cube,Rank (learned target),41,prefix_b,1,33,56
cube,Rank (learned target),42,clean,1,15,24
cube,Rank (learned target),42,prefix_a,0,150,240
cube,Rank (learned target),42,prefix_b,0,150,240
cube,Rank (learned target),43,clean,1,0,0
cube,Rank (learned target),43,prefix_a,1,0,0
cube,Rank (learned target),43,prefix_b,1,0,0
cube,Rank (learned target),44,clean,1,46,80
cube,Rank (learned target),44,prefix_a,1,44,72
cube,Rank (learned target),44,prefix_b,1,45,72
cube,Rank (learned target),45,clean,1,44,72
cube,Rank (learned target),45,prefix_a,1,38,64
cube,Rank (learned target),45,prefix_b,1,34,56
cube,Rank (learned target),46,clean,1,29,48
cube,Rank (learned target),46,prefix_a,1,34,56
cube,Rank (learned target),46,prefix_b,1,32,56
cube,Rank (learned target),47,clean,1,43,72
cube,Rank (learned target),47,prefix_a,1,43,72
cube,Rank (learned target),47,prefix_b,0,150,240
cube,Rank (learned target),48,clean,1,59,96
cube,Rank (learned target),48,prefix_a,0,150,240
cube,Rank (learned target),48,prefix_b,0,150,240
cube,Rank (learned target),49,clean,1,59,96
cube,Rank (learned target),49,prefix_a,1,61,104
cube,Rank (learned target),49,prefix_b,0,150,240
cube,Rank (learned target),50,clean,1,46,80
cube,Rank (learned target),50,prefix_a,1,39,64
cube,Rank (learned target),50,prefix_b,1,45,72
cube,Rank (learned target),51,clean,1,21,40
cube,Rank (learned target),51,prefix_a,1,22,40
cube,Rank (learned target),51,prefix_b,0,150,240
cube,Rank (learned target),52,clean,1,51,88
cube,Rank (learned target),52,prefix_a,1,49,80
cube,Rank (learned target),52,prefix_b,1,48,80
cube,Rank (learned target),53,clean,1,61,104
cube,Rank (learned target),53,prefix_a,0,150,240
cube,Rank (learned target),53,prefix_b,0,150,240
cube,Rank (learned target),54,clean,1,40,64
cube,Rank (learned target),54,prefix_a,1,38,64
cube,Rank (learned target),54,prefix_b,0,150,240
cube,Rank (learned target),55,clean,1,43,72
cube,Rank (learned target),55,prefix_a,0,150,240
cube,Rank (learned target),55,prefix_b,0,150,240
cube,Rank (learned target),56,clean,1,61,104
cube,Rank (learned target),56,prefix_a,1,59,96
cube,Rank (learned target),56,prefix_b,0,150,240
cube,Rank (learned target),57,clean,0,150,240
cube,Rank (learned target),57,prefix_a,0,150,240
cube,Rank (learned target),57,prefix_b,0,150,240
cube,Rank (learned target),58,clean,1,57,96
cube,Rank (learned target),58,prefix_a,0,150,240
cube,Rank (learned target),58,prefix_b,0,150,240
cube,Rank (learned target),59,clean,1,39,64
cube,Rank (learned target),59,prefix_a,1,35,56
cube,Rank (learned target),59,prefix_b,1,30,48
cube,Rank (learned target),60,clean,1,45,72
cube,Rank (learned target),60,prefix_a,1,42,72
cube,Rank (learned target),60,prefix_b,1,35,56
cube,Rank (learned target),61,clean,0,150,240
cube,Rank (learned target),61,prefix_a,0,150,240
cube,Rank (learned target),61,prefix_b,0,150,240
cube,Rank (learned target),62,clean,0,150,240
cube,Rank (learned target),62,prefix_a,0,150,240
cube,Rank (learned target),62,prefix_b,0,150,240
cube,Rank (learned target),63,clean,1,41,72
cube,Rank (learned target),63,prefix_a,0,150,240
cube,Rank (learned target),63,prefix_b,1,32,56
cube,Rank (learned target),64,clean,1,35,56
cube,Rank (learned target),64,prefix_a,0,150,240
cube,Rank (learned target),64,prefix_b,1,29,48
cube,Rank (learned target),65,clean,1,16,32
cube,Rank (learned target),65,prefix_a,1,16,32
cube,Rank (learned target),65,prefix_b,1,9,16
cube,Rank (learned target),66,clean,1,30,48
cube,Rank (learned target),66,prefix_a,0,150,240
cube,Rank (learned target),66,prefix_b,1,32,56
cube,Rank (learned target),67,clean,1,22,40
cube,Rank (learned target),67,prefix_a,1,26,48
cube,Rank (learned target),67,prefix_b,0,150,240
cube,Rank (learned target),68,clean,1,43,72
cube,Rank (learned target),68,prefix_a,1,36,64
cube,Rank (learned target),68,prefix_b,1,31,56
cube,Rank (learned target),69,clean,1,63,104
cube,Rank (learned target),69,prefix_a,0,150,240
cube,Rank (learned target),69,prefix_b,0,150,240
cube,Rank (learned target),70,clean,1,29,48
cube,Rank (learned target),70,prefix_a,1,34,56
cube,Rank (learned target),70,prefix_b,0,150,240
cube,Rank (learned target),71,clean,1,22,40
cube,Rank (learned target),71,prefix_a,0,150,240
cube,Rank (learned target),71,prefix_b,1,23,40
cube,Rank (learned target),72,clean,1,48,80
cube,Rank (learned target),72,prefix_a,1,49,80
cube,Rank (learned target),72,prefix_b,1,45,72
cube,Rank (learned target),73,clean,1,33,56
cube,Rank (learned target),73,prefix_a,0,150,240
cube,Rank (learned target),73,prefix_b,0,150,240
cube,Rank (learned target),74,clean,1,54,88
cube,Rank (learned target),74,prefix_a,0,150,240
cube,Rank (learned target),74,prefix_b,0,150,240
cube,Rank (learned target),75,clean,1,36,64
cube,Rank (learned target),75,prefix_a,1,36,64
cube,Rank (learned target),75,prefix_b,1,42,72
cube,Rank (learned target),76,clean,1,52,88
cube,Rank (learned target),76,prefix_a,0,150,240
cube,Rank (learned target),76,prefix_b,0,150,240
cube,Rank (learned target),77,clean,1,30,48
cube,Rank (learned target),77,prefix_a,1,45,72
cube,Rank (learned target),77,prefix_b,0,150,240
cube,Rank (learned target),78,clean,1,17,32
cube,Rank (learned target),78,prefix_a,1,16,32
cube,Rank (learned target),78,prefix_b,0,150,240
cube,Rank (learned target),79,clean,1,50,80
cube,Rank (learned target),79,prefix_a,0,150,240
cube,Rank (learned target),79,prefix_b,0,150,240
cube,Rank (learned target),80,clean,1,50,80
cube,Rank (learned target),80,prefix_a,0,150,240
cube,Rank (learned target),80,prefix_b,0,150,240
cube,Rank (learned target),81,clean,1,59,96
cube,Rank (learned target),81,prefix_a,0,150,240
cube,Rank (learned target),81,prefix_b,0,150,240
cube,Rank (learned target),82,clean,0,150,240
cube,Rank (learned target),82,prefix_a,0,150,240
cube,Rank (learned target),82,prefix_b,0,150,240
cube,Rank (learned target),83,clean,1,39,64
cube,Rank (learned target),83,prefix_a,1,34,56
cube,Rank (learned target),83,prefix_b,1,34,56
cube,Rank (learned target),84,clean,1,55,88
cube,Rank (learned target),84,prefix_a,0,150,240
cube,Rank (learned target),84,prefix_b,0,150,240
cube,Rank (learned target),85,clean,0,150,240
cube,Rank (learned target),85,prefix_a,1,63,104
cube,Rank (learned target),85,prefix_b,0,150,240
cube,Rank (learned target),86,clean,1,27,48
cube,Rank (learned target),86,prefix_a,0,150,240
cube,Rank (learned target),86,prefix_b,1,39,64
cube,Rank (learned target),87,clean,0,150,240
cube,Rank (learned target),87,prefix_a,0,150,240
cube,Rank (learned target),87,prefix_b,0,150,240
cube,Rank (learned target),88,clean,0,150,240
cube,Rank (learned target),88,prefix_a,0,150,240
cube,Rank (learned target),88,prefix_b,0,150,240
cube,Rank (learned target),89,clean,1,12,24
cube,Rank (learned target),89,prefix_a,1,55,88
cube,Rank (learned target),89,prefix_b,1,9,16
cube,Rank (learned target),90,clean,1,51,88
cube,Rank (learned target),90,prefix_a,1,46,80
cube,Rank (learned target),90,prefix_b,0,150,240
cube,Rank (learned target),91,clean,1,35,56
cube,Rank (learned target),91,prefix_a,1,31,56
cube,Rank (learned target),91,prefix_b,1,40,64
cube,Rank (learned target),92,clean,1,28,48
cube,Rank (learned target),92,prefix_a,1,21,40
cube,Rank (learned target),92,prefix_b,1,23,40
cube,Rank (learned target),93,clean,1,56,96
cube,Rank (learned target),93,prefix_a,0,150,240
cube,Rank (learned target),93,prefix_b,0,150,240
cube,Rank (learned target),94,clean,1,33,56
cube,Rank (learned target),94,prefix_a,0,150,240
cube,Rank (learned target),94,prefix_b,1,36,64
cube,Rank (learned target),95,clean,0,150,240
cube,Rank (learned target),95,prefix_a,0,150,240
cube,Rank (learned target),95,prefix_b,0,150,240
cube,Rank (learned target),96,clean,1,40,64
cube,Rank (learned target),96,prefix_a,0,150,240
cube,Rank (learned target),96,prefix_b,1,39,64
cube,Rank (learned target),97,clean,1,35,56
cube,Rank (learned target),97,prefix_a,1,37,64
cube,Rank (learned target),97,prefix_b,0,150,240
cube,Rank (learned target),98,clean,1,17,32
cube,Rank (learned target),98,prefix_a,1,21,40
cube,Rank (learned target),98,prefix_b,0,150,240
cube,Rank (learned target),99,clean,1,32,56
cube,Rank (learned target),99,prefix_a,0,150,240
cube,Rank (learned target),99,prefix_b,0,150,240
cube,Rank (learned target),100,clean,1,22,40
cube,Rank (learned target),100,prefix_a,1,28,48
cube,Rank (learned target),100,prefix_b,1,27,48
cube,Rank (learned target),101,clean,1,40,64
cube,Rank (learned target),101,prefix_a,1,47,80
cube,Rank (learned target),101,prefix_b,0,150,240
cube,Rank (learned target),102,clean,1,40,64
cube,Rank (learned target),102,prefix_a,0,150,240
cube,Rank (learned target),102,prefix_b,1,31,56
cube,Rank (learned target),103,clean,1,52,88
cube,Rank (learned target),103,prefix_a,0,150,240
cube,Rank (learned target),103,prefix_b,1,41,72
cube,Rank (learned target),104,clean,1,17,32
cube,Rank (learned target),104,prefix_a,0,150,240
cube,Rank (learned target),104,prefix_b,0,150,240
cube,Rank (learned target),105,clean,0,150,240
cube,Rank (learned target),105,prefix_a,0,150,240
cube,Rank (learned target),105,prefix_b,0,150,240
cube,Rank (learned target),106,clean,1,27,48
cube,Rank (learned target),106,prefix_a,1,25,40
cube,Rank (learned target),106,prefix_b,1,26,48
cube,Rank (learned target),107,clean,1,18,32
cube,Rank (learned target),107,prefix_a,0,150,240
cube,Rank (learned target),107,prefix_b,1,11,24
cube,Rank (learned target),108,clean,1,36,64
cube,Rank (learned target),108,prefix_a,0,150,240
cube,Rank (learned target),108,prefix_b,1,35,56
cube,Rank (learned target),109,clean,1,20,32
cube,Rank (learned target),109,prefix_a,0,150,240
cube,Rank (learned target),109,prefix_b,1,21,40
cube,Rank (learned target),110,clean,1,32,56
cube,Rank (learned target),110,prefix_a,1,28,48
cube,Rank (learned target),110,prefix_b,1,34,56
cube,Rank (learned target),111,clean,1,44,72
cube,Rank (learned target),111,prefix_a,1,35,56
cube,Rank (learned target),111,prefix_b,0,150,240
cube,Rank (learned target),112,clean,1,47,80
cube,Rank (learned target),112,prefix_a,1,46,80
cube,Rank (learned target),112,prefix_b,0,150,240
cube,Rank (learned target),113,clean,0,150,240
cube,Rank (learned target),113,prefix_a,1,64,104
cube,Rank (learned target),113,prefix_b,0,150,240
cube,Rank (learned target),114,clean,1,31,56
cube,Rank (learned target),114,prefix_a,1,48,80
cube,Rank (learned target),114,prefix_b,1,41,72
cube,Rank (learned target),115,clean,1,57,96
cube,Rank (learned target),115,prefix_a,0,150,240
cube,Rank (learned target),115,prefix_b,0,150,240
cube,Rank (learned target),116,clean,1,51,88
cube,Rank (learned target),116,prefix_a,0,150,240
cube,Rank (learned target),116,prefix_b,0,150,240
cube,Rank (learned target),117,clean,1,25,40
cube,Rank (learned target),117,prefix_a,1,27,48
cube,Rank (learned target),117,prefix_b,1,25,40
cube,Rank (learned target),118,clean,1,38,64
cube,Rank (learned target),118,prefix_a,1,34,56
cube,Rank (learned target),118,prefix_b,1,35,56
cube,Rank (learned target),119,clean,1,42,72
cube,Rank (learned target),119,prefix_a,1,41,72
cube,Rank (learned target),119,prefix_b,0,150,240
cube,Rank (learned target),120,clean,1,41,72
cube,Rank (learned target),120,prefix_a,1,43,72
cube,Rank (learned target),120,prefix_b,1,42,72
cube,Rank (learned target),121,clean,1,61,104
cube,Rank (learned target),121,prefix_a,0,150,240
cube,Rank (learned target),121,prefix_b,0,150,240
cube,Rank (learned target),122,clean,1,54,88
cube,Rank (learned target),122,prefix_a,0,150,240
cube,Rank (learned target),122,prefix_b,0,150,240
cube,Rank (learned target),123,clean,1,45,72
cube,Rank (learned target),123,prefix_a,0,150,240
cube,Rank (learned target),123,prefix_b,1,30,48
cube,Rank (learned target),124,clean,1,19,32
cube,Rank (learned target),124,prefix_a,1,26,48
cube,Rank (learned target),124,prefix_b,1,21,40
cube,Rank (learned target),125,clean,1,31,56
cube,Rank (learned target),125,prefix_a,1,38,64
cube,Rank (learned target),125,prefix_b,0,150,240
cube,Rank (learned target),126,clean,1,48,80
cube,Rank (learned target),126,prefix_a,0,150,240
cube,Rank (learned target),126,prefix_b,0,150,240
cube,Rank (learned target),127,clean,1,40,64
cube,Rank (learned target),127,prefix_a,1,41,72
cube,Rank (learned target),127,prefix_b,1,33,56
pusht,AP-CEM,0,clean,1,116,216048
pusht,AP-CEM,0,prefix_a,1,116,216048
pusht,AP-CEM,0,prefix_b,1,116,216048
pusht,AP-CEM,1,clean,1,139,252056
pusht,AP-CEM,1,prefix_a,1,139,252056
pusht,AP-CEM,1,prefix_b,1,144,261058
pusht,AP-CEM,2,clean,1,139,252056
pusht,AP-CEM,2,prefix_a,1,139,252056
pusht,AP-CEM,2,prefix_b,1,140,252056
pusht,AP-CEM,3,clean,1,138,252056
pusht,AP-CEM,3,prefix_a,1,138,252056
pusht,AP-CEM,3,prefix_b,1,139,252056
pusht,AP-CEM,4,clean,1,138,252056
pusht,AP-CEM,4,prefix_a,1,137,252056
pusht,AP-CEM,4,prefix_b,1,138,252056
pusht,AP-CEM,5,clean,1,142,261058
pusht,AP-CEM,5,prefix_a,1,137,252056
pusht,AP-CEM,5,prefix_b,1,142,261058
pusht,AP-CEM,6,clean,1,113,207046
pusht,AP-CEM,6,prefix_a,0,280,504112
pusht,AP-CEM,6,prefix_b,1,140,252056
pusht,AP-CEM,7,clean,1,140,252056
pusht,AP-CEM,7,prefix_a,1,140,252056
pusht,AP-CEM,7,prefix_b,1,140,252056
pusht,AP-CEM,8,clean,1,140,252056
pusht,AP-CEM,8,prefix_a,1,145,261058
pusht,AP-CEM,8,prefix_b,1,145,261058
pusht,AP-CEM,9,clean,0,280,504112
pusht,AP-CEM,9,prefix_a,1,140,252056
pusht,AP-CEM,9,prefix_b,1,139,252056
pusht,AP-CEM,10,clean,1,138,252056
pusht,AP-CEM,10,prefix_a,0,280,504112
pusht,AP-CEM,10,prefix_b,1,139,252056
pusht,AP-CEM,11,clean,1,135,243054
pusht,AP-CEM,11,prefix_a,1,142,261058
pusht,AP-CEM,11,prefix_b,1,142,261058
pusht,AP-CEM,12,clean,0,280,504112
pusht,AP-CEM,12,prefix_a,0,280,504112
pusht,AP-CEM,12,prefix_b,0,280,504112
pusht,AP-CEM,13,clean,0,280,504112
pusht,AP-CEM,13,prefix_a,0,280,504112
pusht,AP-CEM,13,prefix_b,0,280,504112
pusht,AP-CEM,14,clean,0,280,504112
pusht,AP-CEM,14,prefix_a,0,280,504112
pusht,AP-CEM,14,prefix_b,0,280,504112
pusht,AP-CEM,15,clean,0,280,504112
pusht,AP-CEM,15,prefix_a,0,280,504112
pusht,AP-CEM,15,prefix_b,0,280,504112
pusht,AP-CEM,16,clean,1,128,234052
pusht,AP-CEM,16,prefix_a,1,140,252056
