task,controller,query_ordinal,condition,success,primitive_steps,prediction_blocks
pusht,LeWM planner,65,prefix_b,0,280,540000
pusht,LeWM planner,66,clean,0,280,540000
pusht,LeWM planner,66,prefix_a,0,280,540000
pusht,LeWM planner,66,prefix_b,0,280,540000
pusht,LeWM planner,67,clean,0,280,540000
pusht,LeWM planner,67,prefix_a,0,280,540000
pusht,LeWM planner,67,prefix_b,0,280,540000
pusht,LeWM planner,68,clean,0,280,540000
pusht,LeWM planner,68,prefix_a,0,280,540000
pusht,LeWM planner,68,prefix_b,0,280,540000
pusht,LeWM planner,69,clean,0,280,540000
pusht,LeWM planner,69,prefix_a,0,280,540000
pusht,LeWM planner,69,prefix_b,0,280,540000
pusht,LeWM planner,70,clean,0,280,540000
pusht,LeWM planner,70,prefix_a,0,280,540000
pusht,LeWM planner,70,prefix_b,0,280,540000
pusht,LeWM planner,71,clean,0,280,540000
pusht,LeWM planner,71,prefix_a,0,280,540000
pusht,LeWM planner,71,prefix_b,0,280,540000
pusht,LeWM planner,72,clean,0,280,540000
pusht,LeWM planner,72,prefix_a,0,280,540000
pusht,LeWM planner,72,prefix_b,0,280,540000
pusht,LeWM planner,73,clean,0,280,540000
pusht,LeWM planner,73,prefix_a,0,280,540000
pusht,LeWM planner,73,prefix_b,0,280,540000
pusht,LeWM planner,74,clean,1,75,135000
pusht,LeWM planner,74,prefix_a,0,280,540000
pusht,LeWM planner,74,prefix_b,1,175,315000
pusht,LeWM planner,75,clean,0,280,540000
pusht,LeWM planner,75,prefix_a,0,280,540000
pusht,LeWM planner,75,prefix_b,0,280,540000
pusht,LeWM planner,76,clean,0,280,540000
pusht,LeWM planner,76,prefix_a,0,280,540000
pusht,LeWM planner,76,prefix_b,0,280,540000
pusht,LeWM planner,77,clean,0,280,540000
pusht,LeWM planner,77,prefix_a,0,280,540000
pusht,LeWM planner,77,prefix_b,0,280,540000
pusht,LeWM planner,78,clean,0,280,540000
pusht,LeWM planner,78,prefix_a,0,280,540000
pusht,LeWM planner,78,prefix_b,0,280,540000
pusht,LeWM planner,79,clean,0,280,540000
pusht,LeWM planner,79,prefix_a,0,280,540000
pusht,LeWM planner,79,prefix_b,0,280,540000
pusht,LeWM planner,80,clean,0,280,540000
pusht,LeWM planner,80,prefix_a,0,280,540000
pusht,LeWM planner,80,prefix_b,0,280,540000
pusht,LeWM planner,81,clean,0,280,540000
pusht,LeWM planner,81,prefix_a,0,280,540000
pusht,LeWM planner,81,prefix_b,0,280,540000
pusht,LeWM planner,82,clean,0,280,540000
pusht,LeWM planner,82,prefix_a,0,280,540000
pusht,LeWM planner,82,prefix_b,1,244,450000
pusht,LeWM planner,83,clean,0,280,540000
pusht,LeWM planner,83,prefix_a,0,280,540000
pusht,LeWM planner,83,prefix_b,0,280,540000
pusht,LeWM planner,84,clean,0,280,540000
pusht,LeWM planner,84,prefix_a,0,280,540000
pusht,LeWM planner,84,prefix_b,0,280,540000
pusht,LeWM planner,85,clean,0,280,540000
pusht,LeWM planner,85,prefix_a,0,280,540000
pusht,LeWM planner,85,prefix_b,0,280,540000
pusht,LeWM planner,86,clean,0,280,540000
pusht,LeWM planner,86,prefix_a,0,280,540000
pusht,LeWM planner,86,prefix_b,0,280,540000
pusht,LeWM planner,87,clean,0,280,540000
pusht,LeWM planner,87,prefix_a,1,63,135000
pusht,LeWM planner,87,prefix_b,0,280,540000
pusht,LeWM planner,88,clean,0,280,540000
pusht,LeWM planner,88,prefix_a,0,280,540000
pusht,LeWM planner,88,prefix_b,0,280,540000
pusht,LeWM planner,89,clean,0,280,540000
pusht,LeWM planner,89,prefix_a,0,280,540000
pusht,LeWM planner,89,prefix_b,0,280,540000
pusht,LeWM planner,90,clean,0,280,540000
pusht,LeWM planner,90,prefix_a,0,280,540000
pusht,LeWM planner,90,prefix_b,0,280,540000
pusht,LeWM planner,91,clean,0,280,540000
pusht,LeWM planner,91,prefix_a,0,280,540000
pusht,LeWM planner,91,prefix_b,0,280,540000
pusht,LeWM planner,92,clean,0,280,540000
pusht,LeWM planner,92,prefix_a,0,280,540000
pusht,LeWM planner,92,prefix_b,0,280,540000
pusht,LeWM planner,93,clean,0,280,540000
pusht,LeWM planner,93,prefix_a,0,280,540000
pusht,LeWM planner,93,prefix_b,0,280,540000
pusht,LeWM planner,94,clean,0,280,540000
pusht,LeWM planner,94,prefix_a,0,280,540000
pusht,LeWM planner,94,prefix_b,0,280,540000
pusht,LeWM planner,95,clean,0,280,540000
pusht,LeWM planner,95,prefix_a,0,280,540000
pusht,LeWM planner,95,prefix_b,0,280,540000
pusht,LeWM planner,96,clean,0,280,540000
pusht,LeWM planner,96,prefix_a,0,280,540000
pusht,LeWM planner,96,prefix_b,0,280,540000
pusht,LeWM planner,97,clean,0,280,540000
pusht,LeWM planner,97,prefix_a,0,280,540000
pusht,LeWM planner,97,prefix_b,0,280,540000
pusht,LeWM planner,98,clean,0,280,540000
pusht,LeWM planner,98,prefix_a,0,280,540000
pusht,LeWM planner,98,prefix_b,0,280,540000
pusht,LeWM planner,99,clean,0,280,540000
pusht,LeWM planner,99,prefix_a,0,280,540000
pusht,LeWM planner,99,prefix_b,0,280,540000
pusht,LeWM planner,100,clean,0,280,540000
pusht,LeWM planner,100,prefix_a,0,280,540000
pusht,LeWM planner,100,prefix_b,0,280,540000
pusht,LeWM planner,101,clean,0,280,540000
pusht,LeWM planner,101,prefix_a,0,280,540000
pusht,LeWM planner,101,prefix_b,0,280,540000
pusht,LeWM planner,102,clean,0,280,540000
pusht,LeWM planner,102,prefix_a,0,280,540000
pusht,LeWM planner,102,prefix_b,0,280,540000
pusht,LeWM planner,103,clean,1,175,315000
pusht,LeWM planner,103,prefix_a,0,280,540000
pusht,LeWM planner,103,prefix_b,0,280,540000
pusht,LeWM planner,104,clean,0,280,540000
pusht,LeWM planner,104,prefix_a,0,280,540000
pusht,LeWM planner,104,prefix_b,1,98,180000
pusht,LeWM planner,105,clean,0,280,540000
pusht,LeWM planner,105,prefix_a,0,280,540000
pusht,LeWM planner,105,prefix_b,0,280,540000
pusht,LeWM planner,106,clean,0,280,540000
pusht,LeWM planner,106,prefix_a,0,280,540000
pusht,LeWM planner,106,prefix_b,0,280,540000
pusht,LeWM planner,107,clean,0,280,540000
pusht,LeWM planner,107,prefix_a,0,280,540000
pusht,LeWM planner,107,prefix_b,0,280,540000
pusht,LeWM planner,108,clean,0,280,540000
pusht,LeWM planner,108,prefix_a,0,280,540000
pusht,LeWM planner,108,prefix_b,0,280,540000
pusht,LeWM planner,109,clean,0,280,540000
pusht,LeWM planner,109,prefix_a,0,280,540000
pusht,LeWM planner,109,prefix_b,0,280,540000
pusht,LeWM planner,110,clean,0,280,540000
pusht,LeWM planner,110,prefix_a,0,280,540000
pusht,LeWM planner,110,prefix_b,0,280,540000
pusht,LeWM planner,111,clean,0,280,540000
pusht,LeWM planner,111,prefix_a,1,250,450000
pusht,LeWM planner,111,prefix_b,0,280,540000
pusht,LeWM planner,112,clean,0,280,540000
pusht,LeWM planner,112,prefix_a,0,280,540000
pusht,LeWM planner,112,prefix_b,0,280,540000
pusht,LeWM planner,113,clean,0,280,540000
pusht,LeWM planner,113,prefix_a,0,280,540000
pusht,LeWM planner,113,prefix_b,0,280,540000
pusht,LeWM planner,114,clean,0,280,540000
pusht,LeWM planner,114,prefix_a,0,280,540000
pusht,LeWM planner,114,prefix_b,0,280,540000
pusht,LeWM planner,115,clean,0,280,540000
pusht,LeWM planner,115,prefix_a,0,280,540000
pusht,LeWM planner,115,prefix_b,0,280,540000
pusht,LeWM planner,116,clean,0,280,540000
pusht,LeWM planner,116,prefix_a,1,25,45000
pusht,LeWM planner,116,prefix_b,0,280,540000
pusht,LeWM planner,117,clean,0,280,540000
pusht,LeWM planner,117,prefix_a,0,280,540000
pusht,LeWM planner,117,prefix_b,0,280,540000
pusht,LeWM planner,118,clean,0,280,540000
pusht,LeWM planner,118,prefix_a,1,199,360000
pusht,LeWM planner,118,prefix_b,0,280,540000
pusht,LeWM planner,119,clean,0,280,540000
pusht,LeWM planner,119,prefix_a,0,280,540000
pusht,LeWM planner,119,prefix_b,1,99,180000
pusht,LeWM planner,120,clean,0,280,540000
pusht,LeWM planner,120,prefix_a,0,280,540000
pusht,LeWM planner,120,prefix_b,1,75,135000
pusht,LeWM planner,121,clean,0,280,540000
pusht,LeWM planner,121,prefix_a,0,280,540000
pusht,LeWM planner,121,prefix_b,0,280,540000
pusht,LeWM planner,122,clean,0,280,540000
pusht,LeWM planner,122,prefix_a,0,280,540000
pusht,LeWM planner,122,prefix_b,0,280,540000
pusht,LeWM planner,123,clean,0,280,540000
pusht,LeWM planner,123,prefix_a,0,280,540000
pusht,LeWM planner,123,prefix_b,0,280,540000
pusht,LeWM planner,124,clean,0,280,540000
pusht,LeWM planner,124,prefix_a,0,280,540000
pusht,LeWM planner,124,prefix_b,0,280,540000
pusht,LeWM planner,125,clean,0,280,540000
pusht,LeWM planner,125,prefix_a,0,280,540000
pusht,LeWM planner,125,prefix_b,0,280,540000
pusht,LeWM planner,126,clean,0,280,540000
pusht,LeWM planner,126,prefix_a,0,280,540000
pusht,LeWM planner,126,prefix_b,0,280,540000
pusht,LeWM planner,127,clean,0,280,540000
pusht,LeWM planner,127,prefix_a,0,280,540000
pusht,LeWM planner,127,prefix_b,0,280,540000
pusht,Rank (final goal),0,clean,0,280,448
pusht,Rank (final goal),0,prefix_a,0,280,448
pusht,Rank (final goal),0,prefix_b,0,280,448
pusht,Rank (final goal),1,clean,0,280,448
pusht,Rank (final goal),1,prefix_a,1,116,192
pusht,Rank (final goal),1,prefix_b,0,280,448
pusht,Rank (final goal),2,clean,1,136,224
pusht,Rank (final goal),2,prefix_a,1,150,240
pusht,Rank (final goal),2,prefix_b,0,280,448
pusht,Rank (final goal),3,clean,0,280,448
pusht,Rank (final goal),3,prefix_a,0,280,448
pusht,Rank (final goal),3,prefix_b,0,280,448
pusht,Rank (final goal),4,clean,1,129,208
pusht,Rank (final goal),4,prefix_a,0,280,448
pusht,Rank (final goal),4,prefix_b,0,280,448
pusht,Rank (final goal),5,clean,0,280,448
pusht,Rank (final goal),5,prefix_a,0,280,448
pusht,Rank (final goal),5,prefix_b,0,280,448
pusht,Rank (final goal),6,clean,0,280,448
pusht,Rank (final goal),6,prefix_a,0,280,448
pusht,Rank (final goal),6,prefix_b,0,280,448
pusht,Rank (final goal),7,clean,0,280,448
pusht,Rank (final goal),7,prefix_a,0,280,448
pusht,Rank (final goal),7,prefix_b,0,280,448
pusht,Rank (final goal),8,clean,0,280,448
pusht,Rank (final goal),8,prefix_a,0,280,448
pusht,Rank (final goal),8,prefix_b,0,280,448
pusht,Rank (final goal),9,clean,0,280,448
pusht,Rank (final goal),9,prefix_a,0,280,448
pusht,Rank (final goal),9,prefix_b,0,280,448
pusht,Rank (final goal),10,clean,1,138,224
pusht,Rank (final goal),10,prefix_a,0,280,448
pusht,Rank (final goal),10,prefix_b,0,280,448
pusht,Rank (final goal),11,clean,0,280,448
pusht,Rank (final goal),11,prefix_a,0,280,448
pusht,Rank (final goal),11,prefix_b,0,280,448
pusht,Rank (final goal),12,clean,0,280,448
pusht,Rank (final goal),12,prefix_a,0,280,448
pusht,Rank (final goal),12,prefix_b,0,280,448
pusht,Rank (final goal),13,clean,0,280,448
pusht,Rank (final goal),13,prefix_a,0,280,448
pusht,Rank (final goal),13,prefix_b,0,280,448
pusht,Rank (final goal),14,clean,0,280,448
pusht,Rank (final goal),14,prefix_a,0,280,448
pusht,Rank (final goal),14,prefix_b,0,280,448
pusht,Rank (final goal),15,clean,0,280,448
pusht,Rank (final goal),15,prefix_a,0,280,448
pusht,Rank (final goal),15,prefix_b,0,280,448
pusht,Rank (final goal),16,clean,1,138,224
pusht,Rank (final goal),16,prefix_a,0,280,448
pusht,Rank (final goal),16,prefix_b,1,128,208
pusht,Rank (final goal),17,clean,1,120,192
pusht,Rank (final goal),17,prefix_a,1,122,200
pusht,Rank (final goal),17,prefix_b,0,280,448
pusht,Rank (final goal),18,clean,1,135,216
pusht,Rank (final goal),18,prefix_a,0,280,448
pusht,Rank (final goal),18,prefix_b,0,280,448
pusht,Rank (final goal),19,clean,0,280,448
pusht,Rank (final goal),19,prefix_a,0,280,448
pusht,Rank (final goal),19,prefix_b,0,280,448
pusht,Rank (final goal),20,clean,0,280,448
pusht,Rank (final goal),20,prefix_a,0,280,448
pusht,Rank (final goal),20,prefix_b,0,280,448
pusht,Rank (final goal),21,clean,0,280,448
pusht,Rank (final goal),21,prefix_a,0,280,448
pusht,Rank (final goal),21,prefix_b,0,280,448
pusht,Rank (final goal),22,clean,0,280,448
pusht,Rank (final goal),22,prefix_a,0,280,448
pusht,Rank (final goal),22,prefix_b,1,130,208
pusht,Rank (final goal),23,clean,1,97,160
pusht,Rank (final goal),23,prefix_a,1,80,128
pusht,Rank (final goal),23,prefix_b,1,98,160
pusht,Rank (final goal),24,clean,0,280,448
pusht,Rank (final goal),24,prefix_a,1,136,224
pusht,Rank (final goal),24,prefix_b,0,280,448
pusht,Rank (final goal),25,clean,0,280,448
pusht,Rank (final goal),25,prefix_a,0,280,448
pusht,Rank (final goal),25,prefix_b,0,280,448
pusht,Rank (final goal),26,clean,1,135,216
pusht,Rank (final goal),26,prefix_a,0,280,448
pusht,Rank (final goal),26,prefix_b,0,280,448
pusht,Rank (final goal),27,clean,1,130,208
pusht,Rank (final goal),27,prefix_a,0,280,448
pusht,Rank (final goal),27,prefix_b,1,118,192
pusht,Rank (final goal),28,clean,0,280,448
pusht,Rank (final goal),28,prefix_a,0,280,448
pusht,Rank (final goal),28,prefix_b,0,280,448
pusht,Rank (final goal),29,clean,0,280,448
pusht,Rank (final goal),29,prefix_a,1,135,216
pusht,Rank (final goal),29,prefix_b,1,128,208
pusht,Rank (final goal),30,clean,0,280,448
pusht,Rank (final goal),30,prefix_a,0,280,448
pusht,Rank (final goal),30,prefix_b,0,280,448
pusht,Rank (final goal),31,clean,0,280,448
pusht,Rank (final goal),31,prefix_a,0,280,448
pusht,Rank (final goal),31,prefix_b,0,280,448
pusht,Rank (final goal),32,clean,0,280,448
pusht,Rank (final goal),32,prefix_a,0,280,448
pusht,Rank (final goal),32,prefix_b,0,280,448
pusht,Rank (final goal),33,clean,0,280,448
pusht,Rank (final goal),33,prefix_a,0,280,448
pusht,Rank (final goal),33,prefix_b,0,280,448
pusht,Rank (final goal),34,clean,0,280,448
pusht,Rank (final goal),34,prefix_a,0,280,448
pusht,Rank (final goal),34,prefix_b,0,280,448
pusht,Rank (final goal),35,clean,0,280,448
pusht,Rank (final goal),35,prefix_a,0,280,448
pusht,Rank (final goal),35,prefix_b,0,280,448
pusht,Rank (final goal),36,clean,0,280,448
pusht,Rank (final goal),36,prefix_a,0,280,448
pusht,Rank (final goal),36,prefix_b,0,280,448
pusht,Rank (final goal),37,clean,0,280,448
pusht,Rank (final goal),37,prefix_a,0,280,448
pusht,Rank (final goal),37,prefix_b,0,280,448
pusht,Rank (final goal),38,clean,0,280,448
pusht,Rank (final goal),38,prefix_a,0,280,448
pusht,Rank (final goal),38,prefix_b,0,280,448
pusht,Rank (final goal),39,clean,0,280,448
pusht,Rank (final goal),39,prefix_a,0,280,448
pusht,Rank (final goal),39,prefix_b,0,280,448
pusht,Rank (final goal),40,clean,1,140,224
pusht,Rank (final goal),40,prefix_a,1,115,184
pusht,Rank (final goal),40,prefix_b,0,280,448
pusht,Rank (final goal),41,clean,1,101,168
pusht,Rank (final goal),41,prefix_a,0,280,448
pusht,Rank (final goal),41,prefix_b,0,280,448
pusht,Rank (final goal),42,clean,0,280,448
pusht,Rank (final goal),42,prefix_a,0,280,448
pusht,Rank (final goal),42,prefix_b,0,280,448
pusht,Rank (final goal),43,clean,0,280,448
pusht,Rank (final goal),43,prefix_a,0,280,448
pusht,Rank (final goal),43,prefix_b,0,280,448
pusht,Rank (final goal),44,clean,0,280,448
pusht,Rank (final goal),44,prefix_a,0,280,448
pusht,Rank (final goal),44,prefix_b,1,135,216
pusht,Rank (final goal),45,clean,0,280,448
pusht,Rank (final goal),45,prefix_a,0,280,448
pusht,Rank (final goal),45,prefix_b,0,280,448
pusht,Rank (final goal),46,clean,0,280,448
pusht,Rank (final goal),46,prefix_a,0,280,448
pusht,Rank (final goal),46,prefix_b,0,280,448
pusht,Rank (final goal),47,clean,0,280,448
pusht,Rank (final goal),47,prefix_a,0,280,448
pusht,Rank (final goal),47,prefix_b,0,280,448
pusht,Rank (final goal),48,clean,1,137,224
pusht,Rank (final goal),48,prefix_a,0,280,448
pusht,Rank (final goal),48,prefix_b,0,280,448
pusht,Rank (final goal),49,clean,0,280,448
pusht,Rank (final goal),49,prefix_a,0,280,448
pusht,Rank (final goal),49,prefix_b,0,280,448
pusht,Rank (final goal),50,clean,1,131,216
pusht,Rank (final goal),50,prefix_a,0,280,448
pusht,Rank (final goal),50,prefix_b,0,280,448
pusht,Rank (final goal),51,clean,0,280,448
pusht,Rank (final goal),51,prefix_a,1,123,200
pusht,Rank (final goal),51,prefix_b,1,132,216
pusht,Rank (final goal),52,clean,1,98,160
pusht,Rank (final goal),52,prefix_a,0,280,448
pusht,Rank (final goal),52,prefix_b,1,100,160
pusht,Rank (final goal),53,clean,0,280,448
pusht,Rank (final goal),53,prefix_a,0,280,448
pusht,Rank (final goal),53,prefix_b,0,280,448
pusht,Rank (final goal),54,clean,0,280,448
pusht,Rank (final goal),54,prefix_a,0,280,448
pusht,Rank (final goal),54,prefix_b,0,280,448
pusht,Rank (final goal),55,clean,0,280,448
pusht,Rank (final goal),55,prefix_a,0,280,448
pusht,Rank (final goal),55,prefix_b,0,280,448
pusht,Rank (final goal),56,clean,0,280,448
pusht,Rank (final goal),56,prefix_a,0,280,448
pusht,Rank (final goal),56,prefix_b,0,280,448
pusht,Rank (final goal),57,clean,0,280,448
pusht,Rank (final goal),57,prefix_a,0,280,448
pusht,Rank (final goal),57,prefix_b,0,280,448
pusht,Rank (final goal),58,clean,0,280,448
pusht,Rank (final goal),58,prefix_a,1,132,216
pusht,Rank (final goal),58,prefix_b,0,280,448
pusht,Rank (final goal),59,clean,0,280,448
pusht,Rank (final goal),59,prefix_a,0,280,448
pusht,Rank (final goal),59,prefix_b,1,138,224
pusht,Rank (final goal),60,clean,0,280,448
pusht,Rank (final goal),60,prefix_a,0,280,448
pusht,Rank (final goal),60,prefix_b,0,280,448
pusht,Rank (final goal),61,clean,0,280,448
pusht,Rank (final goal),61,prefix_a,0,280,448
pusht,Rank (final goal),61,prefix_b,0,280,448
pusht,Rank (final goal),62,clean,0,280,448
pusht,Rank (final goal),62,prefix_a,0,280,448
pusht,Rank (final goal),62,prefix_b,1,137,224
pusht,Rank (final goal),63,clean,0,280,448
pusht,Rank (final goal),63,prefix_a,0,280,448
pusht,Rank (final goal),63,prefix_b,1,96,160
pusht,Rank (final goal),64,clean,0,280,448
pusht,Rank (final goal),64,prefix_a,0,280,448
pusht,Rank (final goal),64,prefix_b,0,280,448
pusht,Rank (final goal),65,clean,0,280,448
pusht,Rank (final goal),65,prefix_a,0,280,448
pusht,Rank (final goal),65,prefix_b,0,280,448
pusht,Rank (final goal),66,clean,0,280,448
pusht,Rank (final goal),66,prefix_a,0,280,448
pusht,Rank (final goal),66,prefix_b,0,280,448
pusht,Rank (final goal),67,clean,0,280,448
pusht,Rank (final goal),67,prefix_a,0,280,448
pusht,Rank (final goal),67,prefix_b,0,280,448
pusht,Rank (final goal),68,clean,0,280,448
pusht,Rank (final goal),68,prefix_a,0,280,448
pusht,Rank (final goal),68,prefix_b,0,280,448
pusht,Rank (final goal),69,clean,1,119,192
pusht,Rank (final goal),69,prefix_a,0,280,448
pusht,Rank (final goal),69,prefix_b,0,280,448
pusht,Rank (final goal),70,clean,0,280,448
pusht,Rank (final goal),70,prefix_a,0,280,448
pusht,Rank (final goal),70,prefix_b,0,280,448
pusht,Rank (final goal),71,clean,1,105,168
pusht,Rank (final goal),71,prefix_a,0,280,448
pusht,Rank (final goal),71,prefix_b,0,280,448
pusht,Rank (final goal),72,clean,0,280,448
pusht,Rank (final goal),72,prefix_a,0,280,448
pusht,Rank (final goal),72,prefix_b,0,280,448
pusht,Rank (final goal),73,clean,0,280,448
pusht,Rank (final goal),73,prefix_a,0,280,448
pusht,Rank (final goal),73,prefix_b,1,137,224
pusht,Rank (final goal),74,clean,1,91,152
pusht,Rank (final goal),74,prefix_a,0,280,448
pusht,Rank (final goal),74,prefix_b,0,280,448
pusht,Rank (final goal),75,clean,1,99,160
pusht,Rank (final goal),75,prefix_a,0,280,448
pusht,Rank (final goal),75,prefix_b,0,280,448
pusht,Rank (final goal),76,clean,0,280,448
pusht,Rank (final goal),76,prefix_a,0,280,448
pusht,Rank (final goal),76,prefix_b,0,280,448
pusht,Rank (final goal),77,clean,0,280,448
pusht,Rank (final goal),77,prefix_a,0,280,448
pusht,Rank (final goal),77,prefix_b,0,280,448
pusht,Rank (final goal),78,clean,0,280,448
pusht,Rank (final goal),78,prefix_a,0,280,448
pusht,Rank (final goal),78,prefix_b,0,280,448
pusht,Rank (final goal),79,clean,0,280,448
pusht,Rank (final goal),79,prefix_a,0,280,448
pusht,Rank (final goal),79,prefix_b,0,280,448
pusht,Rank (final goal),80,clean,0,280,448
pusht,Rank (final goal),80,prefix_a,0,280,448
pusht,Rank (final goal),80,prefix_b,0,280,448
pusht,Rank (final goal),81,clean,0,280,448
pusht,Rank (final goal),81,prefix_a,0,280,448
pusht,Rank (final goal),81,prefix_b,0,280,448
pusht,Rank (final goal),82,clean,1,134,216
pusht,Rank (final goal),82,prefix_a,0,280,448
pusht,Rank (final goal),82,prefix_b,0,280,448
pusht,Rank (final goal),83,clean,1,134,216
pusht,Rank (final goal),83,prefix_a,1,132,216
pusht,Rank (final goal),83,prefix_b,1,129,208
pusht,Rank (final goal),84,clean,0,280,448
pusht,Rank (final goal),84,prefix_a,0,280,448
pusht,Rank (final goal),84,prefix_b,0,280,448
pusht,Rank (final goal),85,clean,0,280,448
pusht,Rank (final goal),85,prefix_a,0,280,448
pusht,Rank (final goal),85,prefix_b,0,280,448
pusht,Rank (final goal),86,clean,0,280,448
pusht,Rank (final goal),86,prefix_a,0,280,448
pusht,Rank (final goal),86,prefix_b,0,280,448
pusht,Rank (final goal),87,clean,0,280,448
pusht,Rank (final goal),87,prefix_a,0,280,448
pusht,Rank (final goal),87,prefix_b,0,280,448
pusht,Rank (final goal),88,clean,1,139,224
pusht,Rank (final goal),88,prefix_a,0,280,448
pusht,Rank (final goal),88,prefix_b,0,280,448
pusht,Rank (final goal),89,clean,1,135,216
pusht,Rank (final goal),89,prefix_a,0,280,448
pusht,Rank (final goal),89,prefix_b,0,280,448
pusht,Rank (final goal),90,clean,0,280,448
pusht,Rank (final goal),90,prefix_a,0,280,448
pusht,Rank (final goal),90,prefix_b,0,280,448
pusht,Rank (final goal),91,clean,0,280,448
pusht,Rank (final goal),91,prefix_a,0,280,448
pusht,Rank (final goal),91,prefix_b,0,280,448
pusht,Rank (final goal),92,clean,0,280,448
pusht,Rank (final goal),92,prefix_a,0,280,448
pusht,Rank (final goal),92,prefix_b,0,280,448
pusht,Rank (final goal),93,clean,0,280,448
pusht,Rank (final goal),93,prefix_a,0,280,448
pusht,Rank (final goal),93,prefix_b,0,280,448
pusht,Rank (final goal),94,clean,0,280,448
pusht,Rank (final goal),94,prefix_a,0,280,448
pusht,Rank (final goal),94,prefix_b,0,280,448
pusht,Rank (final goal),95,clean,0,280,448
pusht,Rank (final goal),95,prefix_a,0,280,448
pusht,Rank (final goal),95,prefix_b,0,280,448
pusht,Rank (final goal),96,clean,0,280,448
pusht,Rank (final goal),96,prefix_a,0,280,448
pusht,Rank (final goal),96,prefix_b,0,280,448
pusht,Rank (final goal),97,clean,0,280,448
pusht,Rank (final goal),97,prefix_a,0,280,448
pusht,Rank (final goal),97,prefix_b,0,280,448
pusht,Rank (final goal),98,clean,0,280,448
pusht,Rank (final goal),98,prefix_a,0,280,448
pusht,Rank (final goal),98,prefix_b,0,280,448
pusht,Rank (final goal),99,clean,1,140,224
pusht,Rank (final goal),99,prefix_a,1,138,224
pusht,Rank (final goal),99,prefix_b,0,280,448
pusht,Rank (final goal),100,clean,0,280,448
pusht,Rank (final goal),100,prefix_a,0,280,448
pusht,Rank (final goal),100,prefix_b,0,280,448
pusht,Rank (final goal),101,clean,0,280,448
pusht,Rank (final goal),101,prefix_a,0,280,448
pusht,Rank (final goal),101,prefix_b,0,280,448
pusht,Rank (final goal),102,clean,1,136,224
pusht,Rank (final goal),102,prefix_a,1,139,224
pusht,Rank (final goal),102,prefix_b,0,280,448
pusht,Rank (final goal),103,clean,0,280,448
pusht,Rank (final goal),103,prefix_a,0,280,448
pusht,Rank (final goal),103,prefix_b,0,280,448
pusht,Rank (final goal),104,clean,0,280,448
pusht,Rank (final goal),104,prefix_a,0,280,448
pusht,Rank (final goal),104,prefix_b,0,280,448
pusht,Rank (final goal),105,clean,1,145,232
pusht,Rank (final goal),105,prefix_a,0,280,448
pusht,Rank (final goal),105,prefix_b,0,280,448
pusht,Rank (final goal),106,clean,1,139,224
pusht,Rank (final goal),106,prefix_a,0,280,448
pusht,Rank (final goal),106,prefix_b,1,129,208
pusht,Rank (final goal),107,clean,1,138,224
pusht,Rank (final goal),107,prefix_a,1,138,224
pusht,Rank (final goal),107,prefix_b,0,280,448
pusht,Rank (final goal),108,clean,0,280,448
pusht,Rank (final goal),108,prefix_a,1,129,208
pusht,Rank (final goal),108,prefix_b,0,280,448
pusht,Rank (final goal),109,clean,1,139,224
pusht,Rank (final goal),109,prefix_a,0,280,448
pusht,Rank (final goal),109,prefix_b,0,280,448
pusht,Rank (final goal),110,clean,0,280,448
pusht,Rank (final goal),110,prefix_a,1,94,152
pusht,Rank (final goal),110,prefix_b,0,280,448
pusht,Rank (final goal),111,clean,1,141,232
pusht,Rank (final goal),111,prefix_a,0,280,448
pusht,Rank (final goal),111,prefix_b,0,280,448
pusht,Rank (final goal),112,clean,0,280,448
pusht,Rank (final goal),112,prefix_a,0,280,448
pusht,Rank (final goal),112,prefix_b,0,280,448
pusht,Rank (final goal),113,clean,0,280,448
pusht,Rank (final goal),113,prefix_a,0,280,448
pusht,Rank (final goal),113,prefix_b,0,280,448
pusht,Rank (final goal),114,clean,0,280,448
pusht,Rank (final goal),114,prefix_a,0,280,448
pusht,Rank (final goal),114,prefix_b,0,280,448
pusht,Rank (final goal),115,clean,0,280,448
pusht,Rank (final goal),115,prefix_a,1,160,256
pusht,Rank (final goal),115,prefix_b,0,280,448
pusht,Rank (final goal),116,clean,1,34,56
pusht,Rank (final goal),116,prefix_a,0,280,448
pusht,Rank (final goal),116,prefix_b,1,136,224
pusht,Rank (final goal),117,clean,1,138,224
pusht,Rank (final goal),117,prefix_a,0,280,448
pusht,Rank (final goal),117,prefix_b,0,280,448
pusht,Rank (final goal),118,clean,0,280,448
pusht,Rank (final goal),118,prefix_a,0,280,448
pusht,Rank (final goal),118,prefix_b,0,280,448
pusht,Rank (final goal),119,clean,0,280,448
pusht,Rank (final goal),119,prefix_a,0,280,448
pusht,Rank (final goal),119,prefix_b,0,280,448
pusht,Rank (final goal),120,clean,0,280,448
pusht,Rank (final goal),120,prefix_a,0,280,448
pusht,Rank (final goal),120,prefix_b,0,280,448
pusht,Rank (final goal),121,clean,0,280,448
pusht,Rank (final goal),121,prefix_a,1,70,112
pusht,Rank (final goal),121,prefix_b,0,280,448
pusht,Rank (final goal),122,clean,0,280,448
pusht,Rank (final goal),122,prefix_a,0,280,448
pusht,Rank (final goal),122,prefix_b,1,138,224
pusht,Rank (final goal),123,clean,1,117,192
pusht,Rank (final goal),123,prefix_a,0,280,448
