task,arm,kind,start,config_H,config_arm,stall_W5_numerator,stall_W5_denominator,stall_W5_percent,stall_W10_numerator,stall_W10_denominator,stall_W10_percent,stall_W20_numerator,stall_W20_denominator,stall_W20_percent,physical_detour_0.25_numerator,physical_detour_0.25_denominator,physical_detour_0.25_percent,physical_detour_0.5_numerator,physical_detour_0.5_denominator,physical_detour_0.5_percent,physical_detour_1.0_numerator,physical_detour_1.0_denominator,physical_detour_1.0_percent,latent_detour_numerator,latent_detour_denominator,latent_detour_percent,config_B,config_iterations,config_memory_fraction,config_target_L,config_key,config_span,config_execution
pusht,cem_learned,horizon,Perturbed 1,50,cem_learned,21,45,46.666666666666664,11,45,24.444444444444443,2,45,4.444444444444445,64,83,77.10843373493977,52,83,62.65060240963855,43,83,51.80722891566265,12,83,14.457831325301205,100,30,,,,,
pusht,cem_learned,horizon,Perturbed 2,50,cem_learned,28,48,58.333333333333336,15,48,31.25,2,48,4.166666666666667,57,80,71.25,47,80,58.75,39,80,48.75,15,80,18.75,100,30,,,,,
reacher,cem_learned,horizon,Standard,50,cem_learned,0,60,0,0,60,0,0,60,0,51,67,76.11940298507463,38,67,56.71641791044776,22,67,32.83582089552239,14,67,20.895522388059703,100,30,,,,,
reacher,cem_learned,horizon,Perturbed,50,cem_learned,0,119,0,0,119,0,0,119,0,111,134,82.83582089552239,82,134,61.19402985074627,48,134,35.82089552238806,25,134,18.65671641791045,100,30,,,,,
reacher,cem_learned,horizon,Perturbed 1,50,cem_learned,0,62,0,0,62,0,0,62,0,51,64,79.6875,42,64,65.625,24,64,37.5,12,64,18.75,100,30,,,,,
reacher,cem_learned,horizon,Perturbed 2,50,cem_learned,0,57,0,0,57,0,0,57,0,60,70,85.71428571428571,40,70,57.142857142857146,24,70,34.285714285714285,13,70,18.571428571428573,100,30,,,,,
tworoom,cem_learned,horizon,Standard,50,cem_learned,0,7,0,0,7,0,0,7,0,7,120,5.833333333333333,3,120,2.5,2,120,1.6666666666666667,70,120,58.333333333333336,100,30,,,,,
tworoom,cem_learned,horizon,Perturbed,50,cem_learned,0,15,0,0,15,0,0,15,0,17,235,7.23404255319149,8,235,3.404255319148936,1,235,0.425531914893617,121,235,51.48936170212766,100,30,,,,,
tworoom,cem_learned,horizon,Perturbed 1,50,cem_learned,0,8,0,0,8,0,0,8,0,9,117,7.6923076923076925,4,117,3.4188034188034186,1,117,0.8547008547008547,63,117,53.84615384615385,100,30,,,,,
tworoom,cem_learned,horizon,Perturbed 2,50,cem_learned,0,7,0,0,7,0,0,7,0,8,118,6.779661016949152,4,118,3.389830508474576,0,118,0,58,118,49.152542372881356,100,30,,,,,
pusht,cem_observed,horizon,Standard,50,cem_observed,19,23,82.6086956521739,11,23,47.82608695652174,1,23,4.3478260869565215,93,105,88.57142857142857,85,105,80.95238095238095,69,105,65.71428571428571,24,105,22.857142857142858,100,30,,,,,
pusht,cem_observed,horizon,Perturbed,50,cem_observed,34,47,72.34042553191489,21,47,44.680851063829785,1,47,2.127659574468085,190,209,90.9090909090909,181,209,86.60287081339713,147,209,70.33492822966507,48,209,22.966507177033492,100,30,,,,,
pusht,cem_observed,horizon,Perturbed 1,50,cem_observed,18,25,72,12,25,48,0,25,0,95,103,92.23300970873787,92,103,89.32038834951456,75,103,72.81553398058253,25,103,24.271844660194176,100,30,,,,,
pusht,cem_observed,horizon,Perturbed 2,50,cem_observed,16,22,72.72727272727273,9,22,40.90909090909091,1,22,4.545454545454546,95,106,89.62264150943396,89,106,83.9622641509434,72,106,67.9245283018868,23,106,21.69811320754717,100,30,,,,,
reacher,cem_observed,horizon,Standard,50,cem_observed,0,24,0,0,24,0,0,24,0,96,103,93.20388349514563,96,103,93.20388349514563,96,103,93.20388349514563,89,103,86.40776699029126,100,30,,,,,
reacher,cem_observed,horizon,Perturbed,50,cem_observed,0,61,0,0,61,0,0,61,0,185,192,96.35416666666667,183,192,95.3125,182,192,94.79166666666667,172,192,89.58333333333333,100,30,,,,,
reacher,cem_observed,horizon,Perturbed 1,50,cem_observed,0,27,0,0,27,0,0,27,0,94,99,94.94949494949495,93,99,93.93939393939394,92,99,92.92929292929293,88,99,88.88888888888889,100,30,,,,,
reacher,cem_observed,horizon,Perturbed 2,50,cem_observed,0,34,0,0,34,0,0,34,0,91,93,97.84946236559139,90,93,96.7741935483871,90,93,96.7741935483871,84,93,90.3225806451613,100,30,,,,,
tworoom,cem_observed,horizon,Standard,50,cem_observed,16,35,45.714285714285715,9,35,25.714285714285715,0,35,0,60,92,65.21739130434783,36,92,39.130434782608695,11,92,11.956521739130435,70,92,76.08695652173913,100,30,,,,,
tworoom,cem_observed,horizon,Perturbed,50,cem_observed,25,67,37.3134328358209,26,67,38.80597014925373,0,67,0,130,183,71.03825136612022,77,183,42.076502732240435,20,183,10.92896174863388,129,183,70.49180327868852,100,30,,,,,
tworoom,cem_observed,horizon,Perturbed 1,50,cem_observed,15,38,39.473684210526315,17,38,44.73684210526316,0,38,0,63,87,72.41379310344827,33,87,37.93103448275862,9,87,10.344827586206897,60,87,68.96551724137932,100,30,,,,,
tworoom,cem_observed,horizon,Perturbed 2,50,cem_observed,10,29,34.48275862068966,9,29,31.03448275862069,0,29,0,67,96,69.79166666666667,44,96,45.833333333333336,11,96,11.458333333333334,69,96,71.875,100,30,,,,,
pusht,rank_final,horizon,Standard,50,rank_final,29,42,69.04761904761905,19,42,45.23809523809524,1,42,2.380952380952381,69,86,80.23255813953489,64,86,74.4186046511628,51,86,59.30232558139535,13,86,15.116279069767442,100,30,,,,,
pusht,rank_final,horizon,Perturbed,50,rank_final,121,162,74.69135802469135,87,162,53.7037037037037,12,162,7.407407407407407,78,94,82.97872340425532,68,94,72.34042553191489,59,94,62.765957446808514,13,94,13.829787234042554,100,30,,,,,
pusht,rank_final,horizon,Perturbed 1,50,rank_final,63,79,79.74683544303798,46,79,58.22784810126582,6,79,7.594936708860759,42,49,85.71428571428571,38,49,77.55102040816327,31,49,63.265306122448976,4,49,8.16326530612245,100,30,,,,,
pusht,rank_final,horizon,Perturbed 2,50,rank_final,58,83,69.87951807228916,41,83,49.397590361445786,6,83,7.228915662650603,36,45,80,30,45,66.66666666666667,28,45,62.22222222222222,9,45,20,100,30,,,,,
reacher,rank_final,horizon,Standard,50,rank_final,0,3,0,0,3,0,0,3,0,110,124,88.70967741935483,106,124,85.48387096774194,99,124,79.83870967741936,42,124,33.87096774193548,100,30,,,,,
reacher,rank_final,horizon,Perturbed,50,rank_final,0,6,0,0,6,0,0,6,0,224,247,90.68825910931174,214,247,86.63967611336032,198,247,80.16194331983806,80,247,32.388663967611336,100,30,,,,,
reacher,rank_final,horizon,Perturbed 1,50,rank_final,0,3,0,0,3,0,0,3,0,109,123,88.6178861788618,105,123,85.36585365853658,98,123,79.67479674796748,41,123,33.333333333333336,100,30,,,,,
reacher,rank_final,horizon,Perturbed 2,50,rank_final,0,3,0,0,3,0,0,3,0,115,124,92.74193548387096,109,124,87.90322580645162,100,124,80.64516129032258,39,124,31.451612903225808,100,30,,,,,
tworoom,rank_final,horizon,Standard,50,rank_final,0,7,0,0,7,0,0,7,0,114,120,95,93,120,77.5,32,120,26.666666666666668,60,120,50,100,30,,,,,
tworoom,rank_final,horizon,Perturbed,50,rank_final,0,15,0,0,15,0,0,15,0,216,235,91.91489361702128,173,235,73.61702127659575,58,235,24.680851063829788,103,235,43.829787234042556,100,30,,,,,
tworoom,rank_final,horizon,Perturbed 1,50,rank_final,0,10,0,0,10,0,0,10,0,107,115,93.04347826086956,86,115,74.78260869565217,28,115,24.347826086956523,52,115,45.21739130434783,100,30,,,,,
tworoom,rank_final,horizon,Perturbed 2,50,rank_final,0,5,0,0,5,0,0,5,0,109,120,90.83333333333333,87,120,72.5,30,120,25,51,120,42.5,100,30,,,,,
pusht,rank_learned,horizon,Standard,50,rank_learned,21,24,87.5,15,24,62.5,5,24,20.833333333333332,79,104,75.96153846153847,70,104,67.3076923076923,57,104,54.80769230769231,19,104,18.26923076923077,100,30,,,,,
pusht,rank_learned,horizon,Perturbed,50,rank_learned,101,132,76.51515151515152,66,132,50,19,132,14.393939393939394,95,124,76.61290322580645,82,124,66.12903225806451,66,124,53.225806451612904,25,124,20.161290322580644,100,30,,,,,
pusht,rank_learned,horizon,Perturbed 1,50,rank_learned,52,67,77.61194029850746,33,67,49.25373134328358,9,67,13.432835820895523,47,61,77.04918032786885,42,61,68.85245901639344,33,61,54.09836065573771,13,61,21.311475409836067,100,30,,,,,
pusht,rank_learned,horizon,Perturbed 2,50,rank_learned,49,65,75.38461538461539,33,65,50.76923076923077,10,65,15.384615384615385,48,63,76.19047619047619,40,63,63.492063492063494,33,63,52.38095238095238,12,63,19.047619047619047,100,30,,,,,
reacher,rank_learned,horizon,Standard,50,rank_learned,0,7,0,0,7,0,0,7,0,118,120,98.33333333333333,116,120,96.66666666666667,115,120,95.83333333333333,60,120,50,100,30,,,,,
reacher,rank_learned,horizon,Perturbed,50,rank_learned,0,16,0,0,16,0,0,16,0,233,237,98.31223628691983,233,237,98.31223628691983,230,237,97.0464135021097,116,237,48.9451476793249,100,30,,,,,
reacher,rank_learned,horizon,Perturbed 1,50,rank_learned,0,6,0,0,6,0,0,6,0,118,120,98.33333333333333,118,120,98.33333333333333,116,120,96.66666666666667,59,120,49.166666666666664,100,30,,,,,
reacher,rank_learned,horizon,Perturbed 2,50,rank_learned,0,10,0,0,10,0,0,10,0,115,117,98.2905982905983,115,117,98.2905982905983,114,117,97.43589743589743,57,117,48.717948717948715,100,30,,,,,
tworoom,rank_learned,horizon,Standard,50,rank_learned,0,0,,0,0,,0,0,,126,127,99.21259842519684,90,127,70.86614173228347,5,127,3.937007874015748,85,127,66.92913385826772,100,30,,,,,
tworoom,rank_learned,horizon,Perturbed,50,rank_learned,0,1,0,0,1,0,0,1,0,248,249,99.59839357429719,170,249,68.27309236947791,20,249,8.032128514056225,144,249,57.83132530120482,100,30,,,,,
tworoom,rank_learned,horizon,Perturbed 1,50,rank_learned,0,0,,0,0,,0,0,,124,125,99.2,80,125,64,9,125,7.2,72,125,57.6,100,30,,,,,
tworoom,rank_learned,horizon,Perturbed 2,50,rank_learned,0,1,0,0,1,0,0,1,0,124,124,100,90,124,72.58064516129032,11,124,8.870967741935484,72,124,58.064516129032256,100,30,,,,,
pusht,rank_observed,horizon,Standard,50,rank_observed,16,20,80,13,20,65,2,20,10,86,108,79.62962962962963,79,108,73.14814814814815,67,108,62.03703703703704,26,108,24.074074074074073,100,30,,,,,
pusht,rank_observed,horizon,Perturbed,50,rank_observed,79,113,69.91150442477876,57,113,50.442477876106196,12,113,10.619469026548673,117,143,81.81818181818181,106,143,74.12587412587412,87,143,60.83916083916084,34,143,23.776223776223777,100,30,,,,,
pusht,rank_observed,horizon,Perturbed 1,50,rank_observed,35,52,67.3076923076923,26,52,50,5,52,9.615384615384615,64,76,84.21052631578948,58,76,76.3157894736842,47,76,61.8421052631579,19,76,25,100,30,,,,,
pusht,rank_observed,horizon,Perturbed 2,50,rank_observed,44,61,72.1311475409836,31,61,50.81967213114754,7,61,11.475409836065573,53,67,79.1044776119403,48,67,71.64179104477611,40,67,59.701492537313435,15,67,22.388059701492537,100,30,,,,,
reacher,rank_observed,horizon,Standard,50,rank_observed,0,3,0,0,3,0,0,3,0,121,124,97.58064516129032,121,124,97.58064516129032,121,124,97.58064516129032,104,124,83.87096774193549,100,30,,,,,
reacher,rank_observed,horizon,Perturbed,50,rank_observed,0,9,0,0,9,0,0,9,0,240,244,98.36065573770492,240,244,98.36065573770492,238,244,97.54098360655738,208,244,85.24590163934427,100,30,,,,,
reacher,rank_observed,horizon,Perturbed 1,50,rank_observed,0,6,0,0,6,0,0,6,0,116,120,96.66666666666667,116,120,96.66666666666667,114,120,95,97,120,80.83333333333333,100,30,,,,,
reacher,rank_observed,horizon,Perturbed 2,50,rank_observed,0,3,0,0,3,0,0,3,0,124,124,100,124,124,100,124,124,100,111,124,89.51612903225806,100,30,,,,,
tworoom,rank_observed,horizon,Standard,50,rank_observed,0,0,,0,0,,0,0,,124,127,97.63779527559055,105,127,82.67716535433071,31,127,24.409448818897637,97,127,76.37795275590551,100,30,,,,,
tworoom,rank_observed,horizon,Perturbed,50,rank_observed,0,0,,0,0,,0,0,,244,250,97.6,192,250,76.8,63,250,25.2,176,250,70.4,100,30,,,,,
tworoom,rank_observed,horizon,Perturbed 1,50,rank_observed,0,0,,0,0,,0,0,,122,125,97.6,94,125,75.2,30,125,24,88,125,70.4,100,30,,,,,
tworoom,rank_observed,horizon,Perturbed 2,50,rank_observed,0,0,,0,0,,0,0,,122,125,97.6,98,125,78.4,33,125,26.4,88,125,70.4,100,30,,,,,
pusht,cem_final,horizon,Standard,100,cem_final,93,123,75.60975609756098,85,123,69.10569105691057,75,123,60.97560975609756,3,5,60,1,5,20,0,5,0,0,5,0,200,30,,,,,
pusht,cem_final,horizon,Perturbed,100,cem_final,197,245,80.40816326530613,175,245,71.42857142857143,145,245,59.183673469387756,7,11,63.63636363636363,5,11,45.45454545454545,2,11,18.181818181818183,1,11,9.090909090909092,200,30,,,,,
pusht,cem_final,horizon,Perturbed 1,100,cem_final,96,123,78.04878048780488,88,123,71.54471544715447,71,123,57.72357723577236,4,5,80,3,5,60,1,5,20,1,5,20,200,30,,,,,
pusht,cem_final,horizon,Perturbed 2,100,cem_final,101,122,82.78688524590164,87,122,71.31147540983606,74,122,60.65573770491803,3,6,50,2,6,33.333333333333336,1,6,16.666666666666668,0,6,0,200,30,,,,,
reacher,cem_final,horizon,Standard,100,cem_final,0,83,0,0,83,0,0,83,0,21,45,46.666666666666664,21,45,46.666666666666664,17,45,37.77777777777778,7,45,15.555555555555555,200,30,,,,,
reacher,cem_final,horizon,Perturbed,100,cem_final,0,166,0,0,166,0,0,166,0,42,90,46.666666666666664,39,90,43.333333333333336,33,90,36.666666666666664,20,90,22.22222222222222,200,30,,,,,
reacher,cem_final,horizon,Perturbed 1,100,cem_final,0,82,0,0,82,0,0,82,0,20,46,43.47826086956522,18,46,39.130434782608695,14,46,30.434782608695652,11,46,23.91304347826087,200,30,,,,,
reacher,cem_final,horizon,Perturbed 2,100,cem_final,0,84,0,0,84,0,0,84,0,22,44,50,21,44,47.72727272727273,19,44,43.18181818181818,9,44,20.454545454545453,200,30,,,,,
pusht,cem_learned,horizon,Standard,100,cem_learned,47,55,85.45454545454545,47,55,85.45454545454545,30,55,54.54545454545455,73,73,100,72,73,98.63013698630137,68,73,93.15068493150685,47,73,64.38356164383562,200,30,,,,,
pusht,cem_learned,horizon,Perturbed,100,cem_learned,116,132,87.87878787878788,108,132,81.81818181818181,66,132,50,123,124,99.19354838709677,121,124,97.58064516129032,118,124,95.16129032258064,88,124,70.96774193548387,200,30,,,,,
pusht,cem_learned,horizon,Perturbed 1,100,cem_learned,55,60,91.66666666666667,51,60,85,31,60,51.666666666666664,67,68,98.52941176470588,66,68,97.05882352941177,63,68,92.6470588235294,50,68,73.52941176470588,200,30,,,,,
pusht,cem_learned,horizon,Perturbed 2,100,cem_learned,61,72,84.72222222222223,57,72,79.16666666666667,35,72,48.611111111111114,56,56,100,55,56,98.21428571428571,55,56,98.21428571428571,38,56,67.85714285714286,200,30,,,,,
reacher,cem_learned,horizon,Standard,100,cem_learned,0,66,0,0,66,0,0,66,0,58,62,93.54838709677419,49,62,79.03225806451613,31,62,50,26,62,41.935483870967744,200,30,,,,,
reacher,cem_learned,horizon,Perturbed,100,cem_learned,0,122,0,0,122,0,0,122,0,127,134,94.77611940298507,116,134,86.56716417910448,72,134,53.73134328358209,52,134,38.80597014925373,200,30,,,,,
reacher,cem_learned,horizon,Perturbed 1,100,cem_learned,0,61,0,0,61,0,0,61,0,65,67,97.01492537313433,61,67,91.04477611940298,36,67,53.73134328358209,26,67,38.80597014925373,200,30,,,,,
reacher,cem_learned,horizon,Perturbed 2,100,cem_learned,0,61,0,0,61,0,0,61,0,62,67,92.53731343283582,55,67,82.08955223880596,36,67,53.73134328358209,26,67,38.80597014925373,200,30,,,,,
pusht,cem_observed,horizon,Standard,100,cem_observed,26,29,89.65517241379311,25,29,86.20689655172414,12,29,41.37931034482759,99,99,100,99,99,100,95,99,95.95959595959596,65,99,65.65656565656566,200,30,,,,,
pusht,cem_observed,horizon,Perturbed,100,cem_observed,62,67,92.53731343283582,58,67,86.56716417910448,38,67,56.71641791044776,189,189,100,186,189,98.41269841269842,183,189,96.82539682539682,129,189,68.25396825396825,200,30,,,,,
pusht,cem_observed,horizon,Perturbed 1,100,cem_observed,31,34,91.17647058823529,29,34,85.29411764705883,19,34,55.88235294117647,94,94,100,93,94,98.93617021276596,91,94,96.80851063829788,62,94,65.95744680851064,200,30,,,,,
pusht,cem_observed,horizon,Perturbed 2,100,cem_observed,31,33,93.93939393939394,29,33,87.87878787878788,19,33,57.57575757575758,95,95,100,93,95,97.89473684210526,92,95,96.84210526315789,67,95,70.52631578947368,200,30,,,,,
reacher,cem_observed,horizon,Standard,100,cem_observed,0,20,0,0,20,0,0,20,0,105,108,97.22222222222223,105,108,97.22222222222223,103,108,95.37037037037037,105,108,97.22222222222223,200,30,,,,,
reacher,cem_observed,horizon,Perturbed,100,cem_observed,0,60,0,0,60,0,0,60,0,190,196,96.93877551020408,189,196,96.42857142857143,188,196,95.91836734693878,183,196,93.36734693877551,200,30,,,,,
reacher,cem_observed,horizon,Perturbed 1,100,cem_observed,0,33,0,0,33,0,0,33,0,93,95,97.89473684210526,93,95,97.89473684210526,93,95,97.89473684210526,91,95,95.78947368421052,200,30,,,,,
reacher,cem_observed,horizon,Perturbed 2,100,cem_observed,0,27,0,0,27,0,0,27,0,97,101,96.03960396039604,96,101,95.04950495049505,95,101,94.05940594059406,92,101,91.08910891089108,200,30,,,,,
pusht,rank_final,horizon,Standard,100,rank_final,80,94,85.1063829787234,76,94,80.85106382978724,58,94,61.702127659574465,33,34,97.05882352941177,33,34,97.05882352941177,33,34,97.05882352941177,24,34,70.58823529411765,200,30,,,,,
pusht,rank_final,horizon,Perturbed,100,rank_final,178,220,80.9090909090909,165,220,75,118,220,53.63636363636363,36,36,100,35,36,97.22222222222223,35,36,97.22222222222223,25,36,69.44444444444444,200,30,,,,,
pusht,rank_final,horizon,Perturbed 1,100,rank_final,89,112,79.46428571428571,81,112,72.32142857142857,56,112,50,16,16,100,15,16,93.75,15,16,93.75,11,16,68.75,200,30,,,,,
pusht,rank_final,horizon,Perturbed 2,100,rank_final,89,108,82.4074074074074,84,108,77.77777777777777,62,108,57.407407407407405,20,20,100,20,20,100,20,20,100,14,20,70,200,30,,,,,
reacher,rank_final,horizon,Standard,100,rank_final,0,6,0,0,6,0,0,6,0,113,122,92.62295081967213,112,122,91.80327868852459,109,122,89.34426229508196,64,122,52.459016393442624,200,30,,,,,
reacher,rank_final,horizon,Perturbed,100,rank_final,0,13,0,0,13,0,0,13,0,237,243,97.53086419753086,234,243,96.29629629629629,219,243,90.12345679012346,137,243,56.37860082304527,200,30,,,,,
reacher,rank_final,horizon,Perturbed 1,100,rank_final,0,7,0,0,7,0,0,7,0,117,121,96.69421487603306,117,121,96.69421487603306,112,121,92.56198347107438,65,121,53.71900826446281,200,30,,,,,
reacher,rank_final,horizon,Perturbed 2,100,rank_final,0,6,0,0,6,0,0,6,0,120,122,98.36065573770492,117,122,95.90163934426229,107,122,87.70491803278688,72,122,59.01639344262295,200,30,,,,,
pusht,rank_learned,horizon,Standard,100,rank_learned,44,46,95.65217391304348,40,46,86.95652173913044,25,46,54.34782608695652,82,82,100,81,82,98.78048780487805,79,82,96.34146341463415,51,82,62.19512195121951,200,30,,,,,
pusht,rank_learned,horizon,Perturbed,100,rank_learned,141,157,89.80891719745223,125,157,79.61783439490446,82,157,52.22929936305732,99,99,100,98,99,98.98989898989899,95,99,95.95959595959596,58,99,58.58585858585859,200,30,,,,,
pusht,rank_learned,horizon,Perturbed 1,100,rank_learned,72,79,91.13924050632912,63,79,79.74683544303798,42,79,53.164556962025316,49,49,100,48,49,97.95918367346938,46,49,93.87755102040816,29,49,59.183673469387756,200,30,,,,,
pusht,rank_learned,horizon,Perturbed 2,100,rank_learned,69,78,88.46153846153847,62,78,79.48717948717949,40,78,51.282051282051285,50,50,100,50,50,100,49,50,98,29,50,58,200,30,,,,,
reacher,rank_learned,horizon,Standard,100,rank_learned,0,3,0,0,3,0,0,3,0,124,125,99.2,124,125,99.2,124,125,99.2,97,125,77.6,200,30,,,,,
reacher,rank_learned,horizon,Perturbed,100,rank_learned,0,8,0,0,8,0,0,8,0,247,248,99.59677419354838,247,248,99.59677419354838,247,248,99.59677419354838,193,248,77.8225806451613,200,30,,,,,
reacher,rank_learned,horizon,Perturbed 1,100,rank_learned,0,3,0,0,3,0,0,3,0,125,125,100,125,125,100,125,125,100,99,125,79.2,200,30,,,,,
reacher,rank_learned,horizon,Perturbed 2,100,rank_learned,0,5,0,0,5,0,0,5,0,122,123,99.1869918699187,122,123,99.1869918699187,122,123,99.1869918699187,94,123,76.42276422764228,200,30,,,,,
pusht,rank_observed,horizon,Standard,100,rank_observed,31,37,83.78378378378379,28,37,75.67567567567568,16,37,43.24324324324324,91,91,100,91,91,100,88,91,96.7032967032967,62,91,68.13186813186813,200,30,,,,,
pusht,rank_observed,horizon,Perturbed,100,rank_observed,117,136,86.02941176470588,104,136,76.47058823529412,65,136,47.794117647058826,120,120,100,117,120,97.5,113,120,94.16666666666667,77,120,64.16666666666667,200,30,,,,,
pusht,rank_observed,horizon,Perturbed 1,100,rank_observed,63,70,90,54,70,77.14285714285714,33,70,47.142857142857146,58,58,100,56,58,96.55172413793103,54,58,93.10344827586206,39,58,67.24137931034483,200,30,,,,,
pusht,rank_observed,horizon,Perturbed 2,100,rank_observed,54,66,81.81818181818181,50,66,75.75757575757575,32,66,48.484848484848484,62,62,100,61,62,98.38709677419355,59,62,95.16129032258064,38,62,61.29032258064516,200,30,,,,,
reacher,rank_observed,horizon,Standard,100,rank_observed,0,3,0,0,3,0,0,3,0,124,125,99.2,124,125,99.2,124,125,99.2,119,125,95.2,200,30,,,,,
reacher,rank_observed,horizon,Perturbed,100,rank_observed,0,10,0,0,10,0,0,10,0,245,246,99.59349593495935,245,246,99.59349593495935,244,246,99.1869918699187,238,246,96.7479674796748,200,30,,,,,
reacher,rank_observed,horizon,Perturbed 1,100,rank_observed,0,7,0,0,7,0,0,7,0,121,121,100,121,121,100,121,121,100,117,121,96.69421487603306,200,30,,,,,
reacher,rank_observed,horizon,Perturbed 2,100,rank_observed,0,3,0,0,3,0,0,3,0,124,125,99.2,124,125,99.2,123,125,98.4,121,125,96.8,200,30,,,,,
cube,cem_final,horizon,Standard,25,cem_final,34,91,37.362637362637365,34,91,37.362637362637365,34,91,37.362637362637365,0,12,0,0,12,0,0,12,0,1,12,8.333333333333334,25,30,,,,,
cube,cem_final,horizon,Perturbed,25,cem_final,64,189,33.86243386243386,64,189,33.86243386243386,64,189,33.86243386243386,0,17,0,0,17,0,0,17,0,0,17,0,25,30,,,,,
cube,cem_final,horizon,Perturbed 1,25,cem_final,32,95,33.68421052631579,32,95,33.68421052631579,32,95,33.68421052631579,0,8,0,0,8,0,0,8,0,0,8,0,25,30,,,,,
cube,cem_final,horizon,Perturbed 2,25,cem_final,32,94,34.04255319148936,32,94,34.04255319148936,32,94,34.04255319148936,0,9,0,0,9,0,0,9,0,0,9,0,25,30,,,,,
cube,cem_learned,horizon,Standard,25,cem_learned,3,32,9.375,3,32,9.375,3,32,9.375,10,71,14.084507042253522,6,71,8.450704225352112,2,71,2.816901408450704,5,71,7.042253521126761,25,30,,,,,
cube,cem_learned,horizon,Perturbed,25,cem_learned,41,118,34.74576271186441,41,118,34.74576271186441,41,118,34.74576271186441,17,88,19.318181818181817,9,88,10.227272727272727,3,88,3.409090909090909,6,88,6.818181818181818,25,30,,,,,
cube,cem_learned,horizon,Perturbed 1,25,cem_learned,26,61,42.622950819672134,26,61,42.622950819672134,26,61,42.622950819672134,10,42,23.80952380952381,6,42,14.285714285714286,2,42,4.761904761904762,1,42,2.380952380952381,25,30,,,,,
cube,cem_learned,horizon,Perturbed 2,25,cem_learned,15,57,26.31578947368421,15,57,26.31578947368421,15,57,26.31578947368421,7,46,15.217391304347826,3,46,6.521739130434782,1,46,2.1739130434782608,5,46,10.869565217391305,25,30,,,,,
cube,cem_observed,horizon,Standard,25,cem_observed,3,47,6.382978723404255,3,47,6.382978723404255,3,47,6.382978723404255,13,56,23.214285714285715,10,56,17.857142857142858,4,56,7.142857142857143,12,56,21.428571428571427,25,30,,,,,
cube,cem_observed,horizon,Perturbed,25,cem_observed,36,129,27.906976744186046,36,129,27.906976744186046,36,129,27.906976744186046,26,77,33.76623376623377,17,77,22.07792207792208,7,77,9.090909090909092,16,77,20.77922077922078,25,30,,,,,
cube,cem_observed,horizon,Perturbed 1,25,cem_observed,21,67,31.34328358208955,21,67,31.34328358208955,21,67,31.34328358208955,14,36,38.888888888888886,9,36,25,3,36,8.333333333333334,4,36,11.11111111111111,25,30,,,,,
cube,cem_observed,horizon,Perturbed 2,25,cem_observed,15,62,24.193548387096776,15,62,24.193548387096776,15,62,24.193548387096776,12,41,29.26829268292683,8,41,19.51219512195122,4,41,9.75609756097561,12,41,29.26829268292683,25,30,,,,,
cube,rank_final,horizon,Standard,25,rank_final,6,10,60,6,10,60,6,10,60,14,93,15.053763440860216,7,93,7.526881720430108,5,93,5.376344086021505,6,93,6.451612903225806,25,30,,,,,
cube,rank_final,horizon,Perturbed,25,rank_final,58,100,58,58,100,58,58,100,58,30,106,28.30188679245283,16,106,15.09433962264151,3,106,2.830188679245283,7,106,6.60377358490566,25,30,,,,,
cube,rank_final,horizon,Perturbed 1,25,rank_final,32,52,61.53846153846154,32,52,61.53846153846154,32,52,61.53846153846154,16,51,31.372549019607842,8,51,15.686274509803921,3,51,5.882352941176471,3,51,5.882352941176471,25,30,,,,,
cube,rank_final,horizon,Perturbed 2,25,rank_final,26,48,54.166666666666664,26,48,54.166666666666664,26,48,54.166666666666664,14,55,25.454545454545453,8,55,14.545454545454545,0,55,0,4,55,7.2727272727272725,25,30,,,,,
cube,rank_learned,horizon,Standard,25,rank_learned,3,15,20,3,15,20,3,15,20,16,88,18.181818181818183,10,88,11.363636363636363,3,88,3.409090909090909,12,88,13.636363636363637,25,30,,,,,
cube,rank_learned,horizon,Perturbed,25,rank_learned,49,108,45.370370370370374,49,108,45.370370370370374,49,108,45.370370370370374,24,98,24.489795918367346,17,98,17.346938775510203,8,98,8.16326530612245,13,98,13.26530612244898,25,30,,,,,
cube,rank_learned,horizon,Perturbed 1,25,rank_learned,26,56,46.42857142857143,26,56,46.42857142857143,26,56,46.42857142857143,10,47,21.27659574468085,6,47,12.76595744680851,5,47,10.638297872340425,3,47,6.382978723404255,25,30,,,,,
cube,rank_learned,horizon,Perturbed 2,25,rank_learned,23,52,44.23076923076923,23,52,44.23076923076923,23,52,44.23076923076923,14,51,27.45098039215686,11,51,21.568627450980394,3,51,5.882352941176471,10,51,19.607843137254903,25,30,,,,,
cube,rank_observed,horizon,Standard,25,rank_observed,2,10,20,2,10,20,2,10,20,21,93,22.580645161290324,13,93,13.978494623655914,5,93,5.376344086021505,15,93,16.129032258064516,25,30,,,,,
cube,rank_observed,horizon,Perturbed,25,rank_observed,51,105,48.57142857142857,51,105,48.57142857142857,51,105,48.57142857142857,25,101,24.752475247524753,21,101,20.792079207920793,8,101,7.920792079207921,17,101,16.831683168316832,25,30,,,,,
cube,rank_observed,horizon,Perturbed 1,25,rank_observed,28,54,51.851851851851855,28,54,51.851851851851855,28,54,51.851851851851855,10,49,20.408163265306122,8,49,16.3265306122449,5,49,10.204081632653061,9,49,18.367346938775512,25,30,,,,,
