task,arm,kind,start,config_H,config_arm,stall_W5_numerator,stall_W5_denominator,stall_W5_percent,stall_W10_numerator,stall_W10_denominator,stall_W10_percent,stall_W20_numerator,stall_W20_denominator,stall_W20_percent,physical_detour_0.25_numerator,physical_detour_0.25_denominator,physical_detour_0.25_percent,physical_detour_0.5_numerator,physical_detour_0.5_denominator,physical_detour_0.5_percent,physical_detour_1.0_numerator,physical_detour_1.0_denominator,physical_detour_1.0_percent,latent_detour_numerator,latent_detour_denominator,latent_detour_percent,config_B,config_iterations,config_memory_fraction,config_target_L,config_key,config_span,config_execution
cube,rank_observed,horizon,Perturbed 2,25,rank_observed,23,51,45.09803921568628,23,51,45.09803921568628,23,51,45.09803921568628,15,52,28.846153846153847,13,52,25,3,52,5.769230769230769,8,52,15.384615384615385,25,30,,,,,
pusht,cem_final,horizon,Standard,25,cem_final,37,62,59.67741935483871,6,62,9.67741935483871,6,62,9.67741935483871,13,66,19.696969696969695,9,66,13.636363636363637,6,66,9.090909090909092,1,66,1.5151515151515151,50,30,,,,,
pusht,cem_final,horizon,Perturbed,25,cem_final,84,136,61.76470588235294,17,136,12.5,17,136,12.5,19,120,15.833333333333334,17,120,14.166666666666666,12,120,10,3,120,2.5,50,30,,,,,
pusht,cem_final,horizon,Perturbed 1,25,cem_final,40,66,60.60606060606061,9,66,13.636363636363637,9,66,13.636363636363637,9,62,14.516129032258064,8,62,12.903225806451612,6,62,9.67741935483871,2,62,3.225806451612903,50,30,,,,,
pusht,cem_final,horizon,Perturbed 2,25,cem_final,44,70,62.857142857142854,8,70,11.428571428571429,8,70,11.428571428571429,10,58,17.24137931034483,9,58,15.517241379310345,6,58,10.344827586206897,1,58,1.7241379310344827,50,30,,,,,
reacher,cem_final,horizon,Standard,25,cem_final,0,43,0,0,43,0,0,43,0,35,85,41.1764705882353,31,85,36.470588235294116,24,85,28.235294117647058,19,85,22.352941176470587,50,30,,,,,
reacher,cem_final,horizon,Perturbed,25,cem_final,0,87,0,0,87,0,0,87,0,70,160,43.75,63,160,39.375,47,160,29.375,31,160,19.375,50,30,,,,,
reacher,cem_final,horizon,Perturbed 1,25,cem_final,0,42,0,0,42,0,0,42,0,33,83,39.75903614457831,30,83,36.144578313253014,23,83,27.710843373493976,12,83,14.457831325301205,50,30,,,,,
reacher,cem_final,horizon,Perturbed 2,25,cem_final,0,45,0,0,45,0,0,45,0,37,77,48.05194805194805,33,77,42.857142857142854,24,77,31.16883116883117,19,77,24.675324675324674,50,30,,,,,
tworoom,cem_final,horizon,Standard,25,cem_final,30,89,33.70786516853933,2,89,2.247191011235955,2,89,2.247191011235955,0,31,0,0,31,0,0,31,0,1,31,3.225806451612903,50,30,,,,,
tworoom,cem_final,horizon,Perturbed,25,cem_final,64,167,38.32335329341317,2,167,1.1976047904191616,2,167,1.1976047904191616,3,60,5,1,60,1.6666666666666667,0,60,0,1,60,1.6666666666666667,50,30,,,,,
tworoom,cem_final,horizon,Perturbed 1,25,cem_final,34,85,40,2,85,2.3529411764705883,2,85,2.3529411764705883,2,30,6.666666666666667,0,30,0,0,30,0,1,30,3.3333333333333335,50,30,,,,,
tworoom,cem_final,horizon,Perturbed 2,25,cem_final,30,82,36.58536585365854,0,82,0,0,82,0,1,30,3.3333333333333335,1,30,3.3333333333333335,0,30,0,0,30,0,50,30,,,,,
pusht,cem_learned,horizon,Standard,25,cem_learned,4,11,36.36363636363637,3,11,27.272727272727273,3,11,27.272727272727273,30,117,25.641025641025642,20,117,17.094017094017094,11,117,9.401709401709402,2,117,1.7094017094017093,50,30,,,,,
pusht,cem_learned,horizon,Perturbed,25,cem_learned,20,63,31.746031746031747,9,63,14.285714285714286,9,63,14.285714285714286,55,193,28.497409326424872,38,193,19.689119170984455,16,193,8.290155440414507,1,193,0.5181347150259067,50,30,,,,,
pusht,cem_learned,horizon,Perturbed 1,25,cem_learned,8,28,28.571428571428573,4,28,14.285714285714286,4,28,14.285714285714286,27,100,27,18,100,18,9,100,9,0,100,0,50,30,,,,,
pusht,cem_learned,horizon,Perturbed 2,25,cem_learned,12,35,34.285714285714285,5,35,14.285714285714286,5,35,14.285714285714286,28,93,30.107526881720432,20,93,21.50537634408602,7,93,7.526881720430108,1,93,1.075268817204301,50,30,,,,,
reacher,cem_learned,horizon,Standard,25,cem_learned,0,54,0,0,54,0,0,54,0,36,74,48.648648648648646,21,74,28.37837837837838,14,74,18.91891891891892,6,74,8.108108108108109,50,30,,,,,
reacher,cem_learned,horizon,Perturbed,25,cem_learned,0,108,0,0,108,0,0,108,0,87,139,62.589928057553955,56,139,40.28776978417266,31,139,22.302158273381295,13,139,9.352517985611511,50,30,,,,,
reacher,cem_learned,horizon,Perturbed 1,25,cem_learned,0,55,0,0,55,0,0,55,0,43,70,61.42857142857143,28,70,40,15,70,21.428571428571427,6,70,8.571428571428571,50,30,,,,,
reacher,cem_learned,horizon,Perturbed 2,25,cem_learned,0,53,0,0,53,0,0,53,0,44,69,63.768115942028984,28,69,40.57971014492754,16,69,23.18840579710145,7,69,10.144927536231885,50,30,,,,,
tworoom,cem_learned,horizon,Standard,25,cem_learned,0,1,0,0,1,0,0,1,0,2,119,1.680672268907563,0,119,0,0,119,0,29,119,24.369747899159663,50,30,,,,,
tworoom,cem_learned,horizon,Perturbed,25,cem_learned,0,2,0,0,2,0,0,2,0,9,225,4,4,225,1.7777777777777777,1,225,0.4444444444444444,62,225,27.555555555555557,50,30,,,,,
tworoom,cem_learned,horizon,Perturbed 1,25,cem_learned,0,1,0,0,1,0,0,1,0,2,114,1.7543859649122806,1,114,0.8771929824561403,0,114,0,30,114,26.31578947368421,50,30,,,,,
tworoom,cem_learned,horizon,Perturbed 2,25,cem_learned,0,1,0,0,1,0,0,1,0,7,111,6.306306306306307,3,111,2.7027027027027026,1,111,0.9009009009009009,32,111,28.82882882882883,50,30,,,,,
pusht,cem_observed,horizon,Standard,25,cem_observed,8,11,72.72727272727273,4,11,36.36363636363637,4,11,36.36363636363637,49,117,41.88034188034188,40,117,34.18803418803419,19,117,16.23931623931624,5,117,4.273504273504273,50,30,,,,,
pusht,cem_observed,horizon,Perturbed,25,cem_observed,19,32,59.375,8,32,25,8,32,25,100,224,44.642857142857146,81,224,36.160714285714285,53,224,23.660714285714285,19,224,8.482142857142858,50,30,,,,,
pusht,cem_observed,horizon,Perturbed 1,25,cem_observed,12,15,80,5,15,33.333333333333336,5,15,33.333333333333336,52,113,46.017699115044245,42,113,37.16814159292036,24,113,21.238938053097346,7,113,6.1946902654867255,50,30,,,,,
pusht,cem_observed,horizon,Perturbed 2,25,cem_observed,7,17,41.1764705882353,3,17,17.647058823529413,3,17,17.647058823529413,48,111,43.24324324324324,39,111,35.13513513513514,29,111,26.126126126126128,12,111,10.81081081081081,50,30,,,,,
reacher,cem_observed,horizon,Standard,25,cem_observed,0,42,0,0,42,0,0,42,0,79,86,91.86046511627907,77,86,89.53488372093024,76,86,88.37209302325581,61,86,70.93023255813954,50,30,,,,,
reacher,cem_observed,horizon,Perturbed,25,cem_observed,0,74,0,0,74,0,0,74,0,154,173,89.01734104046243,148,173,85.54913294797687,140,173,80.92485549132948,113,173,65.3179190751445,50,30,,,,,
reacher,cem_observed,horizon,Perturbed 1,25,cem_observed,0,43,0,0,43,0,0,43,0,72,82,87.8048780487805,70,82,85.36585365853658,68,82,82.92682926829268,51,82,62.19512195121951,50,30,,,,,
reacher,cem_observed,horizon,Perturbed 2,25,cem_observed,0,31,0,0,31,0,0,31,0,82,91,90.10989010989012,78,91,85.71428571428571,72,91,79.12087912087912,62,91,68.13186813186813,50,30,,,,,
tworoom,cem_observed,horizon,Standard,25,cem_observed,4,14,28.571428571428573,0,14,0,0,14,0,18,106,16.9811320754717,7,106,6.60377358490566,1,106,0.9433962264150944,43,106,40.56603773584906,50,30,,,,,
tworoom,cem_observed,horizon,Perturbed,25,cem_observed,12,36,33.333333333333336,0,36,0,0,36,0,42,191,21.98952879581152,14,191,7.329842931937173,3,191,1.5706806282722514,73,191,38.21989528795812,50,30,,,,,
tworoom,cem_observed,horizon,Perturbed 1,25,cem_observed,5,20,25,0,20,0,0,20,0,21,95,22.105263157894736,9,95,9.473684210526315,1,95,1.0526315789473684,37,95,38.94736842105263,50,30,,,,,
tworoom,cem_observed,horizon,Perturbed 2,25,cem_observed,7,16,43.75,0,16,0,0,16,0,21,96,21.875,5,96,5.208333333333333,2,96,2.0833333333333335,36,96,37.5,50,30,,,,,
pusht,rank_final,horizon,Standard,25,rank_final,6,13,46.15384615384615,0,13,0,0,13,0,28,115,24.347826086956523,21,115,18.26086956521739,14,115,12.173913043478262,0,115,0,50,30,,,,,
pusht,rank_final,horizon,Perturbed,25,rank_final,39,82,47.5609756097561,14,82,17.073170731707318,14,82,17.073170731707318,43,174,24.71264367816092,31,174,17.816091954022987,19,174,10.919540229885058,10,174,5.747126436781609,50,30,,,,,
pusht,rank_final,horizon,Perturbed 1,25,rank_final,16,37,43.24324324324324,6,37,16.216216216216218,6,37,16.216216216216218,25,91,27.47252747252747,18,91,19.78021978021978,12,91,13.186813186813186,5,91,5.4945054945054945,50,30,,,,,
pusht,rank_final,horizon,Perturbed 2,25,rank_final,23,45,51.111111111111114,8,45,17.77777777777778,8,45,17.77777777777778,18,83,21.686746987951807,13,83,15.662650602409638,7,83,8.433734939759036,5,83,6.024096385542169,50,30,,,,,
reacher,rank_final,horizon,Standard,25,rank_final,0,10,0,0,10,0,0,10,0,96,118,81.35593220338983,93,118,78.8135593220339,85,118,72.03389830508475,25,118,21.1864406779661,50,30,,,,,
reacher,rank_final,horizon,Perturbed,25,rank_final,0,18,0,0,18,0,0,18,0,191,229,83.4061135371179,189,229,82.53275109170306,175,229,76.41921397379913,51,229,22.270742358078603,50,30,,,,,
reacher,rank_final,horizon,Perturbed 1,25,rank_final,0,9,0,0,9,0,0,9,0,99,116,85.34482758620689,98,116,84.48275862068965,91,116,78.44827586206897,21,116,18.103448275862068,50,30,,,,,
reacher,rank_final,horizon,Perturbed 2,25,rank_final,0,9,0,0,9,0,0,9,0,92,113,81.41592920353982,91,113,80.53097345132744,84,113,74.33628318584071,30,113,26.548672566371682,50,30,,,,,
tworoom,rank_final,horizon,Standard,25,rank_final,0,0,,0,0,,0,0,,69,120,57.5,25,120,20.833333333333332,1,120,0.8333333333333334,15,120,12.5,50,30,,,,,
tworoom,rank_final,horizon,Perturbed,25,rank_final,1,2,50,0,2,0,0,2,0,135,225,60,48,225,21.333333333333332,3,225,1.3333333333333333,34,225,15.11111111111111,50,30,,,,,
tworoom,rank_final,horizon,Perturbed 1,25,rank_final,1,1,100,0,1,0,0,1,0,71,114,62.280701754385966,27,114,23.68421052631579,2,114,1.7543859649122806,17,114,14.912280701754385,50,30,,,,,
tworoom,rank_final,horizon,Perturbed 2,25,rank_final,0,1,0,0,1,0,0,1,0,64,111,57.65765765765766,21,111,18.91891891891892,1,111,0.9009009009009009,17,111,15.315315315315315,50,30,,,,,
pusht,rank_learned,horizon,Standard,25,rank_learned,3,5,60,2,5,40,2,5,40,29,123,23.577235772357724,23,123,18.69918699186992,19,123,15.447154471544716,2,123,1.6260162601626016,50,30,,,,,
pusht,rank_learned,horizon,Perturbed,25,rank_learned,45,81,55.55555555555556,16,81,19.753086419753085,16,81,19.753086419753085,52,175,29.714285714285715,35,175,20,20,175,11.428571428571429,9,175,5.142857142857143,50,30,,,,,
pusht,rank_learned,horizon,Perturbed 1,25,rank_learned,22,40,55,8,40,20,8,40,20,30,88,34.09090909090909,20,88,22.727272727272727,12,88,13.636363636363637,5,88,5.681818181818182,50,30,,,,,
pusht,rank_learned,horizon,Perturbed 2,25,rank_learned,23,41,56.09756097560975,8,41,19.51219512195122,8,41,19.51219512195122,22,87,25.28735632183908,15,87,17.24137931034483,8,87,9.195402298850574,4,87,4.597701149425287,50,30,,,,,
reacher,rank_learned,horizon,Standard,25,rank_learned,0,16,0,0,16,0,0,16,0,105,112,93.75,102,112,91.07142857142857,96,112,85.71428571428571,31,112,27.678571428571427,50,30,,,,,
reacher,rank_learned,horizon,Perturbed,25,rank_learned,0,30,0,0,30,0,0,30,0,211,217,97.23502304147465,206,217,94.93087557603687,195,217,89.86175115207374,61,217,28.110599078341014,50,30,,,,,
reacher,rank_learned,horizon,Perturbed 1,25,rank_learned,0,16,0,0,16,0,0,16,0,104,109,95.41284403669725,102,109,93.57798165137615,95,109,87.1559633027523,26,109,23.853211009174313,50,30,,,,,
reacher,rank_learned,horizon,Perturbed 2,25,rank_learned,0,14,0,0,14,0,0,14,0,107,108,99.07407407407408,104,108,96.29629629629629,100,108,92.5925925925926,35,108,32.407407407407405,50,30,,,,,
tworoom,rank_learned,horizon,Standard,25,rank_learned,0,0,,0,0,,0,0,,99,120,82.5,36,120,30,0,120,0,33,120,27.5,50,30,,,,,
tworoom,rank_learned,horizon,Perturbed,25,rank_learned,0,1,0,0,1,0,0,1,0,188,226,83.1858407079646,70,226,30.97345132743363,0,226,0,67,226,29.646017699115045,50,30,,,,,
tworoom,rank_learned,horizon,Perturbed 1,25,rank_learned,0,1,0,0,1,0,0,1,0,94,114,82.45614035087719,39,114,34.21052631578947,0,114,0,31,114,27.19298245614035,50,30,,,,,
tworoom,rank_learned,horizon,Perturbed 2,25,rank_learned,0,0,,0,0,,0,0,,94,112,83.92857142857143,31,112,27.678571428571427,0,112,0,36,112,32.142857142857146,50,30,,,,,
pusht,rank_observed,horizon,Standard,25,rank_observed,2,6,33.333333333333336,2,6,33.333333333333336,2,6,33.333333333333336,39,122,31.9672131147541,26,122,21.311475409836067,20,122,16.39344262295082,5,122,4.098360655737705,50,30,,,,,
pusht,rank_observed,horizon,Perturbed,25,rank_observed,37,74,50,14,74,18.91891891891892,14,74,18.91891891891892,60,182,32.967032967032964,45,182,24.725274725274726,29,182,15.934065934065934,16,182,8.791208791208792,50,30,,,,,
pusht,rank_observed,horizon,Perturbed 1,25,rank_observed,18,35,51.42857142857143,6,35,17.142857142857142,6,35,17.142857142857142,33,93,35.483870967741936,29,93,31.182795698924732,19,93,20.43010752688172,8,93,8.602150537634408,50,30,,,,,
pusht,rank_observed,horizon,Perturbed 2,25,rank_observed,19,39,48.717948717948715,8,39,20.512820512820515,8,39,20.512820512820515,27,89,30.337078651685392,16,89,17.97752808988764,10,89,11.235955056179776,8,89,8.98876404494382,50,30,,,,,
reacher,rank_observed,horizon,Standard,25,rank_observed,0,11,0,0,11,0,0,11,0,110,117,94.01709401709402,110,117,94.01709401709402,107,117,91.45299145299145,68,117,58.11965811965812,50,30,,,,,
reacher,rank_observed,horizon,Perturbed,25,rank_observed,0,21,0,0,21,0,0,21,0,215,226,95.13274336283186,212,226,93.80530973451327,204,226,90.26548672566372,123,226,54.424778761061944,50,30,,,,,
reacher,rank_observed,horizon,Perturbed 1,25,rank_observed,0,10,0,0,10,0,0,10,0,110,115,95.65217391304348,109,115,94.78260869565217,105,115,91.30434782608695,58,115,50.43478260869565,50,30,,,,,
reacher,rank_observed,horizon,Perturbed 2,25,rank_observed,0,11,0,0,11,0,0,11,0,105,111,94.5945945945946,103,111,92.7927927927928,99,111,89.1891891891892,65,111,58.55855855855856,50,30,,,,,
tworoom,rank_observed,horizon,Standard,25,rank_observed,0,0,,0,0,,0,0,,94,120,78.33333333333333,34,120,28.333333333333332,5,120,4.166666666666667,51,120,42.5,50,30,,,,,
tworoom,rank_observed,horizon,Perturbed,25,rank_observed,0,0,,0,0,,0,0,,185,227,81.49779735682819,77,227,33.92070484581498,6,227,2.643171806167401,88,227,38.76651982378855,50,30,,,,,
tworoom,rank_observed,horizon,Perturbed 1,25,rank_observed,0,0,,0,0,,0,0,,95,115,82.6086956521739,37,115,32.17391304347826,4,115,3.4782608695652173,45,115,39.130434782608695,50,30,,,,,
tworoom,rank_observed,horizon,Perturbed 2,25,rank_observed,0,0,,0,0,,0,0,,90,112,80.35714285714286,40,112,35.714285714285715,2,112,1.7857142857142858,43,112,38.392857142857146,50,30,,,,,
cube,cem_final,horizon,Standard,50,cem_final,117,119,98.31932773109244,51,119,42.857142857142854,51,119,42.857142857142854,3,8,37.5,1,8,12.5,1,8,12.5,0,8,0,50,30,,,,,
cube,cem_final,horizon,Perturbed,50,cem_final,237,245,96.73469387755102,111,245,45.30612244897959,111,245,45.30612244897959,2,9,22.22222222222222,1,9,11.11111111111111,1,9,11.11111111111111,2,9,22.22222222222222,50,30,,,,,
cube,cem_final,horizon,Perturbed 1,50,cem_final,118,121,97.52066115702479,56,121,46.28099173553719,56,121,46.28099173553719,1,6,16.666666666666668,0,6,0,0,6,0,1,6,16.666666666666668,50,30,,,,,
cube,cem_final,horizon,Perturbed 2,50,cem_final,119,124,95.96774193548387,55,124,44.354838709677416,55,124,44.354838709677416,1,3,33.333333333333336,1,3,33.333333333333336,1,3,33.333333333333336,1,3,33.333333333333336,50,30,,,,,
cube,cem_learned,horizon,Standard,50,cem_learned,28,53,52.83018867924528,12,53,22.641509433962263,12,53,22.641509433962263,50,74,67.56756756756756,42,74,56.75675675675676,37,74,50,21,74,28.37837837837838,50,30,,,,,
cube,cem_learned,horizon,Perturbed,50,cem_learned,115,159,72.32704402515724,59,159,37.106918238993714,59,159,37.106918238993714,70,95,73.6842105263158,62,95,65.26315789473684,50,95,52.63157894736842,30,95,31.57894736842105,50,30,,,,,
cube,cem_learned,horizon,Perturbed 1,50,cem_learned,56,83,67.46987951807229,29,83,34.93975903614458,29,83,34.93975903614458,31,44,70.45454545454545,28,44,63.63636363636363,23,44,52.27272727272727,15,44,34.09090909090909,50,30,,,,,
cube,cem_learned,horizon,Perturbed 2,50,cem_learned,59,76,77.63157894736842,30,76,39.473684210526315,30,76,39.473684210526315,39,51,76.47058823529412,34,51,66.66666666666667,27,51,52.94117647058823,15,51,29.41176470588235,50,30,,,,,
cube,cem_observed,horizon,Standard,50,cem_observed,57,67,85.07462686567165,36,67,53.73134328358209,36,67,53.73134328358209,43,60,71.66666666666667,38,60,63.333333333333336,34,60,56.666666666666664,20,60,33.333333333333336,50,30,,,,,
cube,cem_observed,horizon,Perturbed,50,cem_observed,155,178,87.07865168539325,88,178,49.438202247191015,88,178,49.438202247191015,61,76,80.26315789473684,55,76,72.36842105263158,49,76,64.47368421052632,28,76,36.8421052631579,50,30,,,,,
cube,cem_observed,horizon,Perturbed 1,50,cem_observed,80,92,86.95652173913044,43,92,46.73913043478261,43,92,46.73913043478261,29,35,82.85714285714286,25,35,71.42857142857143,22,35,62.857142857142854,12,35,34.285714285714285,50,30,,,,,
cube,cem_observed,horizon,Perturbed 2,50,cem_observed,75,86,87.20930232558139,45,86,52.325581395348834,45,86,52.325581395348834,32,41,78.04878048780488,30,41,73.17073170731707,27,41,65.85365853658537,16,41,39.02439024390244,50,30,,,,,
cube,rank_final,horizon,Standard,50,rank_final,38,41,92.6829268292683,31,41,75.60975609756098,31,41,75.60975609756098,59,86,68.6046511627907,57,86,66.27906976744185,40,86,46.51162790697674,15,86,17.441860465116278,50,30,,,,,
cube,rank_final,horizon,Perturbed,50,rank_final,139,144,96.52777777777777,95,144,65.97222222222223,95,144,65.97222222222223,89,110,80.9090909090909,77,110,70,59,110,53.63636363636363,16,110,14.545454545454545,50,30,,,,,
cube,rank_final,horizon,Perturbed 1,50,rank_final,71,73,97.26027397260275,49,73,67.12328767123287,49,73,67.12328767123287,41,54,75.92592592592592,38,54,70.37037037037037,29,54,53.7037037037037,9,54,16.666666666666668,50,30,,,,,
cube,rank_final,horizon,Perturbed 2,50,rank_final,68,71,95.77464788732394,46,71,64.78873239436619,46,71,64.78873239436619,48,56,85.71428571428571,39,56,69.64285714285714,30,56,53.57142857142857,7,56,12.5,50,30,,,,,
cube,rank_learned,horizon,Standard,50,rank_learned,11,21,52.38095238095238,9,21,42.857142857142854,9,21,42.857142857142854,70,106,66.0377358490566,61,106,57.54716981132076,46,106,43.39622641509434,37,106,34.905660377358494,50,30,,,,,
cube,rank_learned,horizon,Perturbed,50,rank_learned,101,132,76.51515151515152,62,132,46.96969696969697,62,132,46.96969696969697,94,122,77.04918032786885,78,122,63.9344262295082,62,122,50.81967213114754,35,122,28.688524590163933,50,30,,,,,
cube,rank_learned,horizon,Perturbed 1,50,rank_learned,53,67,79.1044776119403,31,67,46.26865671641791,31,67,46.26865671641791,42,60,70,35,60,58.333333333333336,27,60,45,16,60,26.666666666666668,50,30,,,,,
cube,rank_learned,horizon,Perturbed 2,50,rank_learned,48,65,73.84615384615384,31,65,47.69230769230769,31,65,47.69230769230769,52,62,83.87096774193549,43,62,69.35483870967742,35,62,56.45161290322581,19,62,30.64516129032258,50,30,,,,,
cube,rank_observed,horizon,Standard,50,rank_observed,31,38,81.57894736842105,28,38,73.6842105263158,28,38,73.6842105263158,69,89,77.52808988764045,57,89,64.04494382022472,46,89,51.68539325842696,32,89,35.95505617977528,50,30,,,,,
cube,rank_observed,horizon,Perturbed,50,rank_observed,129,143,90.20979020979021,81,143,56.64335664335665,81,143,56.64335664335665,82,111,73.87387387387388,76,111,68.46846846846847,67,111,60.36036036036036,31,111,27.92792792792793,50,30,,,,,
cube,rank_observed,horizon,Perturbed 1,50,rank_observed,65,69,94.20289855072464,41,69,59.42028985507246,41,69,59.42028985507246,42,58,72.41379310344827,38,58,65.51724137931035,36,58,62.06896551724138,17,58,29.310344827586206,50,30,,,,,
cube,rank_observed,horizon,Perturbed 2,50,rank_observed,64,74,86.48648648648648,40,74,54.054054054054056,40,74,54.054054054054056,40,53,75.47169811320755,38,53,71.69811320754717,31,53,58.490566037735846,14,53,26.41509433962264,50,30,,,,,
tworoom,cem_final,budget,Standard,100,cem_final,77,127,60.62992125984252,71,127,55.90551181102362,59,127,46.45669291338583,1,1,100,1,1,100,0,1,0,0,1,0,,10,,,,,
tworoom,cem_final,budget,Perturbed,100,cem_final,144,252,57.142857142857146,132,252,52.38095238095238,117,252,46.42857142857143,3,4,75,3,4,75,0,4,0,0,4,0,,10,,,,,
tworoom,cem_final,budget,Perturbed 1,100,cem_final,70,126,55.55555555555556,65,126,51.58730158730159,55,126,43.65079365079365,2,2,100,2,2,100,0,2,0,0,2,0,,10,,,,,
tworoom,cem_final,budget,Perturbed 2,100,cem_final,74,126,58.73015873015873,67,126,53.17460317460318,62,126,49.20634920634921,1,2,50,1,2,50,0,2,0,0,2,0,,10,,,,,
tworoom,cem_final,budget,Standard,100,cem_final,125,128,97.65625,121,128,94.53125,112,128,87.5,0,0,,0,0,,0,0,,0,0,,,1,,,,,
tworoom,cem_final,budget,Perturbed,100,cem_final,253,256,98.828125,250,256,97.65625,239,256,93.359375,0,0,,0,0,,0,0,,0,0,,,1,,,,,
tworoom,cem_final,budget,Perturbed 1,100,cem_final,126,128,98.4375,124,128,96.875,118,128,92.1875,0,0,,0,0,,0,0,,0,0,,,1,,,,,
tworoom,cem_final,budget,Perturbed 2,100,cem_final,127,128,99.21875,126,128,98.4375,121,128,94.53125,0,0,,0,0,,0,0,,0,0,,,1,,,,,
tworoom,cem_final,budget,Standard,100,cem_final,126,128,98.4375,123,128,96.09375,118,128,92.1875,0,0,,0,0,,0,0,,0,0,,,2,,,,,
tworoom,cem_final,budget,Perturbed,100,cem_final,252,256,98.4375,250,256,97.65625,242,256,94.53125,0,0,,0,0,,0,0,,0,0,,,2,,,,,
tworoom,cem_final,budget,Perturbed 1,100,cem_final,125,128,97.65625,124,128,96.875,120,128,93.75,0,0,,0,0,,0,0,,0,0,,,2,,,,,
tworoom,cem_final,budget,Perturbed 2,100,cem_final,127,128,99.21875,126,128,98.4375,122,128,95.3125,0,0,,0,0,,0,0,,0,0,,,2,,,,,
tworoom,cem_final,budget,Standard,100,cem_final,113,127,88.97637795275591,111,127,87.4015748031496,109,127,85.8267716535433,0,1,0,0,1,0,0,1,0,0,1,0,,5,,,,,
tworoom,cem_final,budget,Perturbed,100,cem_final,224,256,87.5,216,256,84.375,213,256,83.203125,0,0,,0,0,,0,0,,0,0,,,5,,,,,
tworoom,cem_final,budget,Perturbed 1,100,cem_final,111,128,86.71875,106,128,82.8125,108,128,84.375,0,0,,0,0,,0,0,,0,0,,,5,,,,,
tworoom,cem_final,budget,Perturbed 2,100,cem_final,113,128,88.28125,110,128,85.9375,105,128,82.03125,0,0,,0,0,,0,0,,0,0,,,5,,,,,
tworoom,cem_learned,budget,Standard,100,cem_learned,5,57,8.771929824561404,5,57,8.771929824561404,2,57,3.508771929824561,31,71,43.66197183098591,21,71,29.577464788732396,4,71,5.633802816901408,45,71,63.38028169014085,,10,,,,,
tworoom,cem_learned,budget,Perturbed,100,cem_learned,6,119,5.042016806722689,9,119,7.563025210084033,3,119,2.5210084033613445,52,137,37.956204379562045,31,137,22.62773722627737,10,137,7.299270072992701,85,137,62.043795620437955,,10,,,,,
tworoom,cem_learned,budget,Perturbed 1,100,cem_learned,2,60,3.3333333333333335,4,60,6.666666666666667,1,60,1.6666666666666667,26,68,38.23529411764706,16,68,23.529411764705884,5,68,7.352941176470588,40,68,58.8235294117647,,10,,,,,
tworoom,cem_learned,budget,Perturbed 2,100,cem_learned,4,59,6.779661016949152,5,59,8.474576271186441,2,59,3.389830508474576,26,69,37.68115942028985,15,69,21.73913043478261,5,69,7.246376811594203,45,69,65.21739130434783,,10,,,,,
tworoom,cem_learned,budget,Standard,100,cem_learned,67,84,79.76190476190476,62,84,73.80952380952381,48,84,57.142857142857146,1,44,2.272727272727273,1,44,2.272727272727273,0,44,0,29,44,65.9090909090909,,1,,,,,
tworoom,cem_learned,budget,Perturbed,100,cem_learned,147,166,88.55421686746988,133,166,80.12048192771084,99,166,59.63855421686747,3,90,3.3333333333333335,2,90,2.2222222222222223,0,90,0,54,90,60,,1,,,,,
tworoom,cem_learned,budget,Perturbed 1,100,cem_learned,75,84,89.28571428571429,67,84,79.76190476190476,46,84,54.76190476190476,1,44,2.272727272727273,0,44,0,0,44,0,25,44,56.81818181818182,,1,,,,,
tworoom,cem_learned,budget,Perturbed 2,100,cem_learned,72,82,87.8048780487805,66,82,80.48780487804878,53,82,64.63414634146342,2,46,4.3478260869565215,2,46,4.3478260869565215,0,46,0,29,46,63.04347826086956,,1,,,,,
tworoom,cem_learned,budget,Standard,100,cem_learned,56,78,71.7948717948718,47,78,60.256410256410255,39,78,50,6,50,12,5,50,10,0,50,0,29,50,58,,2,,,,,
tworoom,cem_learned,budget,Perturbed,100,cem_learned,108,151,71.52317880794702,93,151,61.58940397350993,78,151,51.65562913907285,13,105,12.380952380952381,8,105,7.619047619047619,0,105,0,63,105,60,,2,,,,,
tworoom,cem_learned,budget,Perturbed 1,100,cem_learned,55,77,71.42857142857143,46,77,59.74025974025974,39,77,50.64935064935065,8,51,15.686274509803921,6,51,11.764705882352942,0,51,0,31,51,60.78431372549019,,2,,,,,
tworoom,cem_learned,budget,Perturbed 2,100,cem_learned,53,74,71.62162162162163,47,74,63.513513513513516,39,74,52.7027027027027,5,54,9.25925925925926,2,54,3.7037037037037037,0,54,0,32,54,59.25925925925926,,2,,,,,
tworoom,cem_learned,main,Standard,100,cem_learned,0,60,0,0,60,0,0,60,0,27,68,39.705882352941174,19,68,27.941176470588236,5,68,7.352941176470588,42,68,61.76470588235294,,30,,,,,
tworoom,cem_learned,main,Perturbed,100,cem_learned,0,115,0,0,115,0,0,115,0,55,141,39.00709219858156,38,141,26.95035460992908,15,141,10.638297872340425,88,141,62.4113475177305,,30,,,,,
tworoom,cem_learned,main,Perturbed 1,100,cem_learned,0,59,0,0,59,0,0,59,0,25,69,36.231884057971016,20,69,28.985507246376812,8,69,11.594202898550725,42,69,60.869565217391305,,30,,,,,
tworoom,cem_learned,main,Perturbed 2,100,cem_learned,0,56,0,0,56,0,0,56,0,30,72,41.666666666666664,18,72,25,7,72,9.722222222222221,46,72,63.888888888888886,,30,,,,,
