task,query_ordinal,condition,selector,entered_policy,success,primitive_steps,first_candidate_rank
cube,0,clean,Direct,1,1,21,0
cube,0,clean,Predictor-Final,1,1,32,7
cube,0,clean,Predictor-Observed,1,1,22,2
cube,0,clean,Predictor-Learned,1,1,17,1
cube,0,clean,Simulator-Final,1,1,31,4
cube,0,clean,Simulator-Observed,1,1,22,2
cube,0,clean,Simulator-Learned,1,1,21,3
cube,0,clean,Displacement-Observed,1,1,21,0
cube,0,prefix_a,Direct,1,1,26,0
cube,0,prefix_a,Predictor-Final,1,1,19,6
cube,0,prefix_a,Predictor-Observed,1,1,19,6
cube,0,prefix_a,Predictor-Learned,1,1,25,3
cube,0,prefix_a,Simulator-Final,1,1,30,7
cube,0,prefix_a,Simulator-Observed,1,1,25,3
cube,0,prefix_a,Simulator-Learned,1,1,27,5
cube,0,prefix_a,Displacement-Observed,1,1,26,0
cube,0,prefix_b,Direct,1,1,17,0
cube,0,prefix_b,Predictor-Final,1,1,13,5
cube,0,prefix_b,Predictor-Observed,1,1,17,0
cube,0,prefix_b,Predictor-Learned,1,1,17,0
cube,0,prefix_b,Simulator-Final,1,1,13,5
cube,0,prefix_b,Simulator-Observed,1,1,17,0
cube,0,prefix_b,Simulator-Learned,1,1,17,0
cube,0,prefix_b,Displacement-Observed,1,1,15,3
cube,1,clean,Direct,1,1,36,0
cube,1,clean,Predictor-Final,1,1,38,7
cube,1,clean,Predictor-Observed,1,1,38,7
cube,1,clean,Predictor-Learned,1,1,38,2
cube,1,clean,Simulator-Final,1,1,38,7
cube,1,clean,Simulator-Observed,1,1,38,7
cube,1,clean,Simulator-Learned,1,1,38,2
cube,1,clean,Displacement-Observed,1,1,38,7
cube,1,prefix_a,Direct,1,0,150,0
cube,1,prefix_a,Predictor-Final,1,0,150,5
cube,1,prefix_a,Predictor-Observed,1,1,42,2
cube,1,prefix_a,Predictor-Learned,1,1,40,3
cube,1,prefix_a,Simulator-Final,1,0,150,5
cube,1,prefix_a,Simulator-Observed,1,1,40,3
cube,1,prefix_a,Simulator-Learned,1,1,40,3
cube,1,prefix_a,Displacement-Observed,1,1,37,7
cube,1,prefix_b,Direct,1,1,38,0
cube,1,prefix_b,Predictor-Final,1,1,38,3
cube,1,prefix_b,Predictor-Observed,1,1,41,1
cube,1,prefix_b,Predictor-Learned,1,1,38,6
cube,1,prefix_b,Simulator-Final,1,1,38,3
cube,1,prefix_b,Simulator-Observed,1,1,41,1
cube,1,prefix_b,Simulator-Learned,1,1,38,6
cube,1,prefix_b,Displacement-Observed,1,1,41,1
cube,2,clean,Direct,1,1,38,0
cube,2,clean,Predictor-Final,1,1,38,7
cube,2,clean,Predictor-Observed,1,1,38,0
cube,2,clean,Predictor-Learned,1,1,38,7
cube,2,clean,Simulator-Final,1,0,150,6
cube,2,clean,Simulator-Observed,1,1,38,7
cube,2,clean,Simulator-Learned,1,1,41,4
cube,2,clean,Displacement-Observed,1,1,38,0
cube,2,prefix_a,Direct,1,1,42,0
cube,2,prefix_a,Predictor-Final,1,0,150,7
cube,2,prefix_a,Predictor-Observed,1,1,42,0
cube,2,prefix_a,Predictor-Learned,1,1,43,3
cube,2,prefix_a,Simulator-Final,1,0,150,7
cube,2,prefix_a,Simulator-Observed,1,1,42,0
cube,2,prefix_a,Simulator-Learned,1,1,43,3
cube,2,prefix_a,Displacement-Observed,1,1,42,0
cube,2,prefix_b,Direct,1,1,29,0
cube,2,prefix_b,Predictor-Final,1,1,34,1
cube,2,prefix_b,Predictor-Observed,1,1,29,0
cube,2,prefix_b,Predictor-Learned,1,1,30,7
cube,2,prefix_b,Simulator-Final,1,1,29,0
cube,2,prefix_b,Simulator-Observed,1,1,29,0
cube,2,prefix_b,Simulator-Learned,1,1,30,7
cube,2,prefix_b,Displacement-Observed,1,1,29,0
cube,3,clean,Direct,1,1,52,0
cube,3,clean,Predictor-Final,1,0,150,7
cube,3,clean,Predictor-Observed,1,1,52,0
cube,3,clean,Predictor-Learned,1,0,150,3
cube,3,clean,Simulator-Final,1,0,150,7
cube,3,clean,Simulator-Observed,1,1,52,0
cube,3,clean,Simulator-Learned,1,0,150,3
cube,3,clean,Displacement-Observed,1,0,150,3
cube,3,prefix_a,Direct,1,0,150,0
cube,3,prefix_a,Predictor-Final,1,0,150,7
cube,3,prefix_a,Predictor-Observed,1,0,150,0
cube,3,prefix_a,Predictor-Learned,1,0,150,6
cube,3,prefix_a,Simulator-Final,1,0,150,5
cube,3,prefix_a,Simulator-Observed,1,0,150,0
cube,3,prefix_a,Simulator-Learned,1,0,150,1
cube,3,prefix_a,Displacement-Observed,1,0,150,0
cube,3,prefix_b,Direct,1,1,51,0
cube,3,prefix_b,Predictor-Final,1,0,150,7
cube,3,prefix_b,Predictor-Observed,1,0,150,7
cube,3,prefix_b,Predictor-Learned,1,1,53,3
cube,3,prefix_b,Simulator-Final,1,0,150,7
cube,3,prefix_b,Simulator-Observed,1,0,150,7
cube,3,prefix_b,Simulator-Learned,1,1,53,3
cube,3,prefix_b,Displacement-Observed,1,1,53,3
cube,4,clean,Direct,1,1,20,0
cube,4,clean,Predictor-Final,1,1,17,3
cube,4,clean,Predictor-Observed,1,1,20,0
cube,4,clean,Predictor-Learned,1,1,17,3
cube,4,clean,Simulator-Final,1,1,17,3
cube,4,clean,Simulator-Observed,1,1,20,0
cube,4,clean,Simulator-Learned,1,1,17,3
cube,4,clean,Displacement-Observed,1,1,20,0
cube,4,prefix_a,Direct,1,1,16,0
cube,4,prefix_a,Predictor-Final,1,1,18,6
cube,4,prefix_a,Predictor-Observed,1,1,18,6
cube,4,prefix_a,Predictor-Learned,1,1,18,5
cube,4,prefix_a,Simulator-Final,1,1,18,3
cube,4,prefix_a,Simulator-Observed,1,1,18,6
cube,4,prefix_a,Simulator-Learned,1,1,18,5
cube,4,prefix_a,Displacement-Observed,1,1,16,0
cube,4,prefix_b,Direct,1,0,150,0
cube,4,prefix_b,Predictor-Final,1,0,150,4
cube,4,prefix_b,Predictor-Observed,1,0,150,2
cube,4,prefix_b,Predictor-Learned,1,0,150,6
cube,4,prefix_b,Simulator-Final,1,0,150,6
cube,4,prefix_b,Simulator-Observed,1,0,150,0
cube,4,prefix_b,Simulator-Learned,1,0,150,6
cube,4,prefix_b,Displacement-Observed,1,0,150,0
cube,5,clean,Direct,1,1,26,0
cube,5,clean,Predictor-Final,1,0,150,2
cube,5,clean,Predictor-Observed,1,1,26,0
cube,5,clean,Predictor-Learned,1,1,42,6
cube,5,clean,Simulator-Final,1,1,26,5
cube,5,clean,Simulator-Observed,1,1,26,0
cube,5,clean,Simulator-Learned,1,1,42,6
cube,5,clean,Displacement-Observed,1,1,26,0
cube,5,prefix_a,Direct,1,0,150,0
cube,5,prefix_a,Predictor-Final,1,0,150,0
cube,5,prefix_a,Predictor-Observed,1,0,150,0
cube,5,prefix_a,Predictor-Learned,1,1,25,2
cube,5,prefix_a,Simulator-Final,1,1,26,5
cube,5,prefix_a,Simulator-Observed,1,1,26,5
cube,5,prefix_a,Simulator-Learned,1,1,25,4
cube,5,prefix_a,Displacement-Observed,1,0,150,0
cube,5,prefix_b,Direct,1,0,150,0
cube,5,prefix_b,Predictor-Final,1,0,150,5
cube,5,prefix_b,Predictor-Observed,1,0,150,0
cube,5,prefix_b,Predictor-Learned,1,0,150,4
cube,5,prefix_b,Simulator-Final,1,0,150,4
cube,5,prefix_b,Simulator-Observed,1,0,150,2
cube,5,prefix_b,Simulator-Learned,1,0,150,4
cube,5,prefix_b,Displacement-Observed,1,0,150,0
cube,6,clean,Direct,1,0,150,0
cube,6,clean,Predictor-Final,1,0,150,7
cube,6,clean,Predictor-Observed,1,0,150,2
cube,6,clean,Predictor-Learned,1,0,150,7
cube,6,clean,Simulator-Final,1,0,150,7
cube,6,clean,Simulator-Observed,1,0,150,2
cube,6,clean,Simulator-Learned,1,0,150,7
cube,6,clean,Displacement-Observed,1,0,150,1
cube,6,prefix_a,Direct,1,0,150,0
cube,6,prefix_a,Predictor-Final,1,0,150,7
cube,6,prefix_a,Predictor-Observed,1,0,150,3
cube,6,prefix_a,Predictor-Learned,1,0,150,7
cube,6,prefix_a,Simulator-Final,1,0,150,7
cube,6,prefix_a,Simulator-Observed,1,0,150,3
cube,6,prefix_a,Simulator-Learned,1,0,150,7
cube,6,prefix_a,Displacement-Observed,1,0,150,2
cube,6,prefix_b,Direct,1,0,150,0
cube,6,prefix_b,Predictor-Final,1,0,150,7
cube,6,prefix_b,Predictor-Observed,1,0,150,3
cube,6,prefix_b,Predictor-Learned,1,0,150,0
cube,6,prefix_b,Simulator-Final,1,0,150,0
cube,6,prefix_b,Simulator-Observed,1,0,150,6
cube,6,prefix_b,Simulator-Learned,1,0,150,0
cube,6,prefix_b,Displacement-Observed,1,0,150,1
cube,7,clean,Direct,1,1,31,0
cube,7,clean,Predictor-Final,1,1,31,3
cube,7,clean,Predictor-Observed,1,1,31,0
cube,7,clean,Predictor-Learned,1,1,41,5
cube,7,clean,Simulator-Final,1,1,31,3
cube,7,clean,Simulator-Observed,1,1,31,0
cube,7,clean,Simulator-Learned,1,1,41,5
cube,7,clean,Displacement-Observed,1,1,31,0
cube,7,prefix_a,Direct,1,1,29,0
cube,7,prefix_a,Predictor-Final,1,1,45,5
cube,7,prefix_a,Predictor-Observed,1,1,29,6
cube,7,prefix_a,Predictor-Learned,1,1,35,7
cube,7,prefix_a,Simulator-Final,1,1,45,5
cube,7,prefix_a,Simulator-Observed,1,1,29,6
cube,7,prefix_a,Simulator-Learned,1,1,35,7
cube,7,prefix_a,Displacement-Observed,1,1,29,0
cube,7,prefix_b,Direct,1,1,42,0
cube,7,prefix_b,Predictor-Final,1,1,34,6
cube,7,prefix_b,Predictor-Observed,1,1,34,6
cube,7,prefix_b,Predictor-Learned,1,1,44,5
cube,7,prefix_b,Simulator-Final,1,1,34,6
cube,7,prefix_b,Simulator-Observed,1,1,34,6
cube,7,prefix_b,Simulator-Learned,1,1,44,5
cube,7,prefix_b,Displacement-Observed,1,1,43,1
cube,8,clean,Direct,1,1,34,0
cube,8,clean,Predictor-Final,1,1,31,4
cube,8,clean,Predictor-Observed,1,1,32,2
cube,8,clean,Predictor-Learned,1,1,32,2
cube,8,clean,Simulator-Final,1,1,31,4
cube,8,clean,Simulator-Observed,1,1,32,2
cube,8,clean,Simulator-Learned,1,1,32,2
cube,8,clean,Displacement-Observed,1,1,31,3
cube,8,prefix_a,Direct,1,0,150,0
cube,8,prefix_a,Predictor-Final,1,0,150,7
cube,8,prefix_a,Predictor-Observed,1,0,150,5
cube,8,prefix_a,Predictor-Learned,1,0,150,7
cube,8,prefix_a,Simulator-Final,1,0,150,6
cube,8,prefix_a,Simulator-Observed,1,0,150,6
cube,8,prefix_a,Simulator-Learned,1,0,150,6
cube,8,prefix_a,Displacement-Observed,1,0,150,0
cube,8,prefix_b,Direct,1,1,35,0
cube,8,prefix_b,Predictor-Final,1,1,32,4
cube,8,prefix_b,Predictor-Observed,1,1,35,0
cube,8,prefix_b,Predictor-Learned,1,1,33,1
cube,8,prefix_b,Simulator-Final,1,1,32,4
cube,8,prefix_b,Simulator-Observed,1,1,35,0
cube,8,prefix_b,Simulator-Learned,1,1,32,4
cube,8,prefix_b,Displacement-Observed,1,1,35,0
cube,9,clean,Direct,1,1,41,0
cube,9,clean,Predictor-Final,1,1,41,3
cube,9,clean,Predictor-Observed,1,1,42,6
cube,9,clean,Predictor-Learned,1,1,42,6
cube,9,clean,Simulator-Final,1,1,41,3
cube,9,clean,Simulator-Observed,1,1,44,2
cube,9,clean,Simulator-Learned,1,1,41,0
cube,9,clean,Displacement-Observed,1,1,42,6
cube,9,prefix_a,Direct,1,1,41,0
cube,9,prefix_a,Predictor-Final,1,1,33,5
cube,9,prefix_a,Predictor-Observed,1,1,42,4
cube,9,prefix_a,Predictor-Learned,1,1,42,7
cube,9,prefix_a,Simulator-Final,1,1,33,5
cube,9,prefix_a,Simulator-Observed,1,1,42,4
cube,9,prefix_a,Simulator-Learned,1,1,40,2
cube,9,prefix_a,Displacement-Observed,1,1,41,0
cube,9,prefix_b,Direct,1,1,42,0
cube,9,prefix_b,Predictor-Final,1,1,42,0
cube,9,prefix_b,Predictor-Observed,1,1,42,0
cube,9,prefix_b,Predictor-Learned,1,1,46,5
cube,9,prefix_b,Simulator-Final,1,1,42,0
cube,9,prefix_b,Simulator-Observed,1,1,42,0
cube,9,prefix_b,Simulator-Learned,1,1,46,5
cube,9,prefix_b,Displacement-Observed,1,1,42,0
cube,10,clean,Direct,1,1,47,0
cube,10,clean,Predictor-Final,1,1,44,7
cube,10,clean,Predictor-Observed,1,1,48,2
cube,10,clean,Predictor-Learned,1,1,49,4
cube,10,clean,Simulator-Final,1,1,44,7
cube,10,clean,Simulator-Observed,1,1,48,2
cube,10,clean,Simulator-Learned,1,1,47,3
cube,10,clean,Displacement-Observed,1,1,48,2
cube,10,prefix_a,Direct,1,0,150,0
cube,10,prefix_a,Predictor-Final,1,0,150,7
cube,10,prefix_a,Predictor-Observed,1,0,150,1
cube,10,prefix_a,Predictor-Learned,1,0,150,0
cube,10,prefix_a,Simulator-Final,1,0,150,7
cube,10,prefix_a,Simulator-Observed,1,0,150,7
cube,10,prefix_a,Simulator-Learned,1,0,150,6
cube,10,prefix_a,Displacement-Observed,1,0,150,1
cube,10,prefix_b,Direct,1,0,150,0
cube,10,prefix_b,Predictor-Final,1,0,150,6
cube,10,prefix_b,Predictor-Observed,1,0,150,4
cube,10,prefix_b,Predictor-Learned,1,0,150,7
cube,10,prefix_b,Simulator-Final,1,0,150,5
cube,10,prefix_b,Simulator-Observed,1,0,150,3
cube,10,prefix_b,Simulator-Learned,1,0,150,5
cube,10,prefix_b,Displacement-Observed,1,0,150,1
cube,11,clean,Direct,1,1,41,0
cube,11,clean,Predictor-Final,1,0,150,7
cube,11,clean,Predictor-Observed,1,1,41,1
cube,11,clean,Predictor-Learned,1,1,41,4
cube,11,clean,Simulator-Final,1,0,150,2
cube,11,clean,Simulator-Observed,1,1,42,6
cube,11,clean,Simulator-Learned,1,1,41,4
cube,11,clean,Displacement-Observed,1,1,42,6
cube,11,prefix_a,Direct,1,0,150,0
cube,11,prefix_a,Predictor-Final,1,0,150,4
cube,11,prefix_a,Predictor-Observed,1,0,150,4
cube,11,prefix_a,Predictor-Learned,1,0,150,5
cube,11,prefix_a,Simulator-Final,1,0,150,4
cube,11,prefix_a,Simulator-Observed,1,0,150,7
cube,11,prefix_a,Simulator-Learned,1,0,150,5
cube,11,prefix_a,Displacement-Observed,1,0,150,7
cube,11,prefix_b,Direct,1,1,23,0
cube,11,prefix_b,Predictor-Final,1,1,23,3
cube,11,prefix_b,Predictor-Observed,1,1,23,0
cube,11,prefix_b,Predictor-Learned,1,1,23,5
cube,11,prefix_b,Simulator-Final,1,1,23,0
cube,11,prefix_b,Simulator-Observed,1,1,23,0
cube,11,prefix_b,Simulator-Learned,1,1,23,5
cube,11,prefix_b,Displacement-Observed,1,1,23,1
cube,12,clean,Direct,1,1,15,0
cube,12,clean,Predictor-Final,1,1,12,3
cube,12,clean,Predictor-Observed,1,1,16,5
cube,12,clean,Predictor-Learned,1,1,16,5
cube,12,clean,Simulator-Final,1,1,12,3
cube,12,clean,Simulator-Observed,1,1,16,5
cube,12,clean,Simulator-Learned,1,1,16,5
cube,12,clean,Displacement-Observed,1,1,16,5
cube,12,prefix_a,Direct,1,0,150,0
cube,12,prefix_a,Predictor-Final,1,0,150,6
cube,12,prefix_a,Predictor-Observed,1,0,150,2
cube,12,prefix_a,Predictor-Learned,1,0,150,5
cube,12,prefix_a,Simulator-Final,1,0,150,1
cube,12,prefix_a,Simulator-Observed,1,0,150,2
cube,12,prefix_a,Simulator-Learned,1,0,150,1
cube,12,prefix_a,Displacement-Observed,1,0,150,0
cube,12,prefix_b,Direct,1,1,17,0
cube,12,prefix_b,Predictor-Final,1,1,17,0
cube,12,prefix_b,Predictor-Observed,1,1,17,1
cube,12,prefix_b,Predictor-Learned,1,1,20,3
cube,12,prefix_b,Simulator-Final,1,1,17,0
cube,12,prefix_b,Simulator-Observed,1,1,17,1
cube,12,prefix_b,Simulator-Learned,1,1,17,0
cube,12,prefix_b,Displacement-Observed,1,1,17,0
cube,13,clean,Direct,1,1,50,0
cube,13,clean,Predictor-Final,1,0,150,7
cube,13,clean,Predictor-Observed,1,1,41,6
cube,13,clean,Predictor-Learned,1,1,50,0
cube,13,clean,Simulator-Final,1,0,150,7
cube,13,clean,Simulator-Observed,1,1,41,6
cube,13,clean,Simulator-Learned,1,1,42,1
cube,13,clean,Displacement-Observed,1,1,42,2
cube,13,prefix_a,Direct,1,1,55,0
cube,13,prefix_a,Predictor-Final,1,0,150,6
cube,13,prefix_a,Predictor-Observed,1,1,50,4
cube,13,prefix_a,Predictor-Learned,1,1,50,4
cube,13,prefix_a,Simulator-Final,1,0,150,6
cube,13,prefix_a,Simulator-Observed,1,1,50,3
cube,13,prefix_a,Simulator-Learned,1,1,50,5
cube,13,prefix_a,Displacement-Observed,1,1,50,3
cube,13,prefix_b,Direct,1,1,42,0
cube,13,prefix_b,Predictor-Final,1,1,42,0
cube,13,prefix_b,Predictor-Observed,1,1,42,7
cube,13,prefix_b,Predictor-Learned,1,1,43,6
cube,13,prefix_b,Simulator-Final,1,1,43,4
cube,13,prefix_b,Simulator-Observed,1,1,43,4
cube,13,prefix_b,Simulator-Learned,1,1,43,1
cube,13,prefix_b,Displacement-Observed,1,1,43,4
cube,14,clean,Direct,1,1,17,0
cube,14,clean,Predictor-Final,1,1,13,3
cube,14,clean,Predictor-Observed,1,1,17,0
cube,14,clean,Predictor-Learned,1,1,23,2
cube,14,clean,Simulator-Final,1,1,13,3
cube,14,clean,Simulator-Observed,1,1,17,0
cube,14,clean,Simulator-Learned,1,1,23,2
cube,14,clean,Displacement-Observed,1,1,17,0
cube,14,prefix_a,Direct,1,0,150,0
cube,14,prefix_a,Predictor-Final,1,0,150,6
cube,14,prefix_a,Predictor-Observed,1,0,150,2
cube,14,prefix_a,Predictor-Learned,1,0,150,7
cube,14,prefix_a,Simulator-Final,1,0,150,6
cube,14,prefix_a,Simulator-Observed,1,0,150,2
cube,14,prefix_a,Simulator-Learned,1,0,150,2
cube,14,prefix_a,Displacement-Observed,1,0,150,0
cube,14,prefix_b,Direct,1,1,19,0
cube,14,prefix_b,Predictor-Final,1,0,150,6
cube,14,prefix_b,Predictor-Observed,1,1,19,0
cube,14,prefix_b,Predictor-Learned,1,1,23,4
cube,14,prefix_b,Simulator-Final,1,0,150,6
cube,14,prefix_b,Simulator-Observed,1,1,19,0
cube,14,prefix_b,Simulator-Learned,1,1,23,4
cube,14,prefix_b,Displacement-Observed,1,1,19,0
cube,15,clean,Direct,1,0,150,0
cube,15,clean,Predictor-Final,1,0,150,6
cube,15,clean,Predictor-Observed,1,0,150,0
cube,15,clean,Predictor-Learned,1,0,150,7
cube,15,clean,Simulator-Final,1,1,56,2
cube,15,clean,Simulator-Observed,1,0,150,0
cube,15,clean,Simulator-Learned,1,1,56,2
cube,15,clean,Displacement-Observed,1,0,150,1
cube,15,prefix_a,Direct,1,0,150,0
cube,15,prefix_a,Predictor-Final,1,0,150,3
cube,15,prefix_a,Predictor-Observed,1,0,150,7
cube,15,prefix_a,Predictor-Learned,1,0,150,3
cube,15,prefix_a,Simulator-Final,1,0,150,6
cube,15,prefix_a,Simulator-Observed,1,0,150,1
cube,15,prefix_a,Simulator-Learned,1,0,150,5
cube,15,prefix_a,Displacement-Observed,1,0,150,1
cube,15,prefix_b,Direct,1,0,150,0
cube,15,prefix_b,Predictor-Final,1,0,150,6
cube,15,prefix_b,Predictor-Observed,1,0,150,7
cube,15,prefix_b,Predictor-Learned,1,0,150,0
cube,15,prefix_b,Simulator-Final,1,0,150,6
cube,15,prefix_b,Simulator-Observed,1,0,150,3
cube,15,prefix_b,Simulator-Learned,1,0,150,0
cube,15,prefix_b,Displacement-Observed,1,0,150,1
cube,16,clean,Direct,1,1,27,0
cube,16,clean,Predictor-Final,1,1,29,3
cube,16,clean,Predictor-Observed,1,1,27,0
cube,16,clean,Predictor-Learned,1,1,27,2
cube,16,clean,Simulator-Final,1,1,29,3
cube,16,clean,Simulator-Observed,1,1,27,0
cube,16,clean,Simulator-Learned,1,1,27,2
cube,16,clean,Displacement-Observed,1,1,27,0
cube,16,prefix_a,Direct,1,0,150,0
cube,16,prefix_a,Predictor-Final,1,0,150,3
cube,16,prefix_a,Predictor-Observed,1,0,150,4
cube,16,prefix_a,Predictor-Learned,1,0,150,3
cube,16,prefix_a,Simulator-Final,1,0,150,0
cube,16,prefix_a,Simulator-Observed,1,0,150,4
cube,16,prefix_a,Simulator-Learned,1,0,150,5
cube,16,prefix_a,Displacement-Observed,1,0,150,2
cube,16,prefix_b,Direct,1,1,26,0
cube,16,prefix_b,Predictor-Final,1,1,25,1
cube,16,prefix_b,Predictor-Observed,1,1,26,6
cube,16,prefix_b,Predictor-Learned,1,1,24,4
cube,16,prefix_b,Simulator-Final,1,1,28,2
cube,16,prefix_b,Simulator-Observed,1,1,26,6
cube,16,prefix_b,Simulator-Learned,1,1,24,4
cube,16,prefix_b,Displacement-Observed,1,1,26,0
cube,17,clean,Direct,1,1,48,0
cube,17,clean,Predictor-Final,1,0,150,5
cube,17,clean,Predictor-Observed,1,1,51,1
cube,17,clean,Predictor-Learned,1,1,47,3
cube,17,clean,Simulator-Final,1,0,150,5
cube,17,clean,Simulator-Observed,1,1,51,1
cube,17,clean,Simulator-Learned,1,1,47,3
cube,17,clean,Displacement-Observed,1,1,50,2
cube,17,prefix_a,Direct,1,0,150,0
cube,17,prefix_a,Predictor-Final,1,0,150,4
cube,17,prefix_a,Predictor-Observed,1,0,150,7
cube,17,prefix_a,Predictor-Learned,1,0,150,6
cube,17,prefix_a,Simulator-Final,1,0,150,4
cube,17,prefix_a,Simulator-Observed,1,0,150,7
cube,17,prefix_a,Simulator-Learned,1,0,150,6
cube,17,prefix_a,Displacement-Observed,1,0,150,4
cube,17,prefix_b,Direct,1,0,150,0
cube,17,prefix_b,Predictor-Final,1,0,150,3
cube,17,prefix_b,Predictor-Observed,1,0,150,3
cube,17,prefix_b,Predictor-Learned,1,0,150,7
cube,17,prefix_b,Simulator-Final,1,0,150,0
cube,17,prefix_b,Simulator-Observed,1,0,150,4
cube,17,prefix_b,Simulator-Learned,1,0,150,1
cube,17,prefix_b,Displacement-Observed,1,0,150,6
cube,18,clean,Direct,1,1,37,0
cube,18,clean,Predictor-Final,1,1,35,7
cube,18,clean,Predictor-Observed,1,1,34,2
cube,18,clean,Predictor-Learned,1,1,37,0
cube,18,clean,Simulator-Final,1,1,35,7
cube,18,clean,Simulator-Observed,1,1,37,0
cube,18,clean,Simulator-Learned,1,1,37,0
cube,18,clean,Displacement-Observed,1,1,37,0
cube,18,prefix_a,Direct,1,1,40,0
cube,18,prefix_a,Predictor-Final,1,1,41,2
cube,18,prefix_a,Predictor-Observed,1,1,40,1
cube,18,prefix_a,Predictor-Learned,1,1,42,3
cube,18,prefix_a,Simulator-Final,1,1,41,2
cube,18,prefix_a,Simulator-Observed,1,1,40,1
cube,18,prefix_a,Simulator-Learned,1,1,42,3
cube,18,prefix_a,Displacement-Observed,1,1,40,1
cube,18,prefix_b,Direct,1,1,39,0
cube,18,prefix_b,Predictor-Final,1,1,33,5
cube,18,prefix_b,Predictor-Observed,1,1,40,4
cube,18,prefix_b,Predictor-Learned,1,1,46,3
cube,18,prefix_b,Simulator-Final,1,1,40,4
cube,18,prefix_b,Simulator-Observed,1,1,40,4
cube,18,prefix_b,Simulator-Learned,1,1,46,3
cube,18,prefix_b,Displacement-Observed,1,1,40,4
cube,19,clean,Direct,1,1,23,0
cube,19,clean,Predictor-Final,1,1,14,7
cube,19,clean,Predictor-Observed,1,1,23,0
cube,19,clean,Predictor-Learned,1,1,17,2
cube,19,clean,Simulator-Final,1,1,14,7
cube,19,clean,Simulator-Observed,1,1,23,0
cube,19,clean,Simulator-Learned,1,1,17,2
cube,19,clean,Displacement-Observed,1,1,23,0
cube,19,prefix_a,Direct,1,1,21,0
cube,19,prefix_a,Predictor-Final,1,1,14,6
cube,19,prefix_a,Predictor-Observed,1,1,22,1
cube,19,prefix_a,Predictor-Learned,1,1,21,3
cube,19,prefix_a,Simulator-Final,1,1,14,6
cube,19,prefix_a,Simulator-Observed,1,1,22,1
cube,19,prefix_a,Simulator-Learned,1,1,21,3
cube,19,prefix_a,Displacement-Observed,1,1,21,0
cube,19,prefix_b,Direct,1,1,20,0
cube,19,prefix_b,Predictor-Final,1,1,19,2
cube,19,prefix_b,Predictor-Observed,1,1,20,0
cube,19,prefix_b,Predictor-Learned,1,1,19,3
cube,19,prefix_b,Simulator-Final,1,1,21,6
cube,19,prefix_b,Simulator-Observed,1,1,20,0
cube,19,prefix_b,Simulator-Learned,1,1,19,3
cube,19,prefix_b,Displacement-Observed,1,1,20,0
cube,20,clean,Direct,1,0,150,0
cube,20,clean,Predictor-Final,1,0,150,2
cube,20,clean,Predictor-Observed,1,0,150,2
cube,20,clean,Predictor-Learned,1,0,150,6
cube,20,clean,Simulator-Final,1,0,150,4
cube,20,clean,Simulator-Observed,1,0,150,4
cube,20,clean,Simulator-Learned,1,0,150,6
cube,20,clean,Displacement-Observed,1,0,150,0
cube,20,prefix_a,Direct,1,0,150,0
cube,20,prefix_a,Predictor-Final,1,0,150,0
cube,20,prefix_a,Predictor-Observed,1,0,150,0
cube,20,prefix_a,Predictor-Learned,1,0,150,5
cube,20,prefix_a,Simulator-Final,1,0,150,6
cube,20,prefix_a,Simulator-Observed,1,0,150,5
cube,20,prefix_a,Simulator-Learned,1,0,150,5
cube,20,prefix_a,Displacement-Observed,1,0,150,6
cube,20,prefix_b,Direct,1,1,56,0
cube,20,prefix_b,Predictor-Final,1,0,150,3
cube,20,prefix_b,Predictor-Observed,1,1,54,2
cube,20,prefix_b,Predictor-Learned,1,0,150,1
cube,20,prefix_b,Simulator-Final,1,0,150,6
cube,20,prefix_b,Simulator-Observed,1,1,54,2
cube,20,prefix_b,Simulator-Learned,1,1,56,0
cube,20,prefix_b,Displacement-Observed,1,1,54,2
cube,21,clean,Direct,1,0,150,0
cube,21,clean,Predictor-Final,1,0,150,6
cube,21,clean,Predictor-Observed,1,0,150,0
cube,21,clean,Predictor-Learned,1,0,150,7
cube,21,clean,Simulator-Final,1,0,150,3
cube,21,clean,Simulator-Observed,1,0,150,2
cube,21,clean,Simulator-Learned,1,0,150,7
cube,21,clean,Displacement-Observed,1,0,150,0
cube,21,prefix_a,Direct,1,1,54,0
cube,21,prefix_a,Predictor-Final,1,0,150,2
cube,21,prefix_a,Predictor-Observed,1,1,54,0
cube,21,prefix_a,Predictor-Learned,1,1,54,0
cube,21,prefix_a,Simulator-Final,1,0,150,6
cube,21,prefix_a,Simulator-Observed,1,0,150,7
cube,21,prefix_a,Simulator-Learned,1,0,150,4
cube,21,prefix_a,Displacement-Observed,1,1,54,0
cube,21,prefix_b,Direct,1,0,150,0
cube,21,prefix_b,Predictor-Final,1,0,150,1
cube,21,prefix_b,Predictor-Observed,1,0,150,0
cube,21,prefix_b,Predictor-Learned,1,0,150,0
cube,21,prefix_b,Simulator-Final,1,0,150,3
cube,21,prefix_b,Simulator-Observed,1,0,150,1
cube,21,prefix_b,Simulator-Learned,1,0,150,0
cube,21,prefix_b,Displacement-Observed,1,0,150,0
cube,22,clean,Direct,1,1,38,0
cube,22,clean,Predictor-Final,1,1,27,7
cube,22,clean,Predictor-Observed,1,1,38,0
cube,22,clean,Predictor-Learned,1,1,41,5
cube,22,clean,Simulator-Final,1,1,27,7
cube,22,clean,Simulator-Observed,1,1,38,0
