task,query_ordinal,condition,selector,entered_policy,success,primitive_steps,first_candidate_rank
tworoom,35,clean,Simulator-Learned,1,1,65,3
tworoom,35,clean,Displacement-Observed,1,1,26,0
tworoom,35,prefix_a,Direct,1,1,25,0
tworoom,35,prefix_a,Predictor-Final,1,1,26,1
tworoom,35,prefix_a,Predictor-Observed,1,1,25,0
tworoom,35,prefix_a,Predictor-Learned,1,1,64,6
tworoom,35,prefix_a,Simulator-Final,1,1,26,1
tworoom,35,prefix_a,Simulator-Observed,1,1,25,0
tworoom,35,prefix_a,Simulator-Learned,1,1,64,6
tworoom,35,prefix_a,Displacement-Observed,1,1,25,0
tworoom,35,prefix_b,Direct,1,1,26,0
tworoom,35,prefix_b,Predictor-Final,1,1,26,2
tworoom,35,prefix_b,Predictor-Observed,1,1,26,0
tworoom,35,prefix_b,Predictor-Learned,1,1,96,7
tworoom,35,prefix_b,Simulator-Final,1,1,26,2
tworoom,35,prefix_b,Simulator-Observed,1,1,26,0
tworoom,35,prefix_b,Simulator-Learned,1,1,96,7
tworoom,35,prefix_b,Displacement-Observed,1,1,26,0
tworoom,36,clean,Direct,1,1,98,0
tworoom,36,clean,Predictor-Final,1,1,79,7
tworoom,36,clean,Predictor-Observed,1,1,79,7
tworoom,36,clean,Predictor-Learned,1,1,79,7
tworoom,36,clean,Simulator-Final,1,1,79,7
tworoom,36,clean,Simulator-Observed,1,1,79,7
tworoom,36,clean,Simulator-Learned,1,1,79,7
tworoom,36,clean,Displacement-Observed,1,1,98,0
tworoom,36,prefix_a,Direct,1,1,97,0
tworoom,36,prefix_a,Predictor-Final,1,1,87,3
tworoom,36,prefix_a,Predictor-Observed,1,1,87,3
tworoom,36,prefix_a,Predictor-Learned,1,1,87,3
tworoom,36,prefix_a,Simulator-Final,1,1,87,3
tworoom,36,prefix_a,Simulator-Observed,1,1,87,3
tworoom,36,prefix_a,Simulator-Learned,1,1,87,3
tworoom,36,prefix_a,Displacement-Observed,1,1,97,0
tworoom,36,prefix_b,Direct,1,1,97,0
tworoom,36,prefix_b,Predictor-Final,1,1,94,5
tworoom,36,prefix_b,Predictor-Observed,1,1,92,4
tworoom,36,prefix_b,Predictor-Learned,1,1,94,5
tworoom,36,prefix_b,Simulator-Final,1,1,81,7
tworoom,36,prefix_b,Simulator-Observed,1,1,92,4
tworoom,36,prefix_b,Simulator-Learned,1,1,92,4
tworoom,36,prefix_b,Displacement-Observed,1,1,94,5
tworoom,37,clean,Direct,1,1,57,0
tworoom,37,clean,Predictor-Final,1,1,67,7
tworoom,37,clean,Predictor-Observed,1,1,87,4
tworoom,37,clean,Predictor-Learned,1,1,88,1
tworoom,37,clean,Simulator-Final,1,1,67,7
tworoom,37,clean,Simulator-Observed,1,1,87,4
tworoom,37,clean,Simulator-Learned,1,1,88,1
tworoom,37,clean,Displacement-Observed,1,1,87,4
tworoom,37,prefix_a,Direct,1,1,61,0
tworoom,37,prefix_a,Predictor-Final,1,1,57,1
tworoom,37,prefix_a,Predictor-Observed,1,1,61,0
tworoom,37,prefix_a,Predictor-Learned,1,1,57,1
tworoom,37,prefix_a,Simulator-Final,1,1,53,5
tworoom,37,prefix_a,Simulator-Observed,1,1,61,0
tworoom,37,prefix_a,Simulator-Learned,1,1,57,1
tworoom,37,prefix_a,Displacement-Observed,1,1,42,3
tworoom,37,prefix_b,Direct,1,1,87,0
tworoom,37,prefix_b,Predictor-Final,1,1,70,5
tworoom,37,prefix_b,Predictor-Observed,1,1,75,4
tworoom,37,prefix_b,Predictor-Learned,1,1,75,4
tworoom,37,prefix_b,Simulator-Final,1,1,55,2
tworoom,37,prefix_b,Simulator-Observed,1,1,75,4
tworoom,37,prefix_b,Simulator-Learned,1,1,75,4
tworoom,37,prefix_b,Displacement-Observed,1,1,87,0
tworoom,38,clean,Direct,1,1,91,0
tworoom,38,clean,Predictor-Final,1,1,85,6
tworoom,38,clean,Predictor-Observed,1,1,89,4
tworoom,38,clean,Predictor-Learned,1,1,96,1
tworoom,38,clean,Simulator-Final,1,1,89,5
tworoom,38,clean,Simulator-Observed,1,1,89,4
tworoom,38,clean,Simulator-Learned,1,1,96,1
tworoom,38,clean,Displacement-Observed,1,1,91,0
tworoom,38,prefix_a,Direct,1,1,82,0
tworoom,38,prefix_a,Predictor-Final,1,1,82,2
tworoom,38,prefix_a,Predictor-Observed,1,1,86,3
tworoom,38,prefix_a,Predictor-Learned,1,1,82,0
tworoom,38,prefix_a,Simulator-Final,1,1,82,2
tworoom,38,prefix_a,Simulator-Observed,1,1,86,3
tworoom,38,prefix_a,Simulator-Learned,1,1,82,0
tworoom,38,prefix_a,Displacement-Observed,1,1,82,0
tworoom,38,prefix_b,Direct,1,1,87,0
tworoom,38,prefix_b,Predictor-Final,1,1,87,0
tworoom,38,prefix_b,Predictor-Observed,1,1,87,0
tworoom,38,prefix_b,Predictor-Learned,1,1,87,7
tworoom,38,prefix_b,Simulator-Final,1,1,87,0
tworoom,38,prefix_b,Simulator-Observed,1,1,87,0
tworoom,38,prefix_b,Simulator-Learned,1,1,87,1
tworoom,38,prefix_b,Displacement-Observed,1,1,87,0
tworoom,39,clean,Direct,1,1,88,0
tworoom,39,clean,Predictor-Final,1,1,88,0
tworoom,39,clean,Predictor-Observed,1,1,88,0
tworoom,39,clean,Predictor-Learned,1,1,91,7
tworoom,39,clean,Simulator-Final,1,1,88,0
tworoom,39,clean,Simulator-Observed,1,1,88,0
tworoom,39,clean,Simulator-Learned,1,1,88,0
tworoom,39,clean,Displacement-Observed,1,1,88,0
tworoom,39,prefix_a,Direct,1,1,89,0
tworoom,39,prefix_a,Predictor-Final,1,1,78,1
tworoom,39,prefix_a,Predictor-Observed,1,1,89,0
tworoom,39,prefix_a,Predictor-Learned,1,1,89,0
tworoom,39,prefix_a,Simulator-Final,1,1,89,0
tworoom,39,prefix_a,Simulator-Observed,1,1,89,0
tworoom,39,prefix_a,Simulator-Learned,1,1,89,0
tworoom,39,prefix_a,Displacement-Observed,1,1,89,0
tworoom,39,prefix_b,Direct,1,1,82,0
tworoom,39,prefix_b,Predictor-Final,1,1,97,3
tworoom,39,prefix_b,Predictor-Observed,1,1,95,1
tworoom,39,prefix_b,Predictor-Learned,1,1,95,1
tworoom,39,prefix_b,Simulator-Final,1,1,97,3
tworoom,39,prefix_b,Simulator-Observed,1,1,95,1
tworoom,39,prefix_b,Simulator-Learned,1,1,95,1
tworoom,39,prefix_b,Displacement-Observed,1,1,95,1
tworoom,40,clean,Direct,1,1,90,0
tworoom,40,clean,Predictor-Final,1,1,27,5
tworoom,40,clean,Predictor-Observed,1,1,71,1
tworoom,40,clean,Predictor-Learned,1,1,90,0
tworoom,40,clean,Simulator-Final,1,1,71,1
tworoom,40,clean,Simulator-Observed,1,1,71,1
tworoom,40,clean,Simulator-Learned,1,1,90,4
tworoom,40,clean,Displacement-Observed,1,1,68,6
tworoom,40,prefix_a,Direct,1,1,96,0
tworoom,40,prefix_a,Predictor-Final,1,1,27,5
tworoom,40,prefix_a,Predictor-Observed,1,1,68,1
tworoom,40,prefix_a,Predictor-Learned,1,1,68,7
tworoom,40,prefix_a,Simulator-Final,1,1,94,6
tworoom,40,prefix_a,Simulator-Observed,1,1,94,6
tworoom,40,prefix_a,Simulator-Learned,1,1,68,7
tworoom,40,prefix_a,Displacement-Observed,1,1,96,0
tworoom,40,prefix_b,Direct,1,1,27,0
tworoom,40,prefix_b,Predictor-Final,1,1,68,6
tworoom,40,prefix_b,Predictor-Observed,1,1,92,1
tworoom,40,prefix_b,Predictor-Learned,1,1,29,4
tworoom,40,prefix_b,Simulator-Final,1,1,96,7
tworoom,40,prefix_b,Simulator-Observed,1,1,92,1
tworoom,40,prefix_b,Simulator-Learned,1,1,71,2
tworoom,40,prefix_b,Displacement-Observed,1,1,71,2
tworoom,41,clean,Direct,1,1,90,0
tworoom,41,clean,Predictor-Final,1,1,90,0
tworoom,41,clean,Predictor-Observed,1,1,90,0
tworoom,41,clean,Predictor-Learned,1,1,63,5
tworoom,41,clean,Simulator-Final,1,1,90,0
tworoom,41,clean,Simulator-Observed,1,1,90,0
tworoom,41,clean,Simulator-Learned,1,1,63,5
tworoom,41,clean,Displacement-Observed,1,1,90,0
tworoom,41,prefix_a,Direct,1,1,78,0
tworoom,41,prefix_a,Predictor-Final,1,1,78,0
tworoom,41,prefix_a,Predictor-Observed,1,1,78,0
tworoom,41,prefix_a,Predictor-Learned,1,1,92,5
tworoom,41,prefix_a,Simulator-Final,1,1,78,0
tworoom,41,prefix_a,Simulator-Observed,1,1,78,0
tworoom,41,prefix_a,Simulator-Learned,1,1,92,5
tworoom,41,prefix_a,Displacement-Observed,1,1,92,6
tworoom,41,prefix_b,Direct,1,1,92,0
tworoom,41,prefix_b,Predictor-Final,1,1,92,0
tworoom,41,prefix_b,Predictor-Observed,1,1,92,0
tworoom,41,prefix_b,Predictor-Learned,1,1,96,7
tworoom,41,prefix_b,Simulator-Final,1,1,92,0
tworoom,41,prefix_b,Simulator-Observed,1,1,92,0
tworoom,41,prefix_b,Simulator-Learned,1,1,96,7
tworoom,41,prefix_b,Displacement-Observed,1,1,92,0
tworoom,42,clean,Direct,1,1,79,0
tworoom,42,clean,Predictor-Final,1,1,97,2
tworoom,42,clean,Predictor-Observed,1,1,97,2
tworoom,42,clean,Predictor-Learned,1,1,80,7
tworoom,42,clean,Simulator-Final,1,1,97,2
tworoom,42,clean,Simulator-Observed,1,1,97,2
tworoom,42,clean,Simulator-Learned,1,1,80,7
tworoom,42,clean,Displacement-Observed,1,1,79,0
tworoom,42,prefix_a,Direct,1,1,94,0
tworoom,42,prefix_a,Predictor-Final,1,1,93,7
tworoom,42,prefix_a,Predictor-Observed,1,1,87,2
tworoom,42,prefix_a,Predictor-Learned,1,1,94,0
tworoom,42,prefix_a,Simulator-Final,1,1,87,5
tworoom,42,prefix_a,Simulator-Observed,1,1,96,1
tworoom,42,prefix_a,Simulator-Learned,1,1,94,0
tworoom,42,prefix_a,Displacement-Observed,1,1,87,2
tworoom,42,prefix_b,Direct,1,1,97,0
tworoom,42,prefix_b,Predictor-Final,1,1,85,6
tworoom,42,prefix_b,Predictor-Observed,1,1,92,1
tworoom,42,prefix_b,Predictor-Learned,1,1,89,2
tworoom,42,prefix_b,Simulator-Final,1,1,85,6
tworoom,42,prefix_b,Simulator-Observed,1,1,92,1
tworoom,42,prefix_b,Simulator-Learned,1,1,89,2
tworoom,42,prefix_b,Displacement-Observed,1,1,92,1
tworoom,43,clean,Direct,1,1,84,0
tworoom,43,clean,Predictor-Final,1,1,90,5
tworoom,43,clean,Predictor-Observed,1,1,82,7
tworoom,43,clean,Predictor-Learned,1,1,55,6
tworoom,43,clean,Simulator-Final,1,1,94,2
tworoom,43,clean,Simulator-Observed,1,1,82,7
tworoom,43,clean,Simulator-Learned,1,1,55,6
tworoom,43,clean,Displacement-Observed,1,1,84,0
tworoom,43,prefix_a,Direct,1,1,85,0
tworoom,43,prefix_a,Predictor-Final,1,1,96,5
tworoom,43,prefix_a,Predictor-Observed,1,1,85,0
tworoom,43,prefix_a,Predictor-Learned,1,1,91,7
tworoom,43,prefix_a,Simulator-Final,1,1,96,5
tworoom,43,prefix_a,Simulator-Observed,1,1,85,0
tworoom,43,prefix_a,Simulator-Learned,1,1,91,7
tworoom,43,prefix_a,Displacement-Observed,1,1,85,0
tworoom,43,prefix_b,Direct,1,1,64,0
tworoom,43,prefix_b,Predictor-Final,1,1,92,5
tworoom,43,prefix_b,Predictor-Observed,1,1,60,6
tworoom,43,prefix_b,Predictor-Learned,1,1,81,7
tworoom,43,prefix_b,Simulator-Final,1,1,94,2
tworoom,43,prefix_b,Simulator-Observed,1,1,60,6
tworoom,43,prefix_b,Simulator-Learned,1,1,81,7
tworoom,43,prefix_b,Displacement-Observed,1,1,64,0
tworoom,44,clean,Direct,1,1,96,0
tworoom,44,clean,Predictor-Final,1,1,81,1
tworoom,44,clean,Predictor-Observed,1,1,97,5
tworoom,44,clean,Predictor-Learned,1,1,81,3
tworoom,44,clean,Simulator-Final,1,1,81,3
tworoom,44,clean,Simulator-Observed,1,1,95,7
tworoom,44,clean,Simulator-Learned,1,1,81,3
tworoom,44,clean,Displacement-Observed,1,1,97,5
tworoom,44,prefix_a,Direct,1,1,93,0
tworoom,44,prefix_a,Predictor-Final,1,1,88,2
tworoom,44,prefix_a,Predictor-Observed,1,1,94,3
tworoom,44,prefix_a,Predictor-Learned,1,1,98,7
tworoom,44,prefix_a,Simulator-Final,1,1,93,0
tworoom,44,prefix_a,Simulator-Observed,1,1,94,3
tworoom,44,prefix_a,Simulator-Learned,1,1,98,7
tworoom,44,prefix_a,Displacement-Observed,1,1,93,0
tworoom,44,prefix_b,Direct,1,1,86,0
tworoom,44,prefix_b,Predictor-Final,1,1,94,3
tworoom,44,prefix_b,Predictor-Observed,1,1,91,4
tworoom,44,prefix_b,Predictor-Learned,1,1,86,0
tworoom,44,prefix_b,Simulator-Final,1,1,87,7
tworoom,44,prefix_b,Simulator-Observed,1,1,91,4
tworoom,44,prefix_b,Simulator-Learned,1,1,86,0
tworoom,44,prefix_b,Displacement-Observed,1,1,86,0
tworoom,45,clean,Direct,1,1,97,0
tworoom,45,clean,Predictor-Final,1,1,97,1
tworoom,45,clean,Predictor-Observed,1,1,97,0
tworoom,45,clean,Predictor-Learned,1,1,97,1
tworoom,45,clean,Simulator-Final,1,1,97,1
tworoom,45,clean,Simulator-Observed,1,1,97,1
tworoom,45,clean,Simulator-Learned,1,1,97,1
tworoom,45,clean,Displacement-Observed,1,1,97,0
tworoom,45,prefix_a,Direct,1,1,93,0
tworoom,45,prefix_a,Predictor-Final,1,1,83,3
tworoom,45,prefix_a,Predictor-Observed,1,1,93,0
tworoom,45,prefix_a,Predictor-Learned,1,1,83,3
tworoom,45,prefix_a,Simulator-Final,1,1,83,3
tworoom,45,prefix_a,Simulator-Observed,1,1,93,0
tworoom,45,prefix_a,Simulator-Learned,1,1,83,3
tworoom,45,prefix_a,Displacement-Observed,1,1,93,0
tworoom,45,prefix_b,Direct,1,1,88,0
tworoom,45,prefix_b,Predictor-Final,1,1,88,0
tworoom,45,prefix_b,Predictor-Observed,1,1,88,6
tworoom,45,prefix_b,Predictor-Learned,1,1,88,0
tworoom,45,prefix_b,Simulator-Final,1,1,88,0
tworoom,45,prefix_b,Simulator-Observed,1,1,77,2
tworoom,45,prefix_b,Simulator-Learned,1,1,88,0
tworoom,45,prefix_b,Displacement-Observed,1,1,88,0
tworoom,46,clean,Direct,1,1,61,0
tworoom,46,clean,Predictor-Final,1,1,47,5
tworoom,46,clean,Predictor-Observed,1,1,61,0
tworoom,46,clean,Predictor-Learned,1,1,96,3
tworoom,46,clean,Simulator-Final,1,1,86,1
tworoom,46,clean,Simulator-Observed,1,1,61,0
tworoom,46,clean,Simulator-Learned,1,1,96,3
tworoom,46,clean,Displacement-Observed,1,1,61,0
tworoom,46,prefix_a,Direct,1,1,77,0
tworoom,46,prefix_a,Predictor-Final,1,1,76,4
tworoom,46,prefix_a,Predictor-Observed,1,1,46,2
tworoom,46,prefix_a,Predictor-Learned,1,1,90,7
tworoom,46,prefix_a,Simulator-Final,1,1,86,1
tworoom,46,prefix_a,Simulator-Observed,1,1,46,2
tworoom,46,prefix_a,Simulator-Learned,1,1,90,7
tworoom,46,prefix_a,Displacement-Observed,1,1,77,0
tworoom,46,prefix_b,Direct,1,1,92,0
tworoom,46,prefix_b,Predictor-Final,1,1,80,4
tworoom,46,prefix_b,Predictor-Observed,1,1,58,7
tworoom,46,prefix_b,Predictor-Learned,1,1,92,0
tworoom,46,prefix_b,Simulator-Final,1,1,92,2
tworoom,46,prefix_b,Simulator-Observed,1,1,58,7
tworoom,46,prefix_b,Simulator-Learned,1,1,92,0
tworoom,46,prefix_b,Displacement-Observed,1,1,92,0
tworoom,47,clean,Direct,1,1,86,0
tworoom,47,clean,Predictor-Final,1,1,89,7
tworoom,47,clean,Predictor-Observed,1,1,97,3
tworoom,47,clean,Predictor-Learned,1,1,84,6
tworoom,47,clean,Simulator-Final,1,1,89,7
tworoom,47,clean,Simulator-Observed,1,1,97,3
tworoom,47,clean,Simulator-Learned,1,1,84,6
tworoom,47,clean,Displacement-Observed,1,1,86,0
tworoom,47,prefix_a,Direct,1,1,86,0
tworoom,47,prefix_a,Predictor-Final,1,1,92,7
tworoom,47,prefix_a,Predictor-Observed,1,1,82,3
tworoom,47,prefix_a,Predictor-Learned,1,1,84,6
tworoom,47,prefix_a,Simulator-Final,1,1,92,7
tworoom,47,prefix_a,Simulator-Observed,1,1,82,3
tworoom,47,prefix_a,Simulator-Learned,1,1,84,6
tworoom,47,prefix_a,Displacement-Observed,1,1,86,0
tworoom,47,prefix_b,Direct,1,1,91,0
tworoom,47,prefix_b,Predictor-Final,1,1,90,5
tworoom,47,prefix_b,Predictor-Observed,1,1,91,0
tworoom,47,prefix_b,Predictor-Learned,1,1,90,5
tworoom,47,prefix_b,Simulator-Final,1,1,90,5
tworoom,47,prefix_b,Simulator-Observed,1,1,91,0
tworoom,47,prefix_b,Simulator-Learned,1,1,90,5
tworoom,47,prefix_b,Displacement-Observed,1,1,91,0
tworoom,48,clean,Direct,1,1,74,0
tworoom,48,clean,Predictor-Final,1,1,75,1
tworoom,48,clean,Predictor-Observed,1,1,74,0
tworoom,48,clean,Predictor-Learned,1,1,74,5
tworoom,48,clean,Simulator-Final,1,1,74,4
tworoom,48,clean,Simulator-Observed,1,1,74,0
tworoom,48,clean,Simulator-Learned,1,1,74,5
tworoom,48,clean,Displacement-Observed,1,1,74,0
tworoom,48,prefix_a,Direct,1,1,36,0
tworoom,48,prefix_a,Predictor-Final,1,1,42,5
tworoom,48,prefix_a,Predictor-Observed,1,1,36,0
tworoom,48,prefix_a,Predictor-Learned,1,1,63,1
tworoom,48,prefix_a,Simulator-Final,1,1,93,6
tworoom,48,prefix_a,Simulator-Observed,1,1,36,0
tworoom,48,prefix_a,Simulator-Learned,1,1,63,1
tworoom,48,prefix_a,Displacement-Observed,1,1,36,0
tworoom,48,prefix_b,Direct,1,1,25,0
tworoom,48,prefix_b,Predictor-Final,1,1,93,6
tworoom,48,prefix_b,Predictor-Observed,1,1,25,1
tworoom,48,prefix_b,Predictor-Learned,1,1,18,5
tworoom,48,prefix_b,Simulator-Final,1,1,93,6
tworoom,48,prefix_b,Simulator-Observed,1,1,25,0
tworoom,48,prefix_b,Simulator-Learned,1,1,18,5
tworoom,48,prefix_b,Displacement-Observed,1,1,26,2
tworoom,49,clean,Direct,1,1,75,0
tworoom,49,clean,Predictor-Final,1,1,70,5
tworoom,49,clean,Predictor-Observed,1,1,75,0
tworoom,49,clean,Predictor-Learned,1,1,97,2
tworoom,49,clean,Simulator-Final,1,1,93,6
tworoom,49,clean,Simulator-Observed,1,1,75,0
tworoom,49,clean,Simulator-Learned,1,1,97,2
tworoom,49,clean,Displacement-Observed,1,1,75,0
tworoom,49,prefix_a,Direct,1,1,98,0
tworoom,49,prefix_a,Predictor-Final,1,1,94,4
tworoom,49,prefix_a,Predictor-Observed,1,1,98,0
tworoom,49,prefix_a,Predictor-Learned,1,1,93,7
tworoom,49,prefix_a,Simulator-Final,1,1,93,1
tworoom,49,prefix_a,Simulator-Observed,1,1,98,0
tworoom,49,prefix_a,Simulator-Learned,1,1,93,7
tworoom,49,prefix_a,Displacement-Observed,1,1,98,0
tworoom,49,prefix_b,Direct,1,1,80,0
tworoom,49,prefix_b,Predictor-Final,1,1,91,5
tworoom,49,prefix_b,Predictor-Observed,1,1,80,0
tworoom,49,prefix_b,Predictor-Learned,1,1,80,0
tworoom,49,prefix_b,Simulator-Final,1,1,86,6
tworoom,49,prefix_b,Simulator-Observed,1,1,80,0
tworoom,49,prefix_b,Simulator-Learned,1,1,80,0
tworoom,49,prefix_b,Displacement-Observed,1,1,80,0
tworoom,50,clean,Direct,1,1,98,0
tworoom,50,clean,Predictor-Final,1,1,82,2
tworoom,50,clean,Predictor-Observed,1,1,98,0
tworoom,50,clean,Predictor-Learned,1,1,93,1
tworoom,50,clean,Simulator-Final,1,1,82,2
tworoom,50,clean,Simulator-Observed,1,1,94,4
tworoom,50,clean,Simulator-Learned,1,1,98,0
tworoom,50,clean,Displacement-Observed,1,1,98,0
tworoom,50,prefix_a,Direct,1,1,89,0
tworoom,50,prefix_a,Predictor-Final,1,1,98,2
tworoom,50,prefix_a,Predictor-Observed,1,1,89,0
tworoom,50,prefix_a,Predictor-Learned,1,1,93,5
tworoom,50,prefix_a,Simulator-Final,1,1,98,2
tworoom,50,prefix_a,Simulator-Observed,1,1,89,0
tworoom,50,prefix_a,Simulator-Learned,1,1,93,5
tworoom,50,prefix_a,Displacement-Observed,1,1,89,0
tworoom,50,prefix_b,Direct,1,1,98,0
tworoom,50,prefix_b,Predictor-Final,1,1,97,7
tworoom,50,prefix_b,Predictor-Observed,1,1,92,3
tworoom,50,prefix_b,Predictor-Learned,1,1,98,0
tworoom,50,prefix_b,Simulator-Final,1,1,92,4
tworoom,50,prefix_b,Simulator-Observed,1,1,92,3
tworoom,50,prefix_b,Simulator-Learned,1,1,98,0
tworoom,50,prefix_b,Displacement-Observed,1,1,97,2
tworoom,51,clean,Direct,1,1,63,0
tworoom,51,clean,Predictor-Final,1,1,60,5
tworoom,51,clean,Predictor-Observed,1,1,77,7
tworoom,51,clean,Predictor-Learned,1,1,89,1
tworoom,51,clean,Simulator-Final,1,1,77,7
tworoom,51,clean,Simulator-Observed,1,1,77,7
tworoom,51,clean,Simulator-Learned,1,1,89,1
tworoom,51,clean,Displacement-Observed,1,1,63,0
tworoom,51,prefix_a,Direct,1,1,65,0
tworoom,51,prefix_a,Predictor-Final,1,1,67,1
tworoom,51,prefix_a,Predictor-Observed,1,1,86,6
tworoom,51,prefix_a,Predictor-Learned,1,1,65,0
tworoom,51,prefix_a,Simulator-Final,1,1,67,1
tworoom,51,prefix_a,Simulator-Observed,1,1,86,6
tworoom,51,prefix_a,Simulator-Learned,1,1,65,0
tworoom,51,prefix_a,Displacement-Observed,1,1,65,0
tworoom,51,prefix_b,Direct,1,1,69,0
tworoom,51,prefix_b,Predictor-Final,1,1,73,6
tworoom,51,prefix_b,Predictor-Observed,1,1,54,2
tworoom,51,prefix_b,Predictor-Learned,1,1,75,3
tworoom,51,prefix_b,Simulator-Final,1,1,69,0
tworoom,51,prefix_b,Simulator-Observed,1,1,54,2
tworoom,51,prefix_b,Simulator-Learned,1,1,75,3
tworoom,51,prefix_b,Displacement-Observed,1,1,69,0
tworoom,52,clean,Direct,1,1,91,0
tworoom,52,clean,Predictor-Final,1,1,90,5
tworoom,52,clean,Predictor-Observed,1,1,98,1
tworoom,52,clean,Predictor-Learned,1,1,90,6
tworoom,52,clean,Simulator-Final,1,1,90,5
tworoom,52,clean,Simulator-Observed,1,1,98,1
tworoom,52,clean,Simulator-Learned,1,1,90,6
tworoom,52,clean,Displacement-Observed,1,1,91,0
tworoom,52,prefix_a,Direct,1,1,96,0
tworoom,52,prefix_a,Predictor-Final,1,1,96,6
tworoom,52,prefix_a,Predictor-Observed,1,1,91,3
tworoom,52,prefix_a,Predictor-Learned,1,1,77,1
tworoom,52,prefix_a,Simulator-Final,1,1,96,6
tworoom,52,prefix_a,Simulator-Observed,1,1,91,3
tworoom,52,prefix_a,Simulator-Learned,1,1,77,1
tworoom,52,prefix_a,Displacement-Observed,1,1,96,0
tworoom,52,prefix_b,Direct,1,1,92,0
tworoom,52,prefix_b,Predictor-Final,1,1,97,6
tworoom,52,prefix_b,Predictor-Observed,1,1,97,1
tworoom,52,prefix_b,Predictor-Learned,1,1,92,0
tworoom,52,prefix_b,Simulator-Final,1,1,97,6
tworoom,52,prefix_b,Simulator-Observed,1,1,97,1
tworoom,52,prefix_b,Simulator-Learned,1,1,94,5
tworoom,52,prefix_b,Displacement-Observed,1,1,92,0
tworoom,53,clean,Direct,1,1,86,0
tworoom,53,clean,Predictor-Final,1,1,92,4
tworoom,53,clean,Predictor-Observed,1,1,86,0
tworoom,53,clean,Predictor-Learned,1,1,95,3
tworoom,53,clean,Simulator-Final,1,1,92,4
tworoom,53,clean,Simulator-Observed,1,1,86,0
tworoom,53,clean,Simulator-Learned,1,1,95,3
tworoom,53,clean,Displacement-Observed,1,1,86,0
tworoom,53,prefix_a,Direct,1,1,92,0
tworoom,53,prefix_a,Predictor-Final,1,1,95,7
tworoom,53,prefix_a,Predictor-Observed,1,1,88,1
tworoom,53,prefix_a,Predictor-Learned,1,1,92,0
tworoom,53,prefix_a,Simulator-Final,1,1,95,7
tworoom,53,prefix_a,Simulator-Observed,1,1,88,1
tworoom,53,prefix_a,Simulator-Learned,1,1,92,0
tworoom,53,prefix_a,Displacement-Observed,1,1,88,1
tworoom,53,prefix_b,Direct,1,1,89,0
tworoom,53,prefix_b,Predictor-Final,1,1,90,1
tworoom,53,prefix_b,Predictor-Observed,1,1,97,4
tworoom,53,prefix_b,Predictor-Learned,1,1,90,1
tworoom,53,prefix_b,Simulator-Final,1,1,97,7
tworoom,53,prefix_b,Simulator-Observed,1,1,97,4
tworoom,53,prefix_b,Simulator-Learned,1,1,90,1
tworoom,53,prefix_b,Displacement-Observed,1,1,97,4
tworoom,54,clean,Direct,1,1,81,0
tworoom,54,clean,Predictor-Final,1,1,93,4
tworoom,54,clean,Predictor-Observed,1,1,94,7
tworoom,54,clean,Predictor-Learned,1,1,89,2
tworoom,54,clean,Simulator-Final,1,1,88,5
tworoom,54,clean,Simulator-Observed,1,1,94,7
tworoom,54,clean,Simulator-Learned,1,1,89,2
tworoom,54,clean,Displacement-Observed,1,1,69,6
tworoom,54,prefix_a,Direct,1,1,97,0
tworoom,54,prefix_a,Predictor-Final,1,1,94,7
tworoom,54,prefix_a,Predictor-Observed,1,1,82,6
tworoom,54,prefix_a,Predictor-Learned,1,1,82,6
tworoom,54,prefix_a,Simulator-Final,1,1,94,7
tworoom,54,prefix_a,Simulator-Observed,1,1,94,2
tworoom,54,prefix_a,Simulator-Learned,1,1,82,6
tworoom,54,prefix_a,Displacement-Observed,1,1,98,1
tworoom,54,prefix_b,Direct,1,1,96,0
tworoom,54,prefix_b,Predictor-Final,1,1,83,2
tworoom,54,prefix_b,Predictor-Observed,1,1,99,6
tworoom,54,prefix_b,Predictor-Learned,1,1,97,5
tworoom,54,prefix_b,Simulator-Final,1,1,83,2
tworoom,54,prefix_b,Simulator-Observed,1,1,99,6
tworoom,54,prefix_b,Simulator-Learned,1,1,97,5
tworoom,54,prefix_b,Displacement-Observed,1,1,99,6
tworoom,55,clean,Direct,1,1,75,0
tworoom,55,clean,Predictor-Final,1,1,93,3
tworoom,55,clean,Predictor-Observed,1,1,87,6
tworoom,55,clean,Predictor-Learned,1,1,87,6
tworoom,55,clean,Simulator-Final,1,1,93,3
tworoom,55,clean,Simulator-Observed,1,1,87,6
tworoom,55,clean,Simulator-Learned,1,1,87,6
tworoom,55,clean,Displacement-Observed,1,1,75,0
tworoom,55,prefix_a,Direct,1,1,91,0
tworoom,55,prefix_a,Predictor-Final,1,1,94,1
tworoom,55,prefix_a,Predictor-Observed,1,1,76,5
tworoom,55,prefix_a,Predictor-Learned,1,1,88,4
tworoom,55,prefix_a,Simulator-Final,1,1,94,1
tworoom,55,prefix_a,Simulator-Observed,1,1,76,5
tworoom,55,prefix_a,Simulator-Learned,1,1,88,4
tworoom,55,prefix_a,Displacement-Observed,1,1,91,0
tworoom,55,prefix_b,Direct,1,1,88,0
tworoom,55,prefix_b,Predictor-Final,1,1,90,7
tworoom,55,prefix_b,Predictor-Observed,1,1,88,0
tworoom,55,prefix_b,Predictor-Learned,1,1,90,7
tworoom,55,prefix_b,Simulator-Final,1,1,90,7
tworoom,55,prefix_b,Simulator-Observed,1,1,88,0
