kind,task,start,complete,completed,expected,success_percent,mean_pred_blocks,mean_steps,config_B,config_H,config_arm,config_iterations,config_default,config_memory_fraction,config_target_L,config_key,config_span
transport,tworoom,Perturbed 2,true,128,128,37.5,290666.140625,160.75,,100,cem_transport,30,,,,,
main,tworoom,Standard,true,128,128,96.875,144.875,88.4765625,,100,rank_learned,30,,,,,
main,tworoom,Perturbed,true,256,256,98.4375,141.6875,86.484375,,100,rank_learned,30,,,,,
main,tworoom,Perturbed 1,true,128,128,98.4375,142.625,87.015625,,100,rank_learned,30,,,,,
main,tworoom,Perturbed 2,true,128,128,98.4375,140.75,85.953125,,100,rank_learned,30,,,,,
ablation,tworoom,Standard,true,128,128,98.4375,138.125,84.171875,,100,rank_observed,30,true,,,,
ablation,tworoom,Perturbed,true,256,256,100,135.53125,82.5703125,,100,rank_observed,30,true,,,,
ablation,tworoom,Perturbed 1,true,128,128,100,136.125,83.0234375,,100,rank_observed,30,true,,,,
ablation,tworoom,Perturbed 2,true,128,128,100,134.9375,82.1171875,,100,rank_observed,30,true,,,,
ablation,tworoom,Standard,true,128,128,99.21875,138.3125,84.34375,,100,rank_observed,30,,,,no_delta,
ablation,tworoom,Perturbed,true,256,256,100,136.6875,83.28515625,,100,rank_observed,30,,,,no_delta,
ablation,tworoom,Perturbed 1,true,128,128,100,136.75,83.3515625,,100,rank_observed,30,,,,no_delta,
ablation,tworoom,Perturbed 2,true,128,128,100,136.625,83.21875,,100,rank_observed,30,,,,no_delta,
ablation,tworoom,Standard,true,128,128,100,136.25,82.890625,,100,rank_observed,30,,,,no_far,
ablation,tworoom,Perturbed,true,256,256,100,136.125,82.94140625,,100,rank_observed,30,,,,no_far,
ablation,tworoom,Perturbed 1,true,128,128,100,136.9375,83.4140625,,100,rank_observed,30,,,,no_far,
ablation,tworoom,Perturbed 2,true,128,128,100,135.3125,82.46875,,100,rank_observed,30,,,,no_far,
ablation,tworoom,Standard,true,128,128,99.21875,138.8125,84.640625,,100,rank_observed,30,,0.1,,,
ablation,tworoom,Perturbed,true,256,256,99.609375,140.46875,85.6171875,,100,rank_observed,30,,0.1,,,
ablation,tworoom,Perturbed 1,true,128,128,99.21875,142.8125,86.9765625,,100,rank_observed,30,,0.1,,,
ablation,tworoom,Perturbed 2,true,128,128,100,138.125,84.2578125,,100,rank_observed,30,,0.1,,,
ablation,tworoom,Standard,true,128,128,98.4375,141.25,86.265625,,100,rank_observed,30,,0.25,,,
ablation,tworoom,Perturbed,true,256,256,98.828125,136.46875,83.1328125,,100,rank_observed,30,,0.25,,,
ablation,tworoom,Perturbed 1,true,128,128,98.4375,136.875,83.375,,100,rank_observed,30,,0.25,,,
ablation,tworoom,Perturbed 2,true,128,128,99.21875,136.0625,82.890625,,100,rank_observed,30,,0.25,,,
ablation,tworoom,Standard,true,128,128,99.21875,139.0625,85.0625,,100,rank_observed,30,,0.5,,,
ablation,tworoom,Perturbed,true,256,256,99.609375,137.75,83.953125,,100,rank_observed,30,,0.5,,,
ablation,tworoom,Perturbed 1,true,128,128,99.21875,137.5625,83.953125,,100,rank_observed,30,,0.5,,,
ablation,tworoom,Perturbed 2,true,128,128,100,137.9375,83.953125,,100,rank_observed,30,,0.5,,,
ablation,tworoom,Standard,true,128,128,21.09375,276.8125,172.65625,,100,rank_observed,30,,,,,fixed
ablation,tworoom,Perturbed,true,256,256,23.046875,279.4375,174.26953125,,100,rank_observed,30,,,,,fixed
ablation,tworoom,Perturbed 1,true,128,128,22.65625,280.8125,175.15625,,100,rank_observed,30,,,,,fixed
ablation,tworoom,Perturbed 2,true,128,128,23.4375,278.0625,173.3828125,,100,rank_observed,30,,,,,fixed
ablation,tworoom,Standard,true,128,128,99.21875,123.0625,75.0078125,,100,rank_observed,30,,,10,,
ablation,tworoom,Perturbed,true,256,256,99.21875,123.625,75.21875,,100,rank_observed,30,,,10,,
ablation,tworoom,Perturbed 1,true,128,128,100,123.6875,75.078125,,100,rank_observed,30,,,10,,
ablation,tworoom,Perturbed 2,true,128,128,98.4375,123.5625,75.359375,,100,rank_observed,30,,,10,,
ablation,tworoom,Standard,true,128,128,82.03125,189.0625,116.375,,100,rank_observed,30,,,1,,
ablation,tworoom,Perturbed,true,256,256,83.984375,186.125,114.65234375,,100,rank_observed,30,,,1,,
ablation,tworoom,Perturbed 1,true,128,128,85.9375,181,111.3203125,,100,rank_observed,30,,,1,,
ablation,tworoom,Perturbed 2,true,128,128,82.03125,191.25,117.984375,,100,rank_observed,30,,,1,,
ablation,tworoom,Standard,true,128,128,98.4375,149.5625,91.4375,,100,rank_observed,30,,,3,,
ablation,tworoom,Perturbed,true,256,256,97.265625,153.625,94.00390625,,100,rank_observed,30,,,3,,
ablation,tworoom,Perturbed 1,true,128,128,96.875,154.0625,94.4140625,,100,rank_observed,30,,,3,,
ablation,tworoom,Perturbed 2,true,128,128,97.65625,153.1875,93.59375,,100,rank_observed,30,,,3,,
budget,pusht,Standard,true,128,128,1.5625,165649.421875,275.8828125,,140,cem_final,10,,,,,
budget,pusht,Perturbed,true,256,256,2.734375,163843.53125,272.828125,,140,cem_final,10,,,,,
budget,pusht,Perturbed 1,true,128,128,2.34375,164476.765625,273.90625,,140,cem_final,10,,,,,
budget,pusht,Perturbed 2,true,128,128,3.125,163210.296875,271.75,,140,cem_final,10,,,,,
budget,pusht,Standard,true,128,128,1.5625,16772.796875,277.6484375,,140,cem_final,1,,,,,
budget,pusht,Perturbed,true,256,256,1.953125,16712.6328125,276.63671875,,140,cem_final,1,,,,,
budget,pusht,Perturbed 1,true,128,128,1.5625,16751.5625,277.296875,,140,cem_final,1,,,,,
budget,pusht,Perturbed 2,true,128,128,2.34375,16673.703125,275.9765625,,140,cem_final,1,,,,,
budget,pusht,Standard,true,128,128,1.5625,33307.53125,276.6015625,,140,cem_final,2,,,,,
budget,pusht,Perturbed,true,256,256,1.953125,33189.953125,275.61328125,,140,cem_final,2,,,,,
budget,pusht,Perturbed 1,true,128,128,1.5625,33293.421875,276.484375,,140,cem_final,2,,,,,
budget,pusht,Perturbed 2,true,128,128,2.34375,33086.484375,274.7421875,,140,cem_final,2,,,,,
budget,pusht,Standard,true,128,128,2.34375,493562.78125,274.1171875,,140,cem_final,30,,,,,
budget,pusht,Perturbed,true,256,256,2.734375,491101.296875,272.7265625,,140,cem_final,30,,,,,
budget,pusht,Perturbed 1,true,128,128,2.34375,493000.15625,273.8046875,,140,cem_final,30,,,,,
budget,pusht,Perturbed 2,true,128,128,3.125,489202.4375,271.6484375,,140,cem_final,30,,,,,
budget,pusht,Standard,true,128,128,1.5625,82938.5625,276.0625,,140,cem_final,5,,,,,
budget,pusht,Perturbed,true,256,256,1.953125,82633.46875,275.02734375,,140,cem_final,5,,,,,
budget,pusht,Perturbed 1,true,128,128,1.5625,82926.828125,276.015625,,140,cem_final,5,,,,,
budget,pusht,Perturbed 2,true,128,128,2.34375,82340.109375,274.0390625,,140,cem_final,5,,,,,
budget,pusht,Standard,true,128,128,48.4375,129203.265625,214.421875,,140,cem_learned,10,,,,,
budget,pusht,Perturbed,true,256,256,44.53125,132498.4296875,219.8828125,,140,cem_learned,10,,,,,
budget,pusht,Perturbed 1,true,128,128,41.40625,134151.875,222.6640625,,140,cem_learned,10,,,,,
budget,pusht,Perturbed 2,true,128,128,47.65625,130844.984375,217.1015625,,140,cem_learned,10,,,,,
budget,pusht,Standard,true,128,128,3.90625,16735.046875,277.0078125,,140,cem_learned,1,,,,,
budget,pusht,Perturbed,true,256,256,3.90625,16763.359375,277.46484375,,140,cem_learned,1,,,,,
budget,pusht,Perturbed 1,true,128,128,4.6875,16746.84375,277.1640625,,140,cem_learned,1,,,,,
budget,pusht,Perturbed 2,true,128,128,3.125,16779.875,277.765625,,140,cem_learned,1,,,,,
budget,pusht,Standard,true,128,128,25.78125,31435.6875,260.6484375,,140,cem_learned,2,,,,,
budget,pusht,Perturbed,true,256,256,26.953125,31165.2578125,258.36328125,,140,cem_learned,2,,,,,
budget,pusht,Perturbed 1,true,128,128,28.90625,30923.046875,256.3203125,,140,cem_learned,2,,,,,
budget,pusht,Perturbed 2,true,128,128,25,31407.46875,260.40625,,140,cem_learned,2,,,,,
budget,pusht,Standard,true,128,128,52.34375,375059.890625,207.4921875,,140,cem_learned,30,,,,,
budget,pusht,Perturbed,true,256,256,48.828125,387402.4765625,214.32421875,,140,cem_learned,30,,,,,
budget,pusht,Perturbed 1,true,128,128,48.4375,388281.578125,214.734375,,140,cem_learned,30,,,,,
budget,pusht,Perturbed 2,true,128,128,49.21875,386523.375,213.9140625,,140,cem_learned,30,,,,,
main,pusht,Standard,true,128,128,52.34375,375059.890625,207.4921875,,140,cem_learned,30,,,,,
main,pusht,Perturbed,true,256,256,48.828125,387402.4765625,214.32421875,,140,cem_learned,30,,,,,
main,pusht,Perturbed 1,true,128,128,48.4375,388281.578125,214.734375,,140,cem_learned,30,,,,,
main,pusht,Perturbed 2,true,128,128,49.21875,386523.375,213.9140625,,140,cem_learned,30,,,,,
budget,pusht,Standard,true,128,128,44.53125,67683.875,224.453125,,140,cem_learned,5,,,,,
budget,pusht,Perturbed,true,256,256,41.796875,69092,229.2421875,,140,cem_learned,5,,,,,
budget,pusht,Perturbed 1,true,128,128,41.40625,69291.484375,229.890625,,140,cem_learned,5,,,,,
budget,pusht,Perturbed 2,true,128,128,42.1875,68892.515625,228.59375,,140,cem_learned,5,,,,,
ablation,pusht,Standard,true,128,128,69.53125,326111.515625,180.0859375,,140,cem_observed,30,true,,,,
ablation,pusht,Perturbed,true,256,256,64.84375,338629.921875,187.16796875,,140,cem_observed,30,true,,,,
ablation,pusht,Perturbed 1,true,128,128,64.0625,340388.125,188.078125,,140,cem_observed,30,true,,,,
ablation,pusht,Perturbed 2,true,128,128,65.625,336871.71875,186.2578125,,140,cem_observed,30,true,,,,
budget,pusht,Standard,true,128,128,69.53125,110112.421875,182.3125,,140,cem_observed,10,,,,,
budget,pusht,Perturbed,true,256,256,67.96875,111472.703125,184.58984375,,140,cem_observed,10,,,,,
budget,pusht,Perturbed 1,true,128,128,65.625,112715.71875,186.6015625,,140,cem_observed,10,,,,,
budget,pusht,Perturbed 2,true,128,128,70.3125,110229.6875,182.578125,,140,cem_observed,10,,,,,
budget,pusht,Standard,true,128,128,3.125,16836.5,278.640625,,140,cem_observed,1,,,,,
budget,pusht,Perturbed,true,256,256,1.5625,16877.7890625,279.41015625,,140,cem_observed,1,,,,,
budget,pusht,Perturbed 1,true,128,128,1.5625,16867.171875,279.2265625,,140,cem_observed,1,,,,,
budget,pusht,Perturbed 2,true,128,128,1.5625,16888.40625,279.59375,,140,cem_observed,1,,,,,
budget,pusht,Standard,true,128,128,8.59375,32700.828125,271.375,,140,cem_observed,2,,,,,
budget,pusht,Perturbed,true,256,256,10.9375,32505.6484375,269.7421875,,140,cem_observed,2,,,,,
budget,pusht,Perturbed 1,true,128,128,11.71875,32404.53125,268.8671875,,140,cem_observed,2,,,,,
budget,pusht,Perturbed 2,true,128,128,10.15625,32606.765625,270.6171875,,140,cem_observed,2,,,,,
ablation,pusht,Standard,true,128,128,59.375,351429.640625,194.34375,,140,cem_observed,30,,0.1,,,
ablation,pusht,Perturbed,true,256,256,58.59375,356598.7578125,197.078125,,140,cem_observed,30,,0.1,,,
ablation,pusht,Perturbed 1,true,128,128,60.15625,351359.3125,194.15625,,140,cem_observed,30,,0.1,,,
ablation,pusht,Perturbed 2,true,128,128,57.03125,361838.203125,200,,140,cem_observed,30,,0.1,,,
ablation,pusht,Standard,true,128,128,64.84375,338067.296875,186.6953125,,140,cem_observed,30,,0.25,,,
ablation,pusht,Perturbed,true,256,256,63.28125,342990.265625,189.484375,,140,cem_observed,30,,0.25,,,
ablation,pusht,Perturbed 1,true,128,128,64.0625,340036.484375,187.875,,140,cem_observed,30,,0.25,,,
ablation,pusht,Perturbed 2,true,128,128,62.5,345944.046875,191.09375,,140,cem_observed,30,,0.25,,,
ablation,pusht,Standard,true,128,128,67.1875,334621.21875,184.796875,,140,cem_observed,30,,0.5,,,
ablation,pusht,Perturbed,true,256,256,61.328125,347983.5625,192.2734375,,140,cem_observed,30,,0.5,,,
ablation,pusht,Perturbed 1,true,128,128,61.71875,347420.9375,192.0078125,,140,cem_observed,30,,0.5,,,
ablation,pusht,Perturbed 2,true,128,128,60.9375,348546.1875,192.5390625,,140,cem_observed,30,,0.5,,,
ablation,pusht,Standard,true,128,128,58.59375,345381.421875,190.953125,,140,cem_observed,30,,,10,,
ablation,pusht,Perturbed,true,256,256,57.421875,348897.828125,192.94921875,,140,cem_observed,30,,,10,,
ablation,pusht,Perturbed 1,true,128,128,54.6875,356000.96875,196.9453125,,140,cem_observed,30,,,10,,
ablation,pusht,Perturbed 2,true,128,128,60.15625,341794.6875,188.953125,,140,cem_observed,30,,,10,,
ablation,pusht,Standard,true,128,128,34.375,433854.203125,240.4453125,,140,cem_observed,30,,,1,,
ablation,pusht,Perturbed,true,256,256,29.296875,444368.2578125,246.328125,,140,cem_observed,30,,,1,,
ablation,pusht,Perturbed 1,true,128,128,29.6875,443559.484375,245.9140625,,140,cem_observed,30,,,1,,
ablation,pusht,Perturbed 2,true,128,128,28.90625,445177.03125,246.7421875,,140,cem_observed,30,,,1,,
ablation,pusht,Standard,true,128,128,68.75,341865.015625,188.6875,,140,cem_observed,30,,,3,,
ablation,pusht,Perturbed,true,256,256,60.9375,358673.4375,198.234375,,140,cem_observed,30,,,3,,
ablation,pusht,Perturbed 1,true,128,128,57.03125,368378.71875,203.6875,,140,cem_observed,30,,,3,,
ablation,pusht,Perturbed 2,true,128,128,64.84375,348968.15625,192.78125,,140,cem_observed,30,,,3,,
budget,pusht,Standard,true,128,128,69.53125,326111.515625,180.0859375,,140,cem_observed,30,,,,,
budget,pusht,Perturbed,true,256,256,64.84375,338629.921875,187.16796875,,140,cem_observed,30,,,,,
budget,pusht,Perturbed 1,true,128,128,64.0625,340388.125,188.078125,,140,cem_observed,30,,,,,
budget,pusht,Perturbed 2,true,128,128,65.625,336871.71875,186.2578125,,140,cem_observed,30,,,,,
transport,pusht,Standard,true,128,128,69.53125,326111.515625,180.0859375,,140,cem_observed,30,,,,,
transport,pusht,Perturbed,true,256,256,64.84375,338629.921875,187.16796875,,140,cem_observed,30,,,,,
transport,pusht,Perturbed 1,true,128,128,64.0625,340388.125,188.078125,,140,cem_observed,30,,,,,
transport,pusht,Perturbed 2,true,128,128,65.625,336871.71875,186.2578125,,140,cem_observed,30,,,,,
budget,pusht,Standard,true,128,128,43.75,67425.71875,223.6015625,,140,cem_observed,5,,,,,
budget,pusht,Perturbed,true,256,256,43.359375,66862.46875,221.88671875,,140,cem_observed,5,,,,,
budget,pusht,Perturbed 1,true,128,128,44.53125,66357.890625,220.0859375,,140,cem_observed,5,,,,,
budget,pusht,Perturbed 2,true,128,128,42.1875,67367.046875,223.6875,,140,cem_observed,5,,,,,
transport,pusht,Standard,true,128,128,61.71875,347842.90625,192.140625,,140,cem_transport,30,,,,,
transport,pusht,Perturbed,true,256,256,44.53125,393802.3359375,217.94921875,,140,cem_transport,30,,,,,
transport,pusht,Perturbed 1,true,128,128,49.21875,381248.765625,210.96875,,140,cem_transport,30,,,,,
transport,pusht,Perturbed 2,true,128,128,39.84375,406355.90625,224.9296875,,140,cem_transport,30,,,,,
main,pusht,Standard,true,128,128,54.6875,328.25,204.1015625,,140,rank_learned,30,,,,,
main,pusht,Perturbed,true,256,256,35.546875,370.03125,230.6328125,,140,rank_learned,30,,,,,
main,pusht,Perturbed 1,true,128,128,34.375,370.625,231,,140,rank_learned,30,,,,,
main,pusht,Perturbed 2,true,128,128,36.71875,369.4375,230.265625,,140,rank_learned,30,,,,,
ablation,pusht,Standard,true,128,128,66.40625,300,186.4140625,,140,rank_observed,30,true,,,,
ablation,pusht,Perturbed,true,256,256,47.65625,344.25,214.34765625,,140,rank_observed,30,true,,,,
ablation,pusht,Perturbed 1,true,128,128,47.65625,344.375,214.4609375,,140,rank_observed,30,true,,,,
ablation,pusht,Perturbed 2,true,128,128,47.65625,344.125,214.234375,,140,rank_observed,30,true,,,,
ablation,pusht,Standard,true,128,128,63.28125,306.25,190.2109375,,140,rank_observed,30,,,,no_delta,
ablation,pusht,Perturbed,true,256,256,44.921875,351,218.56640625,,140,rank_observed,30,,,,no_delta,
ablation,pusht,Perturbed 1,true,128,128,42.96875,355.4375,221.2890625,,140,rank_observed,30,,,,no_delta,
ablation,pusht,Perturbed 2,true,128,128,46.875,346.5625,215.84375,,140,rank_observed,30,,,,no_delta,
ablation,pusht,Standard,true,128,128,67.1875,301.0625,186.8828125,,140,rank_observed,30,,,,no_far,
ablation,pusht,Perturbed,true,256,256,50.390625,338.5,210.796875,,140,rank_observed,30,,,,no_far,
ablation,pusht,Perturbed 1,true,128,128,47.65625,345.3125,215.015625,,140,rank_observed,30,,,,no_far,
ablation,pusht,Perturbed 2,true,128,128,53.125,331.6875,206.578125,,140,rank_observed,30,,,,no_far,
ablation,pusht,Standard,true,128,128,53.125,330.1875,205.609375,,140,rank_observed,30,,0.1,,,
ablation,pusht,Perturbed,true,256,256,39.453125,361.75,225.5,,140,rank_observed,30,,0.1,,,
ablation,pusht,Perturbed 1,true,128,128,35.15625,370.9375,231.3125,,140,rank_observed,30,,0.1,,,
ablation,pusht,Perturbed 2,true,128,128,43.75,352.5625,219.6875,,140,rank_observed,30,,0.1,,,
ablation,pusht,Standard,true,128,128,58.59375,315.625,196.203125,,140,rank_observed,30,,0.25,,,
ablation,pusht,Perturbed,true,256,256,42.96875,352.875,219.7109375,,140,rank_observed,30,,0.25,,,
ablation,pusht,Perturbed 1,true,128,128,40.625,360,224.1953125,,140,rank_observed,30,,0.25,,,
ablation,pusht,Perturbed 2,true,128,128,45.3125,345.75,215.2265625,,140,rank_observed,30,,0.25,,,
ablation,pusht,Standard,true,128,128,61.71875,309.3125,192.25,,140,rank_observed,30,,0.5,,,
ablation,pusht,Perturbed,true,256,256,43.359375,352.34375,219.41015625,,140,rank_observed,30,,0.5,,,
ablation,pusht,Perturbed 1,true,128,128,41.40625,358.8125,223.53125,,140,rank_observed,30,,0.5,,,
ablation,pusht,Perturbed 2,true,128,128,45.3125,345.875,215.2890625,,140,rank_observed,30,,0.5,,,
ablation,pusht,Standard,true,128,128,0,448,280,,140,rank_observed,30,,,,,fixed
ablation,pusht,Perturbed,true,256,256,0,448,280,,140,rank_observed,30,,,,,fixed
ablation,pusht,Perturbed 1,true,128,128,0,448,280,,140,rank_observed,30,,,,,fixed
ablation,pusht,Perturbed 2,true,128,128,0,448,280,,140,rank_observed,30,,,,,fixed
ablation,pusht,Standard,true,128,128,59.375,314.75,195.6953125,,140,rank_observed,30,,,10,,
ablation,pusht,Perturbed,true,256,256,34.375,372.21875,231.96875,,140,rank_observed,30,,,10,,
ablation,pusht,Perturbed 1,true,128,128,36.71875,367.1875,228.71875,,140,rank_observed,30,,,10,,
ablation,pusht,Perturbed 2,true,128,128,32.03125,377.25,235.21875,,140,rank_observed,30,,,10,,
ablation,pusht,Standard,true,128,128,30.46875,382.6875,238.6484375,,140,rank_observed,30,,,1,,
ablation,pusht,Perturbed,true,256,256,21.875,404.21875,252.23828125,,140,rank_observed,30,,,1,,
ablation,pusht,Perturbed 1,true,128,128,21.875,404.25,252.2265625,,140,rank_observed,30,,,1,,
ablation,pusht,Perturbed 2,true,128,128,21.875,404.1875,252.25,,140,rank_observed,30,,,1,,
ablation,pusht,Standard,true,128,128,49.21875,345.3125,214.859375,,140,rank_observed,30,,,3,,
ablation,pusht,Perturbed,true,256,256,35.546875,374.59375,233.4921875,,140,rank_observed,30,,,3,,
ablation,pusht,Perturbed 1,true,128,128,33.59375,378.5,235.9921875,,140,rank_observed,30,,,3,,
ablation,pusht,Perturbed 2,true,128,128,37.5,370.6875,230.9921875,,140,rank_observed,30,,,3,,
budget,cube,Standard,true,128,128,4.6875,86166.78125,143.46875,,150,cem_final,10,,,,,
budget,cube,Perturbed,true,256,256,3.90625,86788.2890625,144.49609375,,150,cem_final,10,,,,,
budget,cube,Perturbed 1,true,128,128,4.6875,86166.78125,143.4375,,150,cem_final,10,,,,,
budget,cube,Perturbed 2,true,128,128,3.125,87409.796875,145.5546875,,150,cem_final,10,,,,,
budget,reacher,Standard,true,128,128,23.4375,141703.78125,235.5859375,,150,cem_final,10,,,,,
budget,reacher,Perturbed,true,256,256,23.4375,140085.515625,232.9140625,,150,cem_final,10,,,,,
budget,reacher,Perturbed 1,true,128,128,23.4375,140812.5625,234.1484375,,150,cem_final,10,,,,,
budget,reacher,Perturbed 2,true,128,128,23.4375,139358.46875,231.6796875,,150,cem_final,10,,,,,
budget,cube,Standard,true,128,128,3.90625,8809.90625,145.8046875,,150,cem_final,1,,,,,
budget,cube,Perturbed,true,256,256,1.953125,8927.875,147.79296875,,150,cem_final,1,,,,,
budget,cube,Perturbed 1,true,128,128,1.5625,8956.1875,148.265625,,150,cem_final,1,,,,,
budget,cube,Perturbed 2,true,128,128,2.34375,8899.5625,147.3203125,,150,cem_final,1,,,,,
budget,reacher,Standard,true,128,128,16.40625,15411.4375,254.828125,,150,cem_final,1,,,,,
budget,reacher,Perturbed,true,256,256,15.234375,15628.5,258.48828125,,150,cem_final,1,,,,,
budget,reacher,Perturbed 1,true,128,128,16.40625,15439.75,255.359375,,150,cem_final,1,,,,,
budget,reacher,Perturbed 2,true,128,128,14.0625,15817.25,261.6171875,,150,cem_final,1,,,,,
budget,cube,Standard,true,128,128,3.125,17608.5,146.2109375,,150,cem_final,2,,,,,
budget,cube,Perturbed,true,256,256,2.34375,17723.7265625,147.1796875,,150,cem_final,2,,,,,
budget,cube,Perturbed 1,true,128,128,2.34375,17749.59375,147.4140625,,150,cem_final,2,,,,,
budget,cube,Perturbed 2,true,128,128,2.34375,17697.859375,146.9453125,,150,cem_final,2,,,,,
budget,reacher,Standard,true,128,128,18.75,29991.828125,248.7421875,,150,cem_final,2,,,,,
budget,reacher,Perturbed,true,256,256,18.359375,30088.2421875,249.5703125,,150,cem_final,2,,,,,
budget,reacher,Perturbed 1,true,128,128,17.96875,30034.15625,249.1875,,150,cem_final,2,,,,,
budget,reacher,Perturbed 2,true,128,128,18.75,30142.328125,249.953125,,150,cem_final,2,,,,,
budget,cube,Standard,true,128,128,7.03125,252618.625,140.1953125,,150,cem_final,30,,,,,
budget,cube,Perturbed,true,256,256,2.734375,263167.84375,146.1328125,,150,cem_final,30,,,,,
budget,cube,Perturbed 1,true,128,128,2.34375,264082.109375,146.6484375,,150,cem_final,30,,,,,
budget,cube,Perturbed 2,true,128,128,3.125,262253.578125,145.6171875,,150,cem_final,30,,,,,
budget,reacher,Standard,true,128,128,25.78125,407762.46875,226.046875,,150,cem_final,30,,,,,
budget,reacher,Perturbed,true,256,256,22.65625,425309.3359375,235.8828125,,150,cem_final,30,,,,,
budget,reacher,Perturbed 1,true,128,128,21.875,428298.28125,237.5703125,,150,cem_final,30,,,,,
budget,reacher,Perturbed 2,true,128,128,23.4375,422320.390625,234.1953125,,150,cem_final,30,,,,,
budget,cube,Standard,true,128,128,3.125,43780.953125,145.6953125,,150,cem_final,5,,,,,
budget,cube,Perturbed,true,256,256,2.34375,44074.3125,146.6953125,,150,cem_final,5,,,,,
budget,cube,Perturbed 1,true,128,128,2.34375,44074.3125,146.6953125,,150,cem_final,5,,,,,
budget,cube,Perturbed 2,true,128,128,2.34375,44074.3125,146.6953125,,150,cem_final,5,,,,,
budget,reacher,Standard,true,128,128,24.21875,70112.890625,232.8984375,,150,cem_final,5,,,,,
budget,reacher,Perturbed,true,256,256,20.3125,72629.9140625,241.43359375,,150,cem_final,5,,,,,
budget,reacher,Perturbed 1,true,128,128,20.3125,72635.78125,241.3984375,,150,cem_final,5,,,,,
budget,reacher,Perturbed 2,true,128,128,20.3125,72624.046875,241.46875,,150,cem_final,5,,,,,
budget,cube,Standard,true,128,128,59.375,51268.53125,84.09375,,150,cem_learned,10,,,,,
budget,cube,Perturbed,true,256,256,35.15625,66970.3984375,110.94921875,,150,cem_learned,10,,,,,
budget,cube,Perturbed 1,true,128,128,34.375,67498.09375,111.8671875,,150,cem_learned,10,,,,,
budget,cube,Perturbed 2,true,128,128,35.9375,66442.703125,110.03125,,150,cem_learned,10,,,,,
budget,reacher,Standard,true,128,128,63.28125,121745.171875,201.40625,,150,cem_learned,10,,,,,
budget,reacher,Perturbed,true,256,256,60.546875,124735.4453125,206.6328125,,150,cem_learned,10,,,,,
budget,reacher,Perturbed 1,true,128,128,61.71875,124301.5625,205.8828125,,150,cem_learned,10,,,,,
budget,reacher,Perturbed 2,true,128,128,59.375,125169.328125,207.3828125,,150,cem_learned,10,,,,,
budget,cube,Standard,true,128,128,11.71875,8812.265625,145.734375,,150,cem_learned,1,,,,,
budget,cube,Perturbed,true,256,256,6.640625,8883.046875,146.97265625,,150,cem_learned,1,,,,,
budget,cube,Perturbed 1,true,128,128,8.59375,8883.046875,146.9140625,,150,cem_learned,1,,,,,
budget,cube,Perturbed 2,true,128,128,4.6875,8883.046875,147.03125,,150,cem_learned,1,,,,,
budget,reacher,Standard,true,128,128,48.4375,13658.421875,225.125,,150,cem_learned,1,,,,,
budget,reacher,Perturbed,true,256,256,50,13391.8125,220.88671875,,150,cem_learned,1,,,,,
budget,reacher,Perturbed 1,true,128,128,48.4375,13613.59375,224.53125,,150,cem_learned,1,,,,,
budget,reacher,Perturbed 2,true,128,128,51.5625,13170.03125,217.2421875,,150,cem_learned,1,,,,,
budget,cube,Standard,true,128,128,40.625,16465.640625,135.9453125,,150,cem_learned,2,,,,,
budget,cube,Perturbed,true,256,256,26.171875,16959.46875,140.4296875,,150,cem_learned,2,,,,,
budget,cube,Perturbed 1,true,128,128,25.78125,16898.328125,139.9140625,,150,cem_learned,2,,,,,
budget,cube,Perturbed 2,true,128,128,26.5625,17020.609375,140.9453125,,150,cem_learned,2,,,,,
budget,reacher,Standard,true,128,128,50.78125,26455.078125,218.5625,,150,cem_learned,2,,,,,
budget,reacher,Perturbed,true,256,256,53.90625,25754.3125,212.8515625,,150,cem_learned,2,,,,,
budget,reacher,Perturbed 1,true,128,128,52.34375,26149.375,216.21875,,150,cem_learned,2,,,,,
budget,reacher,Perturbed 2,true,128,128,55.46875,25359.25,209.484375,,150,cem_learned,2,,,,,
budget,cube,Standard,true,128,128,62.5,142273.796875,77.9140625,,150,cem_learned,30,,,,,
budget,cube,Perturbed,true,256,256,38.671875,191538.6484375,105.65234375,,150,cem_learned,30,,,,,
budget,cube,Perturbed 1,true,128,128,37.5,194597.921875,107.4140625,,150,cem_learned,30,,,,,
budget,cube,Perturbed 2,true,128,128,39.84375,188479.375,103.890625,,150,cem_learned,30,,,,,
budget,reacher,Standard,true,128,128,54.6875,393907.828125,217.9140625,,150,cem_learned,30,,,,,
budget,reacher,Perturbed,true,256,256,58.984375,379982.859375,210.0625,,150,cem_learned,30,,,,,
budget,reacher,Perturbed 1,true,128,128,57.03125,388914.53125,215.0078125,,150,cem_learned,30,,,,,
budget,reacher,Perturbed 2,true,128,128,60.9375,371051.1875,205.1171875,,150,cem_learned,30,,,,,
main,cube,Standard,true,128,128,62.5,142273.796875,77.9140625,,150,cem_learned,30,,,,,
main,cube,Perturbed,true,256,256,38.671875,191538.6484375,105.65234375,,150,cem_learned,30,,,,,
main,cube,Perturbed 1,true,128,128,37.5,194597.921875,107.4140625,,150,cem_learned,30,,,,,
main,cube,Perturbed 2,true,128,128,39.84375,188479.375,103.890625,,150,cem_learned,30,,,,,
main,reacher,Standard,true,128,128,54.6875,393907.828125,217.9140625,,150,cem_learned,30,,,,,
main,reacher,Perturbed,true,256,256,58.984375,379982.859375,210.0625,,150,cem_learned,30,,,,,
