kind,task,start,complete,completed,expected,success_percent,mean_pred_blocks,mean_steps,config_B,config_H,config_arm,config_iterations,config_default,config_memory_fraction,config_target_L,config_key,config_span
horizon,pusht,Perturbed,true,256,256,2.734375,491101.296875,272.7265625,280,140,cem_final,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,2.34375,493000.15625,273.8046875,280,140,cem_final,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,3.125,489202.4375,271.6484375,280,140,cem_final,30,,,,,
horizon,pusht,Standard,true,128,128,52.34375,375059.890625,207.4921875,280,140,cem_learned,30,,,,,
horizon,pusht,Perturbed,true,256,256,48.828125,387402.4765625,214.32421875,280,140,cem_learned,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,48.4375,388281.578125,214.734375,280,140,cem_learned,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,49.21875,386523.375,213.9140625,280,140,cem_learned,30,,,,,
horizon,pusht,Standard,true,128,128,69.53125,326111.515625,180.0859375,280,140,cem_observed,30,,,,,
horizon,pusht,Perturbed,true,256,256,64.84375,338629.921875,187.16796875,280,140,cem_observed,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,64.0625,340388.125,188.078125,280,140,cem_observed,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,65.625,336871.71875,186.2578125,280,140,cem_observed,30,,,,,
horizon,pusht,Standard,true,128,128,7.03125,514687.5,267.171875,280,140,lewm,30,,,,,
horizon,pusht,Perturbed,true,256,256,9.375,505371.09375,262.25390625,280,140,lewm,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,8.59375,508007.8125,263.59375,280,140,lewm,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,10.15625,502734.375,260.9140625,280,140,lewm,30,,,,,
horizon,pusht,Standard,true,128,128,25.78125,384.8125,240.09375,280,140,rank_final,30,,,,,
horizon,pusht,Perturbed,true,256,256,12.890625,416.34375,259.9921875,280,140,rank_final,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,13.28125,415.1875,259.2890625,280,140,rank_final,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,12.5,417.5,260.6953125,280,140,rank_final,30,,,,,
horizon,pusht,Standard,true,128,128,54.6875,328.25,204.1015625,280,140,rank_learned,30,,,,,
horizon,pusht,Perturbed,true,256,256,35.546875,370.03125,230.6328125,280,140,rank_learned,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,34.375,370.625,231,280,140,rank_learned,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,36.71875,369.4375,230.265625,280,140,rank_learned,30,,,,,
horizon,pusht,Standard,true,128,128,66.40625,300,186.4140625,280,140,rank_observed,30,,,,,
horizon,pusht,Perturbed,true,256,256,47.65625,344.25,214.34765625,280,140,rank_observed,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,47.65625,344.375,214.4609375,280,140,rank_observed,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,47.65625,344.125,214.234375,280,140,rank_observed,30,,,,,
horizon,reacher,Standard,true,128,128,25.78125,407762.46875,226.046875,300,150,cem_final,30,,,,,
horizon,reacher,Perturbed,true,256,256,22.65625,425309.3359375,235.8828125,300,150,cem_final,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,21.875,428298.28125,237.5703125,300,150,cem_final,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,23.4375,422320.390625,234.1953125,300,150,cem_final,30,,,,,
horizon,reacher,Standard,true,128,128,54.6875,393907.828125,217.9140625,300,150,cem_learned,30,,,,,
horizon,reacher,Perturbed,true,256,256,58.984375,379982.859375,210.0625,300,150,cem_learned,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,57.03125,388914.53125,215.0078125,300,150,cem_learned,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,60.9375,371051.1875,205.1171875,300,150,cem_learned,30,,,,,
horizon,reacher,Standard,true,128,128,75.78125,323579.703125,178.2734375,300,150,cem_observed,30,,,,,
horizon,reacher,Perturbed,true,256,256,78.90625,313171.140625,172.41015625,300,150,cem_observed,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,82.8125,304380.125,167.28125,300,150,cem_observed,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,75,321962.15625,177.5390625,300,150,cem_observed,30,,,,,
horizon,reacher,Standard,true,128,128,66.40625,255585.9375,136.09375,300,150,lewm,30,,,,,
horizon,reacher,Perturbed,true,256,256,68.75,244511.71875,129.01953125,300,150,lewm,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,69.53125,236601.5625,124.5859375,300,150,lewm,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,67.96875,252421.875,133.453125,300,150,lewm,30,,,,,
horizon,reacher,Standard,true,128,128,90.625,201.0625,123.703125,300,150,rank_final,30,,,,,
horizon,reacher,Perturbed,true,256,256,87.5,204.6875,126.3046875,300,150,rank_final,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,88.28125,197.75,122.0078125,300,150,rank_final,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,86.71875,211.625,130.6015625,300,150,rank_final,30,,,,,
horizon,reacher,Standard,true,128,128,95.3125,243.1875,150.1796875,300,150,rank_learned,30,,,,,
horizon,reacher,Perturbed,true,256,256,96.875,230.03125,141.84765625,300,150,rank_learned,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,96.875,232,142.9453125,300,150,rank_learned,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,96.875,228.0625,140.75,300,150,rank_learned,30,,,,,
horizon,reacher,Standard,true,128,128,96.875,237.25,146.515625,300,150,rank_observed,30,,,,,
horizon,reacher,Perturbed,true,256,256,95.703125,236.96875,146.3203125,300,150,rank_observed,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,96.09375,236.9375,146.3125,300,150,rank_observed,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,95.3125,237,146.328125,300,150,rank_observed,30,,,,,
horizon,pusht,Standard,true,128,128,51.5625,59075.625,32.21875,50,25,cem_final,30,,,,,
horizon,pusht,Perturbed,true,256,256,46.875,62205.2265625,33.96484375,50,25,cem_final,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,48.4375,61607.4375,33.609375,50,25,cem_final,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,45.3125,62803.015625,34.3203125,50,25,cem_final,30,,,,,
horizon,reacher,Standard,true,128,128,66.40625,45220.984375,23.96875,50,25,cem_final,30,,,,,
horizon,reacher,Perturbed,true,256,256,66.015625,44763.8515625,23.8671875,50,25,cem_final,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,67.1875,43322.125,23.1171875,50,25,cem_final,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,64.84375,46205.578125,24.6171875,50,25,cem_final,30,,,,,
horizon,tworoom,Standard,true,128,128,30.46875,65545.8125,35.953125,50,25,cem_final,30,,,,,
horizon,tworoom,Perturbed,true,256,256,34.765625,61853.5859375,33.8828125,50,25,cem_final,30,,,,,
horizon,tworoom,Perturbed 1,true,128,128,33.59375,63014,34.5,50,25,cem_final,30,,,,,
horizon,tworoom,Perturbed 2,true,128,128,35.9375,60693.171875,33.265625,50,25,cem_final,30,,,,,
horizon,pusht,Standard,true,128,128,91.40625,50847.234375,26.546875,50,25,cem_learned,30,,,,,
horizon,pusht,Perturbed,true,256,256,75.390625,60130.546875,31.85546875,50,25,cem_learned,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,78.125,58723.984375,31.1796875,50,25,cem_learned,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,72.65625,61537.109375,32.53125,50,25,cem_learned,30,,,,,
horizon,reacher,Standard,true,128,128,57.8125,62732.6875,33.8828125,50,25,cem_learned,30,,,,,
horizon,reacher,Perturbed,true,256,256,57.8125,62556.8671875,33.8203125,50,25,cem_learned,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,57.03125,63295.3125,34.171875,50,25,cem_learned,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,58.59375,61818.421875,33.46875,50,25,cem_learned,30,,,,,
horizon,tworoom,Standard,true,128,128,99.21875,33265.203125,16.5390625,50,25,cem_learned,30,,,,,
horizon,tworoom,Perturbed,true,256,256,99.21875,31788.3125,15.79296875,50,25,cem_learned,30,,,,,
horizon,tworoom,Perturbed 1,true,128,128,99.21875,32139.953125,15.953125,50,25,cem_learned,30,,,,,
horizon,tworoom,Perturbed 2,true,128,128,99.21875,31436.671875,15.6328125,50,25,cem_learned,30,,,,,
horizon,pusht,Standard,true,128,128,91.40625,50073.625,26.6015625,50,25,cem_observed,30,,,,,
horizon,pusht,Perturbed,true,256,256,87.5,52218.6328125,27.8828125,50,25,cem_observed,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,88.28125,52324.125,27.9296875,50,25,cem_observed,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,86.71875,52113.140625,27.8359375,50,25,cem_observed,30,,,,,
horizon,reacher,Standard,true,128,128,67.1875,63014,33.78125,50,25,cem_observed,30,,,,,
horizon,reacher,Perturbed,true,256,256,71.09375,59673.4140625,31.99609375,50,25,cem_observed,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,66.40625,61255.796875,33,50,25,cem_observed,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,75.78125,58091.03125,30.9921875,50,25,cem_observed,30,,,,,
horizon,tworoom,Standard,true,128,128,89.0625,36711.28125,18.7578125,50,25,cem_observed,30,,,,,
horizon,tworoom,Perturbed,true,256,256,85.9375,37168.4140625,19.18359375,50,25,cem_observed,30,,,,,
horizon,tworoom,Perturbed 1,true,128,128,84.375,38399.15625,19.8984375,50,25,cem_observed,30,,,,,
horizon,tworoom,Perturbed 2,true,128,128,87.5,35937.671875,18.46875,50,25,cem_observed,30,,,,,
horizon,pusht,Standard,true,128,128,60.9375,70312.5,37.0390625,50,25,lewm,30,,,,,
horizon,pusht,Perturbed,true,256,256,57.8125,71894.53125,38.14453125,50,25,lewm,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,57.03125,71718.75,37.9375,50,25,lewm,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,58.59375,72070.3125,38.3515625,50,25,lewm,30,,,,,
horizon,reacher,Standard,true,128,128,68.75,70664.0625,33.328125,50,25,lewm,30,,,,,
horizon,reacher,Perturbed,true,256,256,67.578125,72597.65625,34.765625,50,25,lewm,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,68.75,73125,34.5078125,50,25,lewm,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,66.40625,72070.3125,35.0234375,50,25,lewm,30,,,,,
horizon,tworoom,Standard,true,128,128,77.34375,54843.75,25.4765625,50,25,lewm,30,,,,,
horizon,tworoom,Perturbed,true,256,256,74.21875,52910.15625,24.6875,50,25,lewm,30,,,,,
horizon,tworoom,Perturbed 1,true,128,128,73.4375,54492.1875,25.2578125,50,25,lewm,30,,,,,
horizon,tworoom,Perturbed 2,true,128,128,75,51328.125,24.1171875,50,25,lewm,30,,,,,
horizon,pusht,Standard,true,128,128,89.84375,42.625,25.1015625,50,25,rank_final,30,,,,,
horizon,pusht,Perturbed,true,256,256,67.96875,51.65625,31.14453125,50,25,rank_final,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,71.09375,50.375,30.3515625,50,25,rank_final,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,64.84375,52.9375,31.9375,50,25,rank_final,30,,,,,
horizon,reacher,Standard,true,128,128,92.1875,34.875,20.0703125,50,25,rank_final,30,,,,,
horizon,reacher,Perturbed,true,256,256,92.96875,37,21.47265625,50,25,rank_final,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,92.96875,38.6875,22.390625,50,25,rank_final,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,92.96875,35.3125,20.5546875,50,25,rank_final,30,,,,,
horizon,tworoom,Standard,true,128,128,100,22.25,12.203125,50,25,rank_final,30,,,,,
horizon,tworoom,Perturbed,true,256,256,99.21875,21.90625,12.07421875,50,25,rank_final,30,,,,,
horizon,tworoom,Perturbed 1,true,128,128,99.21875,22.75,12.5078125,50,25,rank_final,30,,,,,
horizon,tworoom,Perturbed 2,true,128,128,99.21875,21.0625,11.640625,50,25,rank_final,30,,,,,
horizon,pusht,Standard,true,128,128,96.09375,42.375,25.1875,50,25,rank_learned,30,,,,,
horizon,pusht,Perturbed,true,256,256,68.359375,54.0625,32.6015625,50,25,rank_learned,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,68.75,53.75,32.4375,50,25,rank_learned,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,67.96875,54.375,32.765625,50,25,rank_learned,30,,,,,
horizon,reacher,Standard,true,128,128,87.5,47.0625,27.625,50,25,rank_learned,30,,,,,
horizon,reacher,Perturbed,true,256,256,88.28125,47.875,28.34765625,50,25,rank_learned,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,87.5,46.9375,27.75,50,25,rank_learned,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,89.0625,48.8125,28.9453125,50,25,rank_learned,30,,,,,
horizon,tworoom,Standard,true,128,128,100,27.875,15.4921875,50,25,rank_learned,30,,,,,
horizon,tworoom,Perturbed,true,256,256,99.609375,26.4375,14.7734375,50,25,rank_learned,30,,,,,
horizon,tworoom,Perturbed 1,true,128,128,99.21875,26.75,14.9765625,50,25,rank_learned,30,,,,,
horizon,tworoom,Perturbed 2,true,128,128,100,26.125,14.5703125,50,25,rank_learned,30,,,,,
horizon,pusht,Standard,true,128,128,95.3125,43.1875,25.6796875,50,25,rank_observed,30,,,,,
horizon,pusht,Perturbed,true,256,256,71.09375,53.0625,32.0390625,50,25,rank_observed,30,,,,,
horizon,pusht,Perturbed 1,true,128,128,72.65625,52.875,31.828125,50,25,rank_observed,30,,,,,
horizon,pusht,Perturbed 2,true,128,128,69.53125,53.25,32.25,50,25,rank_observed,30,,,,,
horizon,reacher,Standard,true,128,128,91.40625,45.375,26.59375,50,25,rank_observed,30,,,,,
horizon,reacher,Perturbed,true,256,256,91.796875,45.53125,26.703125,50,25,rank_observed,30,,,,,
horizon,reacher,Perturbed 1,true,128,128,92.1875,46,26.921875,50,25,rank_observed,30,,,,,
horizon,reacher,Perturbed 2,true,128,128,91.40625,45.0625,26.484375,50,25,rank_observed,30,,,,,
horizon,tworoom,Standard,true,128,128,100,26.4375,14.4375,50,25,rank_observed,30,,,,,
horizon,tworoom,Perturbed,true,256,256,100,25.59375,14.13671875,50,25,rank_observed,30,,,,,
horizon,tworoom,Perturbed 1,true,128,128,100,26,14.4140625,50,25,rank_observed,30,,,,,
horizon,tworoom,Perturbed 2,true,128,128,100,25.1875,13.859375,50,25,rank_observed,30,,,,,
horizon,cube,Standard,true,128,128,7.03125,85167.359375,47.1875,50,50,cem_final,30,,,,,
horizon,cube,Perturbed,true,256,256,4.296875,86855.234375,48.16015625,50,50,cem_final,30,,,,,
horizon,cube,Perturbed 1,true,128,128,5.46875,86151.953125,47.7265625,50,50,cem_final,30,,,,,
horizon,cube,Perturbed 2,true,128,128,3.125,87558.515625,48.59375,50,50,cem_final,30,,,,,
horizon,cube,Standard,true,128,128,58.59375,75813.71875,41.0078125,50,50,cem_learned,30,,,,,
horizon,cube,Perturbed,true,256,256,37.890625,79787.2578125,43.55078125,50,50,cem_learned,30,,,,,
horizon,cube,Perturbed 1,true,128,128,35.15625,80455.375,43.96875,50,50,cem_learned,30,,,,,
horizon,cube,Perturbed 2,true,128,128,40.625,79119.140625,43.1328125,50,50,cem_learned,30,,,,,
horizon,cube,Standard,true,128,128,47.65625,75110.4375,40.8515625,50,50,cem_observed,30,,,,,
horizon,cube,Perturbed,true,256,256,30.46875,81088.328125,44.4609375,50,50,cem_observed,30,,,,,
horizon,cube,Perturbed 1,true,128,128,28.125,81369.640625,44.6796875,50,50,cem_observed,30,,,,,
horizon,cube,Perturbed 2,true,128,128,32.8125,80807.015625,44.2421875,50,50,cem_observed,30,,,,,
horizon,cube,Standard,true,128,128,16.40625,83320.3125,44.2265625,50,50,lewm,30,,,,,
horizon,cube,Perturbed,true,256,256,12.109375,84902.34375,45.74609375,50,50,lewm,30,,,,,
horizon,cube,Perturbed 1,true,128,128,12.5,84726.5625,45.5859375,50,50,lewm,30,,,,,
horizon,cube,Perturbed 2,true,128,128,11.71875,85078.125,45.90625,50,50,lewm,30,,,,,
horizon,cube,Standard,true,128,128,67.96875,58.875,35.5546875,50,50,rank_final,30,,,,,
horizon,cube,Perturbed,true,256,256,43.75,66.96875,41,50,50,rank_final,30,,,,,
horizon,cube,Perturbed 1,true,128,128,42.96875,67.5625,41.375,50,50,rank_final,30,,,,,
horizon,cube,Perturbed 2,true,128,128,44.53125,66.375,40.625,50,50,rank_final,30,,,,,
horizon,cube,Standard,true,128,128,83.59375,62.625,37.4296875,50,50,rank_learned,30,,,,,
horizon,cube,Perturbed,true,256,256,48.4375,68.15625,41.734375,50,50,rank_learned,30,,,,,
horizon,cube,Perturbed 1,true,128,128,47.65625,68.4375,41.8515625,50,50,rank_learned,30,,,,,
horizon,cube,Perturbed 2,true,128,128,49.21875,67.875,41.6171875,50,50,rank_learned,30,,,,,
horizon,cube,Standard,true,128,128,70.3125,64.125,38.703125,50,50,rank_observed,30,,,,,
horizon,cube,Perturbed,true,256,256,44.140625,68.8125,42.046875,50,50,rank_observed,30,,,,,
horizon,cube,Perturbed 1,true,128,128,46.09375,69.1875,42.171875,50,50,rank_observed,30,,,,,
horizon,cube,Perturbed 2,true,128,128,42.1875,68.4375,41.921875,50,50,rank_observed,30,,,,,
budget,tworoom,Standard,true,128,128,0.78125,119306.046875,198.7109375,,100,cem_final,10,,,,,
budget,tworoom,Perturbed,true,256,256,1.5625,118707.9921875,197.703125,,100,cem_final,10,,,,,
budget,tworoom,Perturbed 1,true,128,128,1.5625,119048.0625,198.28125,,100,cem_final,10,,,,,
budget,tworoom,Perturbed 2,true,128,128,1.5625,118367.921875,197.125,,100,cem_final,10,,,,,
budget,tworoom,Standard,true,128,128,0,12080,200,,100,cem_final,1,,,,,
budget,tworoom,Perturbed,true,256,256,0,12080,200,,100,cem_final,1,,,,,
budget,tworoom,Perturbed 1,true,128,128,0,12080,200,,100,cem_final,1,,,,,
budget,tworoom,Perturbed 2,true,128,128,0,12080,200,,100,cem_final,1,,,,,
budget,tworoom,Standard,true,128,128,0,24080,200,,100,cem_final,2,,,,,
budget,tworoom,Perturbed,true,256,256,0,24080,200,,100,cem_final,2,,,,,
budget,tworoom,Perturbed 1,true,128,128,0,24080,200,,100,cem_final,2,,,,,
budget,tworoom,Perturbed 2,true,128,128,0,24080,200,,100,cem_final,2,,,,,
budget,tworoom,Standard,true,128,128,1.5625,354946.046875,197.1328125,,100,cem_final,30,,,,,
budget,tworoom,Perturbed,true,256,256,1.5625,354946.046875,197.13671875,,100,cem_final,30,,,,,
budget,tworoom,Perturbed 1,true,128,128,1.5625,355016.375,197.1875,,100,cem_final,30,,,,,
budget,tworoom,Perturbed 2,true,128,128,1.5625,354875.71875,197.0859375,,100,cem_final,30,,,,,
budget,tworoom,Standard,true,128,128,0.78125,59657.5625,198.5703125,,100,cem_final,5,,,,,
budget,tworoom,Perturbed,true,256,256,0,60080,200,,100,cem_final,5,,,,,
budget,tworoom,Perturbed 1,true,128,128,0,60080,200,,100,cem_final,5,,,,,
budget,tworoom,Perturbed 2,true,128,128,0,60080,200,,100,cem_final,5,,,,,
budget,tworoom,Standard,true,128,128,55.46875,84009.09375,139,,100,cem_learned,10,,,,,
budget,tworoom,Perturbed,true,256,256,53.515625,84689.234375,140.12890625,,100,cem_learned,10,,,,,
budget,tworoom,Perturbed 1,true,128,128,53.125,85017.578125,140.7109375,,100,cem_learned,10,,,,,
budget,tworoom,Perturbed 2,true,128,128,53.90625,84360.890625,139.546875,,100,cem_learned,10,,,,,
budget,tworoom,Standard,true,128,128,34.375,10180.703125,167.9921875,,100,cem_learned,1,,,,,
budget,tworoom,Perturbed,true,256,256,35.15625,10126.4375,166.9609375,,100,cem_learned,1,,,,,
budget,tworoom,Perturbed 1,true,128,128,34.375,10131.15625,167.0390625,,100,cem_learned,1,,,,,
budget,tworoom,Perturbed 2,true,128,128,35.9375,10121.71875,166.8828125,,100,cem_learned,1,,,,,
budget,tworoom,Standard,true,128,128,39.0625,19118.203125,158.0234375,,100,cem_learned,2,,,,,
budget,tworoom,Perturbed,true,256,256,41.015625,18887.75,156.18359375,,100,cem_learned,2,,,,,
budget,tworoom,Perturbed 1,true,128,128,39.84375,19165.234375,158.4765625,,100,cem_learned,2,,,,,
budget,tworoom,Perturbed 2,true,128,128,42.1875,18610.265625,153.890625,,100,cem_learned,2,,,,,
budget,tworoom,Standard,true,128,128,53.125,250649.4375,138.3046875,,100,cem_learned,30,,,,,
budget,tworoom,Perturbed,true,256,256,55.078125,247941.8046875,136.796875,,100,cem_learned,30,,,,,
budget,tworoom,Perturbed 1,true,128,128,53.90625,249805.5,137.875,,100,cem_learned,30,,,,,
budget,tworoom,Perturbed 2,true,128,128,56.25,246078.109375,135.71875,,100,cem_learned,30,,,,,
main,tworoom,Standard,true,128,128,53.125,250649.4375,138.3046875,,100,cem_learned,30,,,,,
main,tworoom,Perturbed,true,256,256,55.078125,247941.8046875,136.796875,,100,cem_learned,30,,,,,
main,tworoom,Perturbed 1,true,128,128,53.90625,249805.5,137.875,,100,cem_learned,30,,,,,
main,tworoom,Perturbed 2,true,128,128,56.25,246078.109375,135.71875,,100,cem_learned,30,,,,,
budget,tworoom,Standard,true,128,128,46.875,44309,146.71875,,100,cem_learned,5,,,,,
budget,tworoom,Perturbed,true,256,256,49.21875,43745.75,144.71484375,,100,cem_learned,5,,,,,
budget,tworoom,Perturbed 1,true,128,128,48.4375,44039.109375,145.71875,,100,cem_learned,5,,,,,
budget,tworoom,Perturbed 2,true,128,128,50,43452.390625,143.7109375,,100,cem_learned,5,,,,,
ablation,tworoom,Standard,true,128,128,46.875,262605.21875,145.0703125,,100,cem_observed,30,true,,,,
ablation,tworoom,Perturbed,true,256,256,46.875,265066.703125,146.44921875,,100,cem_observed,30,true,,,,
ablation,tworoom,Perturbed 1,true,128,128,44.53125,270974.265625,149.78125,,100,cem_observed,30,true,,,,
ablation,tworoom,Perturbed 2,true,128,128,49.21875,259159.140625,143.1171875,,100,cem_observed,30,true,,,,
budget,tworoom,Standard,true,128,128,42.96875,90622.875,150.25,,100,cem_observed,10,,,,,
budget,tworoom,Perturbed,true,256,256,45.3125,89661.296875,148.57421875,,100,cem_observed,10,,,,,
budget,tworoom,Perturbed 1,true,128,128,44.53125,90810.5,150.453125,,100,cem_observed,10,,,,,
budget,tworoom,Perturbed 2,true,128,128,46.09375,88512.09375,146.6953125,,100,cem_observed,10,,,,,
budget,tworoom,Standard,true,128,128,7.03125,11796.875,195.1328125,,100,cem_observed,1,,,,,
budget,tworoom,Perturbed,true,256,256,8.984375,11717.8359375,193.8203125,,100,cem_observed,1,,,,,
budget,tworoom,Perturbed 1,true,128,128,10.15625,11683.625,193.203125,,100,cem_observed,1,,,,,
budget,tworoom,Perturbed 2,true,128,128,7.8125,11752.046875,194.4375,,100,cem_observed,1,,,,,
budget,tworoom,Standard,true,128,128,19.53125,21897.75,181.453125,,100,cem_observed,2,,,,,
budget,tworoom,Perturbed,true,256,256,20.3125,21744.8984375,180.18359375,,100,cem_observed,2,,,,,
budget,tworoom,Perturbed 1,true,128,128,21.875,21526.203125,178.3046875,,100,cem_observed,2,,,,,
budget,tworoom,Perturbed 2,true,128,128,18.75,21963.59375,182.0625,,100,cem_observed,2,,,,,
ablation,tworoom,Standard,true,128,128,52.34375,256346.015625,141.375,,100,cem_observed,30,,0.1,,,
ablation,tworoom,Perturbed,true,256,256,48.4375,263097.515625,145.21875,,100,cem_observed,30,,0.1,,,
ablation,tworoom,Perturbed 1,true,128,128,46.875,268090.8125,148.0625,,100,cem_observed,30,,0.1,,,
ablation,tworoom,Perturbed 2,true,128,128,50,258104.21875,142.375,,100,cem_observed,30,,0.1,,,
ablation,tworoom,Standard,true,128,128,50,257682.25,142.15625,,100,cem_observed,30,,0.25,,,
ablation,tworoom,Perturbed,true,256,256,46.875,262886.53125,145.0859375,,100,cem_observed,30,,0.25,,,
ablation,tworoom,Perturbed 1,true,128,128,45.3125,266895.234375,147.3125,,100,cem_observed,30,,0.25,,,
ablation,tworoom,Perturbed 2,true,128,128,48.4375,258877.828125,142.859375,,100,cem_observed,30,,0.25,,,
ablation,tworoom,Standard,true,128,128,46.875,266402.9375,147.125,,100,cem_observed,30,,0.5,,,
ablation,tworoom,Perturbed,true,256,256,47.65625,264468.9140625,146.0703125,,100,cem_observed,30,,0.5,,,
ablation,tworoom,Perturbed 1,true,128,128,46.09375,266473.265625,147.140625,,100,cem_observed,30,,0.5,,,
ablation,tworoom,Perturbed 2,true,128,128,49.21875,262464.5625,145,,100,cem_observed,30,,0.5,,,
ablation,tworoom,Standard,true,128,128,50.78125,247836.3125,136.6953125,,100,cem_observed,30,,,10,,
ablation,tworoom,Perturbed,true,256,256,48.046875,254411.9921875,140.44140625,,100,cem_observed,30,,,10,,
ablation,tworoom,Perturbed 1,true,128,128,46.875,253743.875,140.1328125,,100,cem_observed,30,,,10,,
ablation,tworoom,Perturbed 2,true,128,128,49.21875,255080.109375,140.75,,100,cem_observed,30,,,10,,
ablation,tworoom,Standard,true,128,128,43.75,303887.828125,168.1875,,100,cem_observed,30,,,1,,
ablation,tworoom,Perturbed,true,256,256,46.09375,297066,164.21875,,100,cem_observed,30,,,1,,
ablation,tworoom,Perturbed 1,true,128,128,40.625,305153.734375,168.875,,100,cem_observed,30,,,1,,
ablation,tworoom,Perturbed 2,true,128,128,51.5625,288978.265625,159.5625,,100,cem_observed,30,,,1,,
ablation,tworoom,Standard,true,128,128,57.8125,257682.25,142.1953125,,100,cem_observed,30,,,3,,
ablation,tworoom,Perturbed,true,256,256,56.25,260776.6875,143.7734375,,100,cem_observed,30,,,3,,
ablation,tworoom,Perturbed 1,true,128,128,56.25,259792.09375,143.1953125,,100,cem_observed,30,,,3,,
ablation,tworoom,Perturbed 2,true,128,128,56.25,261761.28125,144.3515625,,100,cem_observed,30,,,3,,
budget,tworoom,Standard,true,128,128,46.875,262605.21875,145.0703125,,100,cem_observed,30,,,,,
budget,tworoom,Perturbed,true,256,256,46.875,265066.703125,146.44921875,,100,cem_observed,30,,,,,
budget,tworoom,Perturbed 1,true,128,128,44.53125,270974.265625,149.78125,,100,cem_observed,30,,,,,
budget,tworoom,Perturbed 2,true,128,128,49.21875,259159.140625,143.1171875,,100,cem_observed,30,,,,,
transport,tworoom,Standard,true,128,128,46.875,262605.21875,145.0703125,,100,cem_observed,30,,,,,
transport,tworoom,Perturbed,true,256,256,46.875,265066.703125,146.44921875,,100,cem_observed,30,,,,,
transport,tworoom,Perturbed 1,true,128,128,44.53125,270974.265625,149.78125,,100,cem_observed,30,,,,,
transport,tworoom,Perturbed 2,true,128,128,49.21875,259159.140625,143.1171875,,100,cem_observed,30,,,,,
budget,tworoom,Standard,true,128,128,37.5,47512.484375,157.515625,,100,cem_observed,5,,,,,
budget,tworoom,Perturbed,true,256,256,37.109375,47242.59375,156.6484375,,100,cem_observed,5,,,,,
budget,tworoom,Perturbed 1,true,128,128,39.0625,46608.9375,154.5234375,,100,cem_observed,5,,,,,
budget,tworoom,Perturbed 2,true,128,128,35.15625,47876.25,158.7734375,,100,cem_observed,5,,,,,
transport,tworoom,Standard,true,128,128,34.375,289189.25,159.9609375,,100,cem_transport,30,,,,,
transport,tworoom,Perturbed,true,256,256,35.15625,291369.421875,161.20703125,,100,cem_transport,30,,,,,
transport,tworoom,Perturbed 1,true,128,128,32.8125,292072.703125,161.6640625,,100,cem_transport,30,,,,,
